trialNum matrixIndex leftValue leftTime rightValue rightTime choice
  0 1159 650.00  0.00 800.00  8.60  0
  1  624 350.00  0.00 800.00 26.00  1
  2  714 400.00  0.00 800.00 26.00  0
  3  748 420.00  0.00 800.00 17.20  1
  4  732 410.00  0.00 800.00 26.00  1
  5  590 330.00  0.00 800.00 104.00  0
  6  714 400.00  0.00 800.00 26.00  1
  7  661 370.00  0.00 800.00 52.00  1
  8    0  10.00  0.00 800.00  0.43  1
  9  806 450.00  0.00 800.00 104.00  0
 10  913 510.00  0.00 800.00 52.00  0
 11  805 450.00  0.00 800.00 52.00  0
 12  733 410.00  0.00 800.00 52.00  0
 13  840 470.00  0.00 800.00 26.00  0
 14  858 480.00  0.00 800.00 26.00  0
 15  606 340.00  0.00 800.00 26.00  1
 16  858 500.00  0.00 800.00 52.00  0
 17  858 500.00  0.00 800.00 21.50  0
 18  642 360.00  0.00 800.00 26.00  1
 19  858 500.00  0.00 800.00 21.50  0
 20  642 370.00  0.00 800.00 21.50  1
 21  660 370.00  0.00 800.00 26.00  0
 22  660 380.00  0.00 800.00 21.50  1
 23  660 350.00  0.00 800.00 52.00  0
 24  678 380.00  0.00 800.00 26.00  0
 25  714 400.00  0.00 800.00 26.00  0
 26  750 420.00  0.00 800.00 26.00  0
 27  786 440.00  0.00 800.00 26.00  0
 28  569 320.00  0.00 800.00 21.50  1
 29  786 430.00  0.00 800.00 21.50  1
 30  732 410.00  0.00 800.00 26.00  1
 31  714 400.00  0.00 800.00 26.00  1
 32  678 380.00  0.00 800.00 26.00  0
 33  732 410.00  0.00 800.00 26.00  0
 34  768 430.00  0.00 800.00 26.00  0
 35  768 420.00  0.00 800.00 52.00  0
 36  768 440.00  0.00 800.00 21.50  0
 37  804 450.00  0.00 800.00 26.00  0
 38  804 430.00  0.00 800.00 52.00  0
 39  804 460.00  0.00 800.00 21.50  0
 40  551 310.00  0.00 800.00 21.50  1
 41  804 430.00  0.00 800.00 52.00  0
