Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -3.9166  1.2516    -6.2011 -2.4638
      1  -3.1097  0.8272    -4.0132 -2.3873
      2  -2.7173  0.7510    -3.3655 -2.3459
      3  -3.0090  0.8066    -3.8007 -2.6452
      4  -2.9883  0.6433    -3.5592 -2.8589
      5  -2.9077  0.4820    -3.1590 -2.8582
      6  -2.8765  0.3463    -3.1257 -2.8588
      7  -2.8727  0.2573    -3.1246 -2.8660
      8  -2.8813  0.4055    -3.1238 -2.8559
      9  -2.8736  0.3015    -3.1224 -2.8641
     10  -2.8678  0.2245    -3.1214 -2.8673
     11  -2.8605  0.1629    -3.1191 -2.8674
     12  -2.8846  0.4510    -3.1238 -2.7843
     13  -2.8745  0.3393    -3.1221 -2.8603
     14  -2.9345  0.7706    -3.2922 -2.6265
     15  -2.8899  0.5899    -3.1287 -2.6507
     16  -2.8526  0.4756    -3.1225 -2.6426
     17  -2.8183  0.7003    -3.1265 -2.5933
     18  -2.7567  0.7211    -3.1193 -2.5843
     19  -2.9003  0.9018    -3.6836 -2.5899
     20  -2.8238  0.6854    -3.1274 -2.5956
     21  -2.8687  0.6556    -3.1292 -2.6143
     22  -2.8732  0.5556    -3.1269 -2.6429
     23  -2.8715  0.4535    -3.1250 -2.6896
     24  -2.8657  0.3556    -3.1234 -2.7560
     25  -2.9003  0.7126    -3.2512 -2.6230
     26  -2.8433  0.5235    -3.1273 -2.6231
     27  -2.8525  0.4449    -3.1265 -2.6493
     28  -2.8541  0.3617    -3.1252 -2.6847
     29  -2.8451  0.2749    -3.1236 -2.6995
     30  -2.8520  0.2236    -3.1234 -2.7770
     31  -2.8534  0.1756    -3.1228 -2.8556
     32  -2.9214  0.4322    -3.3440 -2.8609
     33  -2.8936  0.3237    -3.2786 -2.8608
     34  -2.8764  0.2441    -3.1999 -2.8607
     35  -2.8647  0.1908    -3.1291 -2.8603
     36  -2.8581  0.1460    -3.1255 -2.8603
     37  -2.8584  0.1162    -3.1251 -2.8626
     38  -2.8550  0.0922    -3.1227 -2.8625
     39  -2.8561  0.0760    -3.1225 -2.8643
     40  -2.8541  0.0632    -3.1209 -2.8642
     41  -2.8551  0.0538    -3.1208 -2.8656

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.0969  0.0606     0.0021  0.1892
      1   0.1005  0.0596     0.0033  0.1898
      2   0.1009  0.0593     0.0039  0.1898
      3   0.0943  0.0611     0.0002  0.1887
      4   0.1049  0.0592     0.0050  0.1906
      5   0.1168  0.0552     0.0140  0.1921
      6   0.1206  0.0527     0.0229  0.1924
      7   0.1262  0.0497     0.0336  0.1930
      8   0.1026  0.0507     0.0166  0.1843
      9   0.1080  0.0485     0.0257  0.1854
     10   0.1125  0.0467     0.0334  0.1864
     11   0.1163  0.0452     0.0400  0.1873
     12   0.0692  0.0363     0.0116  0.1323
     13   0.0732  0.0354     0.0176  0.1350
     14   0.0405  0.0238     0.0006  0.0795
     15   0.0435  0.0231     0.0050  0.0812
     16   0.0461  0.0231     0.0084  0.0839
     17   0.0338  0.0182     0.0020  0.0626
     18   0.0329  0.0182     0.0016  0.0619
     19   0.0276  0.0159     0.0001  0.0525
     20   0.0293  0.0153     0.0019  0.0532
     21   0.0304  0.0157     0.0023  0.0547
     22   0.0328  0.0159     0.0045  0.0575
     23   0.0351  0.0159     0.0073  0.0597
     24   0.0370  0.0156     0.0092  0.0610
     25   0.0256  0.0128     0.0012  0.0446
     26   0.0265  0.0123     0.0036  0.0449
     27   0.0278  0.0123     0.0052  0.0461
     28   0.0292  0.0122     0.0072  0.0472
     29   0.0300  0.0119     0.0082  0.0475
     30   0.0312  0.0119     0.0091  0.0483
     31   0.0323  0.0118     0.0102  0.0494
     32   0.0224  0.0098     0.0030  0.0361
     33   0.0233  0.0095     0.0047  0.0367
     34   0.0242  0.0093     0.0070  0.0374
     35   0.0251  0.0091     0.0077  0.0383
     36   0.0258  0.0090     0.0083  0.0387
     37   0.0264  0.0089     0.0088  0.0392
     38   0.0270  0.0088     0.0094  0.0395
     39   0.0276  0.0087     0.0101  0.0399
     40   0.0282  0.0086     0.0108  0.0402
     41   0.0287  0.0086     0.0117  0.0406

