Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -5.7568  2.0722    -9.1275 -2.6620
      1  -7.5059  1.1125    -6.0434 -6.0018
      2  -8.3205  0.7183    -3.2552 -7.5673
      3  -7.8256  0.5826    -8.7822 -7.3550
      4  -7.5278  0.5581    -8.2480 -7.0737
      5  -7.0863  1.0529    -8.6025 -5.0943
      6  -6.4928  1.2525    -8.4341 -3.8073
      7  -6.5819  1.0896    -8.2664 -4.5210
      8  -5.9637  1.2619    -8.0873 -3.4754
      9  -5.9965  1.1276    -7.7567 -3.8413
     10  -6.2229  0.9279    -7.7213 -4.8166
     11  -5.7500  1.1383    -7.7339 -3.6985
     12  -5.7564  1.0058    -7.3611 -4.0617
     13  -5.7604  0.9168    -7.2040 -4.2901
     14  -5.9613  0.7804    -7.2554 -4.8976
     15  -5.7757  0.7192    -6.9226 -4.7811
     16  -5.9230  0.6268    -6.9737 -5.1231
     17  -6.0329  0.5677    -7.0325 -5.3631
     18  -5.9287  0.5114    -6.8393 -5.3049
     19  -6.0053  0.4673    -6.8853 -5.4378
     20  -5.9321  0.4252    -6.7094 -5.4038
     21  -5.9869  0.3923    -6.7319 -5.5159
     22  -5.9371  0.3612    -6.6592 -5.4855
     23  -5.9744  0.3374    -6.6728 -5.6060
     24  -6.0657  0.3296    -6.7225 -5.6777
     25  -6.0286  0.3056    -6.6752 -5.6658
     26  -5.9463  0.3010    -6.5920 -5.6229
     27  -5.9706  0.2846    -6.6039 -5.6505
     28  -5.9444  0.2679    -6.5273 -5.6444
     29  -5.9653  0.2550    -6.5409 -5.6700
     30  -5.9405  0.2413    -6.4453 -5.6629
     31  -5.9164  0.2297    -6.4262 -5.6559
     32  -5.9422  0.2178    -6.4317 -5.6852
     33  -5.9239  0.2086    -6.4169 -5.6788
     34  -5.9386  0.2004    -6.4198 -5.7003
     35  -5.9125  0.1913    -6.4006 -5.6868
     36  -5.9329  0.1831    -6.4072 -5.7170
     37  -5.9522  0.1763    -6.4132 -5.7589
     38  -6.0116  0.1813    -6.4356 -5.8915
     39  -6.0272  0.1762    -6.4382 -5.9029
     40  -6.0012  0.1692    -6.4265 -5.8983
     41  -5.9453  0.1689    -6.4065 -5.7686

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1018  0.0587     0.0070  0.1898
      1   0.1020  0.0586     0.0071  0.1899
      2   0.1033  0.0581     0.0087  0.1900
      3   0.0998  0.0592     0.0063  0.1896
      4   0.0960  0.0601     0.0039  0.1888
      5   0.0272  0.0266     0.0000  0.0778
      6   0.0120  0.0111     0.0000  0.0306
      7   0.0133  0.0110     0.0000  0.0317
      8   0.0076  0.0058     0.0000  0.0150
      9   0.0084  0.0055     0.0000  0.0158
     10   0.0094  0.0057     0.0001  0.0176
     11   0.0066  0.0039     0.0000  0.0111
     12   0.0072  0.0035     0.0000  0.0115
     13   0.0076  0.0032     0.0001  0.0116
     14   0.0080  0.0034     0.0002  0.0123
     15   0.0081  0.0035     0.0002  0.0125
     16   0.0085  0.0037     0.0003  0.0130
     17   0.0089  0.0039     0.0004  0.0133
     18   0.0093  0.0041     0.0005  0.0137
     19   0.0097  0.0043     0.0005  0.0142
     20   0.0101  0.0045     0.0006  0.0157
     21   0.0106  0.0047     0.0007  0.0168
     22   0.0111  0.0048     0.0007  0.0177
     23   0.0116  0.0049     0.0008  0.0183
     24   0.0115  0.0048     0.0008  0.0179
     25   0.0120  0.0049     0.0009  0.0185
     26   0.0117  0.0049     0.0009  0.0182
     27   0.0122  0.0049     0.0010  0.0186
     28   0.0127  0.0050     0.0011  0.0190
     29   0.0131  0.0050     0.0013  0.0194
     30   0.0136  0.0050     0.0015  0.0197
     31   0.0141  0.0050     0.0017  0.0200
     32   0.0146  0.0050     0.0020  0.0202
     33   0.0150  0.0050     0.0024  0.0204
     34   0.0154  0.0050     0.0028  0.0206
     35   0.0158  0.0051     0.0033  0.0210
     36   0.0162  0.0051     0.0041  0.0220
     37   0.0167  0.0051     0.0050  0.0229
     38   0.0158  0.0049     0.0038  0.0207
     39   0.0162  0.0049     0.0045  0.0211
     40   0.0165  0.0049     0.0054  0.0220
     41   0.0154  0.0046     0.0035  0.0203

