trialNum matrixIndex leftValue leftTime rightValue rightTime choice
  0  578 330.00  0.00 800.00  1.00  1
  1  790 440.00  0.00 800.00 260.00  1
  2 1097 610.00  0.00 800.00 520.00  1
  3 1259 700.00  0.00 800.00 520.00  0
  4 1169 650.00  0.00 800.00 520.00  0
  5 1169 660.00  0.00 800.00 260.00  0
  6  917 510.00  0.00 800.00 520.00  0
  7    6  10.00  0.00 800.00  6.44  1
  8  665 370.00  0.00 800.00 520.00  0
  9    0  10.00  0.00 800.00  0.43  1
 10  574 320.00  0.00 800.00 260.00  1
 11  646 360.00  0.00 800.00 260.00  0
 12    0  10.00  0.00 800.00  0.43  1
 13    0  30.00  0.00 800.00  0.71  1
 14  556 310.00  0.00 800.00 260.00  1
 15  737 410.00  0.00 800.00 520.00  0
 16  610 340.00  0.00 800.00 260.00  1
 17  646 360.00  0.00 800.00 260.00  1
 18  809 450.00  0.00 800.00 520.00  0
 19  628 350.00  0.00 800.00 260.00  1
 20  827 460.00  0.00 800.00 520.00  0
 21  610 340.00  0.00 800.00 260.00  1
 22  863 480.00  0.00 800.00 520.00  0
 23  574 320.00  0.00 800.00 260.00  1
 24  863 490.00  0.00 800.00 260.00  1
 25  899 500.00  0.00 800.00 520.00  0
 26  863 470.00  0.00 800.00 260.00  0
 27  556 310.00  0.00 800.00 260.00  1
 28  881 490.00  0.00 800.00 520.00  0
 29  574 320.00  0.00 800.00 260.00  1
 30  845 470.00  0.00 800.00 520.00  0
 31  809 450.00  0.00 800.00 520.00  0
 32  664 370.00  0.00 800.00 260.00  1
 33  827 460.00  0.00 800.00 520.00  0
 34  592 330.00  0.00 800.00 260.00  1
 35  737 410.00  0.00 800.00 520.00  0
 36  682 380.00  0.00 800.00 260.00  1
 37  700 390.00  0.00 800.00 260.00  1
 38  701 390.00  0.00 800.00 520.00  1
 39  701 390.00  0.00 800.00 260.00  1
 40  737 410.00  0.00 800.00 520.00  0
 41  701 410.00  0.00 800.00 260.00  0
