Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -6.0798  1.9068    -9.1620 -3.2099
      1  -4.3244  1.0018    -5.8361 -2.9144
      2  -5.1122  0.6217    -5.9599 -4.5351
      3  -4.8036  0.4679    -5.3938 -4.4709
      4  -4.5197  0.4898    -5.0275 -4.1896
      5  -4.5597  0.3597    -5.0151 -4.5155
      6  -4.5198  0.2674    -4.7865 -4.5157
      7  -4.5221  0.1929    -4.7854 -4.5202
      8  -4.5171  0.1448    -4.7837 -4.5205
      9  -4.4388  0.7666    -5.3470 -3.7621
     10  -4.4357  0.5957    -5.0474 -4.0289
     11  -4.3422  0.5909    -4.9163 -3.9678
     12  -4.3432  0.4599    -4.8084 -4.0671
     13  -4.2829  0.4029    -4.7517 -4.0406
     14  -4.2459  0.3333    -4.6930 -4.0347
     15  -4.2570  0.2584    -4.6893 -4.1262
     16  -4.2480  0.2047    -4.6647 -4.1355
     17  -4.2526  0.1650    -4.6634 -4.2083
     18  -4.2486  0.1400    -4.6470 -4.2148
     19  -4.2537  0.1206    -4.6494 -4.2406
     20  -4.2385  0.0983    -4.5123 -4.2394
     21  -4.2374  0.0901    -4.5112 -4.2396
     22  -4.2431  0.0782    -4.5119 -4.2448
     23  -4.2445  0.0730    -4.5119 -4.2461
     24  -4.2437  0.0699    -4.5110 -4.2462
     25  -4.2455  0.0659    -4.5112 -4.2479
     26  -4.2387  0.0511    -4.5045 -4.2473
     27  -4.2397  0.0480    -4.5046 -4.2483
     28  -4.2408  0.0449    -4.5047 -4.2493
     29  -4.2413  0.0432    -4.5047 -4.2498
     30  -4.2381  0.0321    -4.5016 -4.2496
     31  -4.2383  0.0311    -4.5016 -4.2498
     32  -4.2379  0.0292    -4.5012 -4.2498
     33  -4.2382  0.0280    -4.5013 -4.2500
     34  -4.2383  0.0271    -4.5013 -4.2502
     35  -4.2384  0.0265    -4.5012 -4.2503
     36  -4.2386  0.0258    -4.5013 -4.2504
     37  -4.2384  0.0248    -4.5011 -4.2504
     38  -4.2385  0.0243    -4.5011 -4.2505
     39  -4.2385  0.0240    -4.5011 -4.2505
     40  -4.2385  0.0237    -4.5011 -4.2505
     41  -4.2385  0.0236    -4.5011 -4.2506

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1020  0.0586     0.0070  0.1899
      1   0.1021  0.0586     0.0066  0.1898
      2   0.1011  0.0592     0.0054  0.1898
      3   0.1032  0.0583     0.0078  0.1901
      4   0.0984  0.0604     0.0041  0.1896
      5   0.1096  0.0574     0.0105  0.1912
      6   0.1190  0.0540     0.0189  0.1923
      7   0.1218  0.0519     0.0264  0.1926
      8   0.1229  0.0510     0.0296  0.1926
      9   0.0262  0.0193     0.0001  0.0597
     10   0.0290  0.0192     0.0003  0.0617
     11   0.0293  0.0194     0.0004  0.0623
     12   0.0317  0.0192     0.0024  0.0646
     13   0.0343  0.0202     0.0037  0.0688
     14   0.0371  0.0208     0.0058  0.0726
     15   0.0395  0.0206     0.0082  0.0745
     16   0.0405  0.0204     0.0095  0.0751
     17   0.0417  0.0202     0.0111  0.0758
     18   0.0424  0.0200     0.0123  0.0763
     19   0.0436  0.0199     0.0141  0.0775
     20   0.0459  0.0203     0.0151  0.0805
     21   0.0463  0.0202     0.0156  0.0807
     22   0.0479  0.0203     0.0168  0.0822
     23   0.0485  0.0201     0.0176  0.0825
     24   0.0487  0.0201     0.0181  0.0826
     25   0.0496  0.0200     0.0192  0.0834
     26   0.0516  0.0203     0.0210  0.0859
     27   0.0522  0.0202     0.0215  0.0864
     28   0.0531  0.0201     0.0222  0.0872
     29   0.0537  0.0201     0.0228  0.0877
     30   0.0554  0.0202     0.0240  0.0893
     31   0.0556  0.0202     0.0244  0.0895
     32   0.0559  0.0201     0.0249  0.0896
     33   0.0563  0.0200     0.0255  0.0899
     34   0.0567  0.0200     0.0261  0.0903
     35   0.0570  0.0199     0.0266  0.0905
     36   0.0575  0.0199     0.0274  0.0910
     37   0.0576  0.0198     0.0277  0.0911
     38   0.0580  0.0198     0.0281  0.0915
     39   0.0584  0.0198     0.0283  0.0918
     40   0.0587  0.0197     0.0286  0.0920
     41   0.0588  0.0197     0.0287  0.0921

