Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -5.7604  2.0708    -9.1279 -2.6654
      1  -7.5064  1.1115    -6.0426 -6.0020
      2  -8.3204  0.7179    -3.2554 -7.5670
      3  -8.6935  0.5698    -1.9444 -8.1537
      4  -8.8858  0.4851    -1.2813 -8.4853
      5  -8.6862  0.5403    -3.5757 -8.3365
      6  -8.7633  0.4446    -3.0974 -8.4865
      7  -8.7025  0.3869    -6.5517 -8.4635
      8  -8.7223  0.3108    -6.8645 -8.5186
      9  -8.6807  0.2885    -9.1942 -8.4812
     10  -8.6973  0.2406    -9.1921 -8.5421
     11  -8.6476  0.2762    -9.1600 -8.4510
     12  -8.6821  0.2288    -9.1704 -8.5595
     13  -8.6597  0.2065    -9.1088 -8.5225
     14  -8.6626  0.1741    -9.1036 -8.5313
     15  -8.6661  0.1511    -9.0938 -8.5606
     16  -8.6671  0.1372    -9.0861 -8.5758
     17  -8.6673  0.1301    -9.0819 -8.5806
     18  -8.6673  0.1262    -9.0792 -8.5831
     19  -8.6672  0.1238    -9.0767 -8.5853
     20  -8.6671  0.1213    -9.0724 -8.5911
     21  -8.6670  0.1202    -9.0704 -8.5927
     22  -8.6669  0.1185    -9.0667 -8.5978
     23  -8.6681  0.1145    -9.0614 -8.6250
     24  -8.6549  0.0973    -8.9335 -8.6018
     25  -8.6564  0.0938    -8.9332 -8.6282
     26  -8.6564  0.0929    -8.9330 -8.6324
     27  -8.6564  0.0924    -8.9329 -8.6342
     28  -8.6564  0.0920    -8.9328 -8.6359
     29  -8.6564  0.0918    -8.9327 -8.6367
     30  -8.6563  0.0914    -8.9326 -8.6383
     31  -8.6575  0.0886    -8.9324 -8.6582
     32  -8.6575  0.0884    -8.9324 -8.6582
     33  -8.6586  0.0858    -8.9322 -8.6596
     34  -8.6588  0.0848    -8.9320 -8.6600
     35  -8.6596  0.0826    -8.9319 -8.6612
     36  -8.6598  0.0817    -8.9317 -8.6615
     37  -8.6605  0.0797    -8.9316 -8.6624
     38  -8.6605  0.0796    -8.9316 -8.6624
     39  -8.6604  0.0795    -8.9315 -8.6625
     40  -8.7218  0.1303    -9.1660 -8.6740
     41  -8.7217  0.1295    -9.1653 -8.6742

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1019  0.0587     0.0070  0.1898
      1   0.1019  0.0587     0.0070  0.1899
      2   0.1033  0.0581     0.0085  0.1900
      3   0.1059  0.0571     0.0110  0.1903
      4   0.1110  0.0558     0.0147  0.1911
      5   0.0994  0.0569     0.0093  0.1885
      6   0.1078  0.0555     0.0150  0.1904
      7   0.1160  0.0551     0.0185  0.1923
      8   0.1223  0.0525     0.0265  0.1930
      9   0.1266  0.0520     0.0289  0.1939
     10   0.1327  0.0495     0.0370  0.1946
     11   0.1245  0.0514     0.0290  0.1931
     12   0.1303  0.0497     0.0356  0.1940
     13   0.1353  0.0483     0.0403  0.1947
     14   0.1364  0.0472     0.0440  0.1948
     15   0.1398  0.0452     0.0505  0.1950
     16   0.1416  0.0439     0.0551  0.1952
     17   0.1423  0.0432     0.0571  0.1952
     18   0.1427  0.0428     0.0584  0.1952
     19   0.1431  0.0425     0.0596  0.1952
     20   0.1438  0.0419     0.0618  0.1953
     21   0.1441  0.0416     0.0626  0.1953
     22   0.1448  0.0411     0.0642  0.1953
     23   0.1466  0.0401     0.0676  0.1955
     24   0.1504  0.0380     0.0748  0.1959
     25   0.1519  0.0371     0.0778  0.1960
     26   0.1523  0.0368     0.0788  0.1960
     27   0.1524  0.0366     0.0794  0.1960
     28   0.1526  0.0364     0.0799  0.1960
     29   0.1527  0.0363     0.0803  0.1960
     30   0.1529  0.0362     0.0808  0.1960
     31   0.1541  0.0355     0.0833  0.1962
     32   0.1541  0.0354     0.0835  0.1962
     33   0.1552  0.0347     0.0856  0.1963
     34   0.1557  0.0344     0.0868  0.1963
     35   0.1567  0.0338     0.0889  0.1964
     36   0.1571  0.0335     0.0900  0.1964
     37   0.1580  0.0329     0.0917  0.1965
     38   0.1580  0.0329     0.0918  0.1965
     39   0.1581  0.0328     0.0920  0.1965
     40   0.1371  0.0378     0.0694  0.1919
     41   0.1383  0.0374     0.0708  0.1921

