Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -5.8084  2.0511    -9.1337 -2.7166
      1  -4.0588  1.1120    -5.8046 -2.5152
      2  -4.9677  0.6573    -5.8877 -4.2720
      3  -4.5407  0.4749    -5.1848 -4.1906
      4  -4.2611  0.4848    -4.7639 -3.9684
      5  -4.2936  0.3625    -4.7526 -4.2390
      6  -4.2712  0.2690    -4.7055 -4.2399
      7  -4.2588  0.2068    -4.6701 -4.2406
      8  -4.2533  0.1667    -4.6506 -4.2411
      9  -4.0225  0.8946    -5.2470 -3.0336
     10  -4.0547  0.7133    -4.7760 -3.4134
     11  -3.9217  0.9909    -5.9913 -2.9831
     12  -3.8242  0.7846    -4.7084 -3.0075
     13  -3.7139  1.2018    -6.8098 -2.6188
     14  -3.5665  0.9601    -4.9202 -2.6183
     15  -3.4828  0.7791    -4.4626 -2.6182
     16  -3.2917  0.9501    -4.5304 -2.4556
     17  -3.2104  0.7693    -4.2153 -2.4528
     18  -3.0456  0.8671    -4.1427 -2.3871
     19  -2.9792  0.6996    -3.9422 -2.3854
     20  -3.0785  0.6700    -4.0212 -2.4311
     21  -2.9375  0.7143    -3.8717 -2.3823
     22  -2.8968  0.5870    -3.7952 -2.3813
     23  -2.9832  0.5692    -3.8706 -2.4192
     24  -2.8731  0.5489    -3.6805 -2.3859
     25  -2.9383  0.5222    -3.7581 -2.4201
     26  -2.8512  0.4900    -3.6314 -2.3922
     27  -2.7585  0.4941    -3.5059 -2.3660
     28  -2.8076  0.4710    -3.5600 -2.3854
     29  -2.8449  0.4375    -3.5898 -2.4090
     30  -2.9688  0.5022    -3.6829 -2.4856
     31  -2.9531  0.4332    -3.6724 -2.4852
     32  -2.8881  0.4067    -3.6118 -2.4451
     33  -2.9342  0.3866    -3.6391 -2.5028
     34  -2.8814  0.3626    -3.5793 -2.4644
     35  -2.9321  0.3513    -3.6162 -2.5388
     36  -2.9700  0.3351    -3.6373 -2.5955
     37  -2.9340  0.3164    -3.5954 -2.5827
     38  -2.9619  0.3035    -3.6120 -2.6077
     39  -2.9351  0.2896    -3.5728 -2.5979
     40  -2.9590  0.2798    -3.5883 -2.6224
     41  -2.9344  0.2686    -3.5429 -2.6128

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1028  0.0584     0.0075  0.1900
      1   0.1037  0.0582     0.0079  0.1901
      2   0.1015  0.0588     0.0064  0.1898
      3   0.1020  0.0584     0.0075  0.1898
      4   0.0972  0.0598     0.0045  0.1891
      5   0.1076  0.0572     0.0106  0.1907
      6   0.1110  0.0553     0.0165  0.1910
      7   0.1138  0.0538     0.0214  0.1913
      8   0.1154  0.0528     0.0246  0.1915
      9   0.0174  0.0125     0.0001  0.0381
     10   0.0197  0.0127     0.0001  0.0403
     11   0.0132  0.0088     0.0000  0.0263
     12   0.0139  0.0085     0.0001  0.0266
     13   0.0084  0.0054     0.0000  0.0146
     14   0.0090  0.0050     0.0001  0.0152
     15   0.0094  0.0048     0.0002  0.0155
     16   0.0077  0.0036     0.0001  0.0122
     17   0.0080  0.0033     0.0002  0.0123
     18   0.0073  0.0027     0.0001  0.0102
     19   0.0075  0.0025     0.0003  0.0103
     20   0.0076  0.0026     0.0003  0.0110
     21   0.0073  0.0023     0.0002  0.0093
     22   0.0074  0.0021     0.0004  0.0094
     23   0.0075  0.0022     0.0004  0.0101
     24   0.0075  0.0022     0.0004  0.0099
     25   0.0076  0.0023     0.0004  0.0106
     26   0.0077  0.0024     0.0004  0.0108
     27   0.0075  0.0022     0.0004  0.0099
     28   0.0076  0.0023     0.0004  0.0106
     29   0.0078  0.0025     0.0004  0.0112
     30   0.0074  0.0020     0.0004  0.0090
     31   0.0074  0.0019     0.0004  0.0090
     32   0.0075  0.0020     0.0004  0.0097
     33   0.0076  0.0022     0.0005  0.0104
     34   0.0078  0.0023     0.0005  0.0109
     35   0.0079  0.0025     0.0005  0.0114
     36   0.0081  0.0026     0.0005  0.0118
     37   0.0083  0.0028     0.0005  0.0121
     38   0.0085  0.0030     0.0005  0.0124
     39   0.0087  0.0031     0.0005  0.0127
     40   0.0090  0.0033     0.0006  0.0129
     41   0.0093  0.0035     0.0006  0.0131

