trialNum matrixIndex leftValue leftTime rightValue rightTime choice
  0  249 140.00  0.00 800.00 156.00  1
  1  737 410.00  0.00 800.00 520.00  0
  2  681 380.00  0.00 800.00 156.00  1
  3  790 440.00  0.00 800.00 260.00  0
  4  682 380.00  0.00 800.00 260.00  0
  5  771 430.00  0.00 800.00 156.00  0
  6  806 450.00  0.00 800.00 104.00  0
  7  680 380.00  0.00 800.00 104.00  0
  8  679 380.00  0.00 800.00 52.00  1
  9  733 410.00  0.00 800.00 52.00  0
 10 1421 790.00  0.00 800.00 520.00  0
 11  535 300.00  0.00 800.00 52.00  1
 12  571 320.00  0.00 800.00 52.00  1
 13  643 360.00  0.00 800.00 52.00  1
 14  680 380.00  0.00 800.00 104.00  0
 15  698 390.00  0.00 800.00 104.00  0
 16  679 380.00  0.00 800.00 52.00  1
 17  787 440.00  0.00 800.00 52.00  1
 18  662 370.00  0.00 800.00 104.00  0
 19  698 390.00  0.00 800.00 104.00  0
 20  679 380.00  0.00 800.00 52.00  1
 21  680 380.00  0.00 800.00 104.00  0
 22  715 400.00  0.00 800.00 52.00  1
 23  680 370.00  0.00 800.00 156.00  0
 24  680 360.00  0.00 800.00 52.00  1
 25  680 360.00  0.00 800.00 156.00  0
 26  680 370.00  0.00 800.00 156.00  0
 27  697 390.00  0.00 800.00 52.00  0
 28  715 400.00  0.00 800.00 52.00  1
 29  715 390.00  0.00 800.00 26.00  1
 30  733 410.00  0.00 800.00 52.00  1
 31  715 420.00  0.00 800.00 104.00  0
 32  697 390.00  0.00 800.00 52.00  1
 33  698 390.00  0.00 800.00 104.00  1
 34  698 380.00  0.00 800.00 156.00  0
 35  698 380.00  0.00 800.00 156.00  0
 36  698 410.00  0.00 800.00 52.00  0
 37  661 370.00  0.00 800.00 52.00  1
 38  734 410.00  0.00 800.00 104.00  0
 39  661 370.00  0.00 800.00 104.00  0
 40  661 350.00  0.00 800.00 26.00  0
 41  571 320.00  0.00 800.00 52.00  1
