Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -5.7571  2.0721    -9.1275 -2.6622
      1  -7.5067  1.1113    -6.0425 -6.0030
      2  -6.5920  0.6803    -7.6240 -5.9126
      3  -6.1504  0.5038    -6.8284 -5.7407
      4  -5.9790  0.4423    -6.4653 -5.6508
      5  -6.1595  0.3444    -6.6163 -5.9894
      6  -6.1379  0.2743    -6.4413 -5.9980
      7  -5.9003  0.5861    -6.4379 -5.1486
      8  -5.7880  0.5952    -6.3897 -4.8947
      9  -5.8947  0.3758    -6.3886 -5.6658
     10  -5.9198  0.2727    -6.3839 -5.8041
     11  -5.9319  0.2113    -6.3816 -5.8975
     12  -5.9362  0.1738    -6.3797 -5.9010
     13  -5.9399  0.1499    -6.3788 -5.9043
     14  -5.9417  0.1356    -6.3781 -5.9062
     15  -5.9428  0.1271    -6.3775 -5.9074
     16  -5.9433  0.1222    -6.3770 -5.9082
     17  -5.9438  0.1190    -6.3766 -5.9089
     18  -5.9439  0.1173    -6.3762 -5.9091
     19  -5.9439  0.1161    -6.3758 -5.9093
     20  -5.9441  0.1151    -6.3755 -5.9096
     21  -5.9441  0.1144    -6.3752 -5.9098
     22  -5.9443  0.1137    -6.3751 -5.9101
     23  -5.9443  0.1132    -6.3748 -5.9102
     24  -5.9443  0.1128    -6.3746 -5.9103
     25  -5.9442  0.1124    -6.3744 -5.9103
     26  -5.9442  0.1121    -6.3742 -5.9104
     27  -5.9443  0.1117    -6.3741 -5.9106
     28  -5.9445  0.1113    -6.3741 -5.9107
     29  -5.9445  0.1111    -6.3739 -5.9108
     30  -5.9444  0.1109    -6.3738 -5.9108
     31  -5.9445  0.1106    -6.3737 -5.9109
     32  -5.9445  0.1104    -6.3736 -5.9110
     33  -5.9446  0.1102    -6.3735 -5.9110
     34  -5.9445  0.1101    -6.3734 -5.9110
     35  -5.9445  0.1099    -6.3733 -5.9110
     36  -5.9446  0.1098    -6.3733 -5.9111
     37  -5.9447  0.1097    -6.3733 -5.9112
     38  -5.9446  0.1095    -6.3732 -5.9112
     39  -5.9446  0.1094    -6.3731 -5.9112
     40  -5.9446  0.1093    -6.3730 -5.9112
     41  -5.9446  0.1092    -6.3730 -5.9112

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1020  0.0586     0.0074  0.1899
      1   0.1022  0.0585     0.0075  0.1899
      2   0.1007  0.0591     0.0060  0.1897
      3   0.1008  0.0590     0.0059  0.1897
      4   0.1032  0.0585     0.0069  0.1901
      5   0.1065  0.0576     0.0093  0.1906
      6   0.1142  0.0552     0.0158  0.1917
      7   0.0508  0.0382     0.0009  0.1223
      8   0.0501  0.0385     0.0012  0.1226
      9   0.0574  0.0380     0.0044  0.1284
     10   0.0604  0.0373     0.0086  0.1302
     11   0.0629  0.0369     0.0120  0.1319
     12   0.0641  0.0365     0.0143  0.1327
     13   0.0656  0.0362     0.0159  0.1338
     14   0.0666  0.0360     0.0172  0.1345
     15   0.0674  0.0358     0.0184  0.1351
     16   0.0680  0.0357     0.0194  0.1355
     17   0.0687  0.0356     0.0204  0.1359
     18   0.0690  0.0355     0.0210  0.1361
     19   0.0692  0.0354     0.0213  0.1363
     20   0.0697  0.0353     0.0218  0.1365
     21   0.0699  0.0353     0.0221  0.1367
     22   0.0704  0.0352     0.0226  0.1370
     23   0.0707  0.0351     0.0229  0.1372
     24   0.0709  0.0351     0.0232  0.1373
     25   0.0711  0.0350     0.0234  0.1374
     26   0.0713  0.0350     0.0237  0.1376
     27   0.0716  0.0349     0.0241  0.1378
     28   0.0721  0.0349     0.0246  0.1382
     29   0.0723  0.0349     0.0249  0.1383
     30   0.0725  0.0348     0.0252  0.1385
     31   0.0728  0.0348     0.0256  0.1388
     32   0.0731  0.0347     0.0260  0.1390
     33   0.0734  0.0347     0.0264  0.1392
     34   0.0736  0.0347     0.0266  0.1393
     35   0.0737  0.0346     0.0269  0.1394
     36   0.0740  0.0346     0.0274  0.1397
     37   0.0744  0.0346     0.0278  0.1400
     38   0.0745  0.0345     0.0279  0.1401
     39   0.0746  0.0345     0.0280  0.1402
     40   0.0748  0.0345     0.0282  0.1403
     41   0.0750  0.0344     0.0284  0.1405

