Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -8.2467  1.0113    -3.1435 -7.0154
      1  -7.8098  0.9312    -8.9128 -6.4648
      2  -8.0546  0.9354    -9.1148 -6.8387
      3  -7.9740  0.8128    -8.7518 -7.2891
      4  -8.0777  0.6515    -8.7536 -7.8740
      5  -8.1231  0.4907    -8.6934 -7.9803
      6  -8.1538  0.4002    -8.6699 -8.1092
      7  -8.1667  0.3110    -8.6520 -8.1130
      8  -8.1742  0.2542    -8.6457 -8.1169
      9  -8.1765  0.2158    -8.6416 -8.1179
     10  -8.1783  0.1920    -8.6375 -8.1198
     11  -8.1779  0.1771    -8.6343 -8.1202
     12  -8.1465  0.2056    -8.6193 -8.1108
     13  -8.1466  0.1810    -8.6090 -8.1127
     14  -8.1458  0.1662    -8.6021 -8.1132
     15  -8.1227  0.1967    -8.5879 -7.9926
     16  -8.1400  0.1745    -8.5948 -8.1111
     17  -8.1175  0.1252    -8.4513 -8.1101
     18  -8.1178  0.1130    -8.4354 -8.1117
     19  -8.1051  0.0830    -8.3747 -8.1105
     20  -8.1108  0.0694    -8.3750 -8.1162
     21  -8.1107  0.0648    -8.3746 -8.1165
     22  -8.1041  0.0818    -8.3741 -8.1099
     23  -8.1101  0.0684    -8.3743 -8.1160
     24  -8.1099  0.0660    -8.3742 -8.1160
     25  -8.1051  0.0498    -8.3706 -8.1155
     26  -8.1050  0.0486    -8.3705 -8.1155
     27  -8.1050  0.0469    -8.3704 -8.1157
     28  -8.1050  0.0461    -8.3703 -8.1157
     29  -8.1049  0.0449    -8.3702 -8.1158
     30  -8.1049  0.0445    -8.3702 -8.1158
     31  -8.1049  0.0438    -8.3701 -8.1159
     32  -8.1049  0.0428    -8.3700 -8.1160
     33  -8.1049  0.0426    -8.3700 -8.1160
     34  -8.1048  0.0424    -8.3700 -8.1160
     35  -8.1048  0.0418    -8.3699 -8.1161
     36  -8.1048  0.0416    -8.3699 -8.1161
     37  -8.1048  0.0413    -8.3699 -8.1161
     38  -8.1047  0.0410    -8.3698 -8.1161
     39  -8.1047  0.0405    -8.3698 -8.1162
     40  -8.1047  0.0403    -8.3698 -8.1162
     41  -8.1047  0.0397    -8.3697 -8.1163

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.0975  0.0611     0.0001  0.1894
      1   0.0928  0.0620     0.0001  0.1885
      2   0.0908  0.0616     0.0001  0.1880
      3   0.1013  0.0615     0.0001  0.1905
      4   0.1126  0.0589     0.0046  0.1922
      5   0.1188  0.0555     0.0156  0.1927
      6   0.1257  0.0532     0.0235  0.1937
      7   0.1290  0.0509     0.0312  0.1939
      8   0.1332  0.0487     0.0382  0.1943
      9   0.1346  0.0475     0.0423  0.1944
     10   0.1376  0.0459     0.0475  0.1947
     11   0.1388  0.0450     0.0506  0.1948
     12   0.1221  0.0475     0.0363  0.1906
     13   0.1246  0.0464     0.0404  0.1910
     14   0.1257  0.0457     0.0428  0.1911
     15   0.1106  0.0450     0.0341  0.1832
     16   0.1134  0.0447     0.0362  0.1844
     17   0.1187  0.0425     0.0453  0.1857
     18   0.1207  0.0418     0.0486  0.1862
     19   0.1255  0.0401     0.0559  0.1876
     20   0.1281  0.0395     0.0588  0.1885
     21   0.1289  0.0391     0.0605  0.1887
     22   0.1156  0.0382     0.0518  0.1792
     23   0.1181  0.0378     0.0546  0.1806
     24   0.1182  0.0378     0.0550  0.1806
     25   0.1215  0.0369     0.0594  0.1822
     26   0.1216  0.0368     0.0597  0.1822
     27   0.1221  0.0366     0.0606  0.1823
     28   0.1222  0.0365     0.0610  0.1824
     29   0.1226  0.0363     0.0619  0.1825
     30   0.1227  0.0363     0.0621  0.1825
     31   0.1229  0.0362     0.0625  0.1826
     32   0.1232  0.0360     0.0631  0.1827
     33   0.1233  0.0360     0.0632  0.1827
     34   0.1233  0.0359     0.0633  0.1827
     35   0.1235  0.0358     0.0637  0.1827
     36   0.1235  0.0358     0.0638  0.1827
     37   0.1236  0.0357     0.0640  0.1828
     38   0.1237  0.0357     0.0642  0.1828
     39   0.1239  0.0356     0.0646  0.1828
     40   0.1240  0.0355     0.0647  0.1828
     41   0.1243  0.0354     0.0652  0.1829

