Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -4.8649  1.7237    -8.2552 -2.5566
      1  -3.4786  0.8859    -4.7449 -2.4284
      2  -2.9423  0.6713    -3.7258 -2.3735
      3  -3.2029  0.5527    -3.8452 -2.8641
      4  -3.0294  0.4653    -3.4730 -2.7960
      5  -3.1725  0.4367    -3.5929 -2.9892
      6  -3.1322  0.3261    -3.4024 -2.9847
      7  -3.0382  0.6692    -3.4298 -2.6993
      8  -3.1689  0.6991    -3.6143 -2.8671
      9  -3.1869  0.5828    -3.5565 -2.9458
     10  -3.2320  0.9925    -5.2090 -2.7671
     11  -3.1707  1.0503    -5.5566 -2.6628
     12  -3.0474  0.7863    -3.6244 -2.6640
     13  -3.0034  0.6073    -3.4065 -2.7569
     14  -2.9394  0.5222    -3.3711 -2.7308
     15  -3.0091  0.5867    -3.4015 -2.8290
     16  -2.9535  0.4854    -3.3760 -2.8200
     17  -3.0179  0.5224    -3.3964 -2.8613
     18  -2.9561  0.4878    -3.3746 -2.8563
     19  -2.9160  0.3928    -3.3407 -2.8566
     20  -2.8867  0.3139    -3.2791 -2.8570
     21  -2.8699  0.2430    -3.1915 -2.8580
     22  -2.8615  0.1853    -3.1302 -2.8592
     23  -2.8644  0.1437    -3.1304 -2.8637
     24  -2.8901  0.2011    -3.3026 -2.8646
     25  -2.8708  0.1612    -3.1968 -2.8641
     26  -2.8830  0.1623    -3.2732 -2.8668
     27  -2.9061  0.1791    -3.3328 -2.8692
     28  -2.8795  0.1438    -3.2516 -2.8677
     29  -2.8674  0.1118    -3.1307 -2.8674
     30  -2.8611  0.0860    -3.1247 -2.8674
     31  -2.8876  0.1779    -3.2922 -2.8664
     32  -2.9406  0.2584    -3.3638 -2.8684
     33  -2.9013  0.2299    -3.3241 -2.8655
     34  -2.8799  0.1912    -3.2571 -2.8647
     35  -2.8697  0.1519    -3.1781 -2.8648
     36  -2.8705  0.1217    -3.1825 -2.8667
     37  -2.8652  0.0972    -3.1296 -2.8668
     38  -2.8608  0.0777    -3.1253 -2.8669
     39  -2.8741  0.1130    -3.2242 -2.8672
     40  -2.8641  0.0903    -3.1286 -2.8669
     41  -2.8619  0.0744    -3.1264 -2.8671

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1002  0.0588     0.0058  0.1894
      1   0.1016  0.0589     0.0060  0.1898
      2   0.1019  0.0586     0.0073  0.1898
      3   0.1025  0.0585     0.0079  0.1900
      4   0.1060  0.0575     0.0105  0.1905
      5   0.1070  0.0571     0.0107  0.1906
      6   0.1148  0.0546     0.0180  0.1917
      7   0.0564  0.0399     0.0020  0.1313
      8   0.0541  0.0379     0.0012  0.1238
      9   0.0615  0.0392     0.0038  0.1327
     10   0.0320  0.0233     0.0001  0.0720
     11   0.0301  0.0230     0.0001  0.0700
     12   0.0316  0.0225     0.0001  0.0710
     13   0.0343  0.0223     0.0017  0.0730
     14   0.0376  0.0235     0.0028  0.0784
     15   0.0327  0.0199     0.0020  0.0663
     16   0.0355  0.0204     0.0034  0.0695
     17   0.0327  0.0182     0.0029  0.0622
     18   0.0338  0.0187     0.0033  0.0646
     19   0.0362  0.0189     0.0052  0.0673
     20   0.0386  0.0191     0.0073  0.0696
     21   0.0406  0.0191     0.0088  0.0717
     22   0.0421  0.0189     0.0105  0.0728
     23   0.0437  0.0185     0.0133  0.0738
     24   0.0377  0.0160     0.0101  0.0629
     25   0.0393  0.0161     0.0116  0.0648
     26   0.0396  0.0160     0.0124  0.0651
     27   0.0386  0.0156     0.0120  0.0630
     28   0.0401  0.0157     0.0138  0.0650
     29   0.0416  0.0157     0.0149  0.0665
     30   0.0430  0.0157     0.0160  0.0677
     31   0.0332  0.0127     0.0099  0.0526
     32   0.0295  0.0122     0.0077  0.0477
     33   0.0293  0.0115     0.0080  0.0463
     34   0.0301  0.0113     0.0086  0.0467
     35   0.0311  0.0112     0.0096  0.0473
     36   0.0317  0.0110     0.0109  0.0476
     37   0.0326  0.0109     0.0122  0.0481
     38   0.0334  0.0108     0.0138  0.0488
     39   0.0305  0.0102     0.0108  0.0455
     40   0.0312  0.0101     0.0119  0.0459
     41   0.0318  0.0100     0.0132  0.0463

