Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -5.7589  2.0715    -9.1278 -2.6637
      1  -7.5080  1.1093    -6.0410 -6.0050
      2  -8.3222  0.7157    -3.2532 -7.5696
      3  -8.6952  0.5676    -1.9420 -8.1580
      4  -8.8872  0.4831    -1.2795 -8.4900
      5  -8.9965  0.4109    -0.9462 -8.7091
      6  -9.0197  0.3248    -0.9224 -8.7405
      7  -9.0941  0.2832    -0.6932 -8.9431
      8  -9.1068  0.2267    -0.6783 -8.9530
      9  -9.1191  0.1895    -0.6554 -8.9638
     10  -9.1230  0.1646    -0.6509 -8.9672
     11  -9.1269  0.1491    -0.6440 -8.9711
     12  -9.1428  0.1336    -0.6021 -8.9859
     13  -9.1559  0.1198    -0.5700 -9.0019
     14  -9.1575  0.1145    -0.5668 -9.0044
     15  -9.1611  0.1092    -0.5588 -9.0103
     16  -9.1614  0.1079    -0.5584 -9.0108
     17  -9.1644  0.1043    -0.5514 -9.0164
     18  -9.1672  0.1012    -0.5452 -9.0220
     19  -9.1674  0.1008    -0.5447 -9.0225
     20  -9.1676  0.1005    -0.5442 -9.0230
     21  -9.1761  0.0914    -0.5255 -9.0453
     22  -9.1781  0.0890    -0.5213 -9.0522
     23  -9.1847  0.0803    -0.5076 -9.0828
     24  -9.1862  0.0782    -0.5047 -9.0919
     25  -9.1875  0.0761    -0.5019 -9.1014
     26  -9.1924  0.0682    -0.4926 -9.1463
     27  -9.1924  0.0681    -0.4925 -9.1470
     28  -9.1934  0.0663    -0.4905 -9.1597
     29  -9.1934  0.0662    -0.4905 -9.1599
     30  -9.1935  0.0662    -0.4905 -9.1601
     31  -9.1935  0.0661    -0.4904 -9.1608
     32  -9.1936  0.0660    -0.4903 -9.1614
     33  -9.1936  0.0659    -0.4902 -9.1621
     34  -9.1972  0.0588    -0.4835 -9.1861
     35  -9.1974  0.0584    -0.4832 -9.1806
     36  -9.2002  0.0519    -0.4780 -9.0825
     37  -9.2002  0.0519    -0.4780 -9.0823
     38  -9.2002  0.0519    -0.4780 -9.0820
     39  -9.2008  0.0505    -0.4770 -9.0628
     40  -9.2008  0.0504    -0.4770 -9.0627
     41  -9.2009  0.0502    -0.4768 -9.0589

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1025  0.0584     0.0080  0.1899
      1   0.1026  0.0583     0.0081  0.1899
      2   0.1038  0.0578     0.0095  0.1901
      3   0.1063  0.0568     0.0121  0.1904
      4   0.1113  0.0555     0.0157  0.1912
      5   0.1176  0.0539     0.0209  0.1922
      6   0.1226  0.0514     0.0290  0.1927
      7   0.1263  0.0503     0.0328  0.1933
      8   0.1307  0.0480     0.0408  0.1937
      9   0.1356  0.0457     0.0485  0.1943
     10   0.1376  0.0443     0.0532  0.1944
     11   0.1401  0.0428     0.0583  0.1947
     12   0.1437  0.0415     0.0633  0.1952
     13   0.1472  0.0400     0.0684  0.1956
     14   0.1487  0.0389     0.0719  0.1957
     15   0.1511  0.0376     0.0765  0.1959
     16   0.1514  0.0372     0.0776  0.1960
     17   0.1534  0.0361     0.0815  0.1961
     18   0.1553  0.0350     0.0850  0.1963
     19   0.1557  0.0346     0.0862  0.1963
     20   0.1561  0.0343     0.0873  0.1964
     21   0.1582  0.0333     0.0909  0.1966
     22   0.1596  0.0325     0.0936  0.1967
     23   0.1614  0.0315     0.0970  0.1969
     24   0.1626  0.0308     0.0994  0.1970
     25   0.1637  0.0301     0.1018  0.1971
     26   0.1652  0.0292     0.1047  0.1972
     27   0.1654  0.0291     0.1052  0.1973
     28   0.1663  0.0285     0.1071  0.1973
     29   0.1663  0.0284     0.1073  0.1973
     30   0.1664  0.0284     0.1075  0.1973
     31   0.1665  0.0282     0.1080  0.1973
     32   0.1667  0.0281     0.1084  0.1973
     33   0.1668  0.0280     0.1088  0.1974
     34   0.1681  0.0272     0.1113  0.1975
     35   0.1684  0.0270     0.1121  0.1975
     36   0.1697  0.0263     0.1144  0.1976
     37   0.1697  0.0263     0.1145  0.1976
     38   0.1697  0.0262     0.1146  0.1976
     39   0.1704  0.0258     0.1162  0.1977
     40   0.1704  0.0257     0.1163  0.1977
     41   0.1707  0.0255     0.1171  0.1977

