Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -6.3899  1.7208    -9.1921 -3.8560
      1  -4.9127  0.9347    -6.3789 -3.7010
      2  -4.2144  0.6298    -5.0504 -3.5113
      3  -4.5425  0.4721    -5.1493 -4.2374
      4  -4.6935  0.3993    -5.2451 -4.5149
      5  -4.5362  0.3487    -4.9662 -4.3736
      6  -4.5490  0.2697    -4.9560 -4.5205
      7  -4.5202  0.1903    -4.7834 -4.5203
      8  -4.5115  0.1386    -4.7781 -4.5206
      9  -4.5091  0.1043    -4.7768 -4.5209
     10  -4.5092  0.0800    -4.7767 -4.5214
     11  -4.5132  0.0554    -4.7768 -4.5254
     12  -4.4995  0.1473    -4.7770 -4.4475
     13  -4.5103  0.1071    -4.7772 -4.5208
     14  -4.5098  0.0833    -4.7770 -4.5212
     15  -4.5085  0.0657    -4.7761 -4.5213
     16  -4.5080  0.0544    -4.7757 -4.5215
     17  -4.5076  0.0487    -4.7754 -4.5214
     18  -4.5078  0.0440    -4.7754 -4.5216
     19  -4.5077  0.0416    -4.7754 -4.5217
     20  -4.5078  0.0399    -4.7753 -4.5218
     21  -4.5079  0.0386    -4.7753 -4.5219
     22  -4.5115  0.0218    -4.7755 -4.5254
     23  -4.5126  0.0121    -4.7756 -4.5265
     24  -4.5127  0.0114    -4.7756 -4.5265
     25  -4.5127  0.0109    -4.7756 -4.5265
     26  -4.5127  0.0106    -4.7756 -4.5265
     27  -4.5127  0.0103    -4.7755 -4.5265
     28  -4.5127  0.0101    -4.7755 -4.5265
     29  -4.5127  0.0097    -4.7755 -4.5266
     30  -4.5128  0.0094    -4.7755 -4.5266
     31  -4.5129  0.0064    -4.7756 -4.5267
     32  -4.5129  0.0063    -4.7756 -4.5267
     33  -4.5129  0.0062    -4.7756 -4.5268
     34  -4.5129  0.0071    -4.7756 -4.5267
     35  -4.5130  0.0044    -4.7756 -4.5268
     36  -4.5130  0.0035    -4.7756 -4.5268
     37  -4.5130  0.0028    -4.7756 -4.5269
     38  -4.5130  0.0047    -4.7756 -4.5268
     39  -4.5130  0.0036    -4.7756 -4.5268
     40  -4.5130  0.0031    -4.7756 -4.5269
     41  -4.5131  0.0047    -4.7756 -4.5269

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1011  0.0589     0.0061  0.1897
      1   0.1008  0.0590     0.0058  0.1897
      2   0.1009  0.0589     0.0063  0.1897
      3   0.1033  0.0584     0.0075  0.1901
      4   0.1057  0.0579     0.0092  0.1905
      5   0.1079  0.0570     0.0110  0.1908
      6   0.1155  0.0545     0.0181  0.1918
      7   0.1229  0.0513     0.0286  0.1926
      8   0.1272  0.0488     0.0368  0.1931
      9   0.1285  0.0478     0.0407  0.1932
     10   0.1289  0.0474     0.0419  0.1932
     11   0.1327  0.0454     0.0490  0.1936
     12   0.0868  0.0427     0.0222  0.1644
     13   0.0920  0.0419     0.0277  0.1674
     14   0.0923  0.0417     0.0283  0.1675
     15   0.0944  0.0411     0.0311  0.1686
     16   0.0958  0.0407     0.0334  0.1692
     17   0.0991  0.0405     0.0361  0.1715
     18   0.0992  0.0405     0.0364  0.1715
     19   0.1014  0.0401     0.0386  0.1727
     20   0.1027  0.0398     0.0405  0.1733
     21   0.1028  0.0397     0.0407  0.1733
     22   0.1059  0.0391     0.0446  0.1750
     23   0.1089  0.0387     0.0482  0.1768
     24   0.1096  0.0384     0.0491  0.1770
     25   0.1096  0.0384     0.0492  0.1770
     26   0.1096  0.0384     0.0492  0.1770
     27   0.1101  0.0382     0.0500  0.1772
     28   0.1105  0.0381     0.0506  0.1773
     29   0.1105  0.0380     0.0506  0.1773
     30   0.1105  0.0380     0.0507  0.1773
     31   0.1131  0.0378     0.0531  0.1788
     32   0.1139  0.0376     0.0544  0.1791
     33   0.1141  0.0374     0.0549  0.1791
     34   0.0901  0.0306     0.0435  0.1440
     35   0.0919  0.0306     0.0451  0.1458
     36   0.0938  0.0306     0.0469  0.1478
     37   0.0960  0.0308     0.0488  0.1503
     38   0.0783  0.0243     0.0400  0.1190
     39   0.0796  0.0243     0.0416  0.1204
     40   0.0810  0.0243     0.0426  0.1217
     41   0.0678  0.0197     0.0355  0.0998

