Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -3.0570  1.2706    -6.4559 -2.3559
      1  -2.8058  1.2136    -5.9762 -2.3333
      2  -2.6776  1.2173    -5.8581 -2.3196
      3  -2.5147  0.9521    -3.4575 -2.3177
      4  -2.4147  0.7043    -2.5765 -2.3170
      5  -2.3682  0.5452    -2.5709 -2.3167
      6  -2.3366  0.3945    -2.5679 -2.3166
      7  -2.3492  0.4621    -2.5689 -2.3166
      8  -2.3258  0.3263    -2.5670 -2.3165
      9  -2.3146  0.2354    -2.5661 -2.3165
     10  -2.3089  0.1706    -2.5656 -2.3164
     11  -2.3059  0.1228    -2.5653 -2.3164
     12  -2.3043  0.0891    -2.5652 -2.3164
     13  -2.3035  0.0643    -2.5652 -2.3164
     14  -2.3031  0.0464    -2.5651 -2.3164
     15  -2.3028  0.0324    -2.5651 -2.3164
     16  -2.3027  0.0226    -2.5651 -2.3164
     17  -2.3026  0.0163    -2.5651 -2.3164
     18  -2.3026  0.0118    -2.5651 -2.3164
     19  -2.3028  0.0318    -2.5651 -2.3164
     20  -2.3040  0.0796    -2.5652 -2.3164
     21  -2.3033  0.0579    -2.5651 -2.3164
     22  -2.3065  0.1327    -2.5654 -2.3164
     23  -2.3047  0.0972    -2.5653 -2.3164
     24  -2.3037  0.0709    -2.5652 -2.3164
     25  -2.3046  0.0952    -2.5653 -2.3164
     26  -2.3037  0.0693    -2.5652 -2.3164
     27  -2.3086  0.1625    -2.5656 -2.3164
     28  -2.3058  0.1188    -2.5654 -2.3164
     29  -2.3043  0.0869    -2.5652 -2.3164
     30  -2.3035  0.0635    -2.5652 -2.3164
     31  -2.3031  0.0469    -2.5651 -2.3164
     32  -2.3029  0.0343    -2.5651 -2.3164
     33  -2.3041  0.0816    -2.5652 -2.3164
     34  -2.3034  0.0595    -2.5652 -2.3164
     35  -2.3030  0.0429    -2.5651 -2.3164
     36  -2.3028  0.0316    -2.5651 -2.3164
     37  -2.3027  0.0230    -2.5651 -2.3164
     38  -2.3027  0.0168    -2.5651 -2.3164
     39  -2.3030  0.0400    -2.5651 -2.3164
     40  -2.3048  0.0964    -2.5653 -2.3164
     41  -2.3174  0.2514    -2.5664 -2.3165

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.0909  0.0638     0.0000  0.1885
      1   0.0967  0.0625     0.0000  0.1895
      2   0.0981  0.0617     0.0000  0.1895
      3   0.1100  0.0580     0.0001  0.1912
      4   0.1174  0.0539     0.0175  0.1919
      5   0.1252  0.0509     0.0312  0.1930
      6   0.1296  0.0481     0.0413  0.1934
      7   0.1228  0.0492     0.0353  0.1918
      8   0.1241  0.0479     0.0396  0.1919
      9   0.1277  0.0461     0.0454  0.1923
     10   0.1310  0.0446     0.0505  0.1928
     11   0.1339  0.0432     0.0553  0.1932
     12   0.1367  0.0420     0.0594  0.1936
     13   0.1393  0.0408     0.0635  0.1939
     14   0.1418  0.0397     0.0674  0.1943
     15   0.1419  0.0395     0.0679  0.1943
     16   0.1420  0.0394     0.0681  0.1943
     17   0.1443  0.0384     0.0716  0.1946
     18   0.1463  0.0375     0.0750  0.1948
     19   0.1189  0.0393     0.0535  0.1838
     20   0.0900  0.0335     0.0379  0.1488
     21   0.0922  0.0333     0.0404  0.1505
     22   0.0701  0.0259     0.0290  0.1134
     23   0.0717  0.0257     0.0307  0.1147
     24   0.0733  0.0256     0.0326  0.1160
     25   0.0672  0.0234     0.0293  0.1057
     26   0.0686  0.0233     0.0308  0.1070
     27   0.0537  0.0187     0.0223  0.0831
     28   0.0548  0.0185     0.0236  0.0842
     29   0.0560  0.0183     0.0250  0.0852
     30   0.0570  0.0182     0.0265  0.0861
     31   0.0580  0.0181     0.0279  0.0870
     32   0.0591  0.0180     0.0288  0.0878
     33   0.0483  0.0150     0.0221  0.0716
     34   0.0492  0.0149     0.0230  0.0723
     35   0.0499  0.0148     0.0238  0.0729
     36   0.0507  0.0147     0.0247  0.0735
     37   0.0515  0.0146     0.0258  0.0741
     38   0.0522  0.0146     0.0270  0.0747
     39   0.0441  0.0125     0.0216  0.0624
     40   0.0369  0.0109     0.0162  0.0528
     41   0.0296  0.0096     0.0107  0.0426

