Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -6.1145  1.8769    -9.1644 -3.3195
      1  -7.6407  1.0482    -5.5764 -6.2631
      2  -8.3225  0.7146    -3.2517 -7.5689
      3  -8.6940  0.5677    -1.9441 -8.1542
      4  -8.8860  0.4834    -1.2814 -8.4852
      5  -8.9956  0.4112    -0.9475 -8.7069
      6  -9.0310  0.3344    -0.8786 -8.7626
      7  -9.0993  0.2912    -0.6753 -8.9489
      8  -9.1097  0.2296    -0.6684 -8.9554
      9  -9.1181  0.1899    -0.6574 -8.9626
     10  -9.1223  0.1651    -0.6526 -8.9662
     11  -9.1263  0.1496    -0.6453 -8.9704
     12  -9.1281  0.1411    -0.6425 -8.9722
     13  -9.1289  0.1367    -0.6413 -8.9731
     14  -9.1295  0.1342    -0.6403 -8.9738
     15  -9.1350  0.1289    -0.6260 -8.9794
     16  -9.1398  0.1246    -0.6137 -8.9843
     17  -9.1440  0.1209    -0.6028 -8.9888
     18  -9.1444  0.1203    -0.6019 -8.9893
     19  -9.1455  0.1193    -0.5992 -8.9906
     20  -9.1456  0.1192    -0.5990 -8.9908
     21  -9.1491  0.1163    -0.5899 -8.9948
     22  -9.1523  0.1137    -0.5817 -8.9987
     23  -9.1632  0.1045    -0.5548 -9.0145
     24  -9.1657  0.1021    -0.5490 -9.0191
     25  -9.1657  0.1021    -0.5489 -9.0192
     26  -9.1662  0.1015    -0.5477 -9.0203
     27  -9.1664  0.1014    -0.5474 -9.0206
     28  -9.1664  0.1014    -0.5473 -9.0206
     29  -9.1664  0.1013    -0.5472 -9.0207
     30  -9.1687  0.0991    -0.5421 -9.0254
     31  -9.1687  0.0991    -0.5420 -9.0255
     32  -9.1769  0.0903    -0.5239 -9.0480
     33  -9.1769  0.0902    -0.5239 -9.0481
     34  -9.1770  0.0901    -0.5237 -9.0484
     35  -9.1770  0.0901    -0.5236 -9.0485
     36  -9.1771  0.0900    -0.5235 -9.0488
     37  -9.1788  0.0880    -0.5198 -9.0550
     38  -9.1804  0.0860    -0.5165 -9.0615
     39  -9.1819  0.0840    -0.5133 -9.0683
     40  -9.1820  0.0839    -0.5132 -9.0685
     41  -9.1878  0.0756    -0.5014 -9.1034

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1016  0.0587     0.0067  0.1898
      1   0.1016  0.0588     0.0065  0.1898
      2   0.1033  0.0581     0.0085  0.1900
      3   0.1058  0.0571     0.0109  0.1903
      4   0.1109  0.0558     0.0146  0.1911
      5   0.1173  0.0541     0.0198  0.1921
      6   0.1249  0.0515     0.0284  0.1932
      7   0.1288  0.0501     0.0332  0.1937
      8   0.1313  0.0483     0.0399  0.1939
      9   0.1349  0.0461     0.0472  0.1942
     10   0.1369  0.0447     0.0520  0.1944
     11   0.1395  0.0431     0.0573  0.1946
     12   0.1409  0.0421     0.0606  0.1947
     13   0.1416  0.0415     0.0627  0.1948
     14   0.1423  0.0410     0.0643  0.1948
     15   0.1451  0.0397     0.0689  0.1951
     16   0.1477  0.0385     0.0729  0.1954
     17   0.1499  0.0373     0.0769  0.1957
     18   0.1505  0.0369     0.0783  0.1957
     19   0.1516  0.0362     0.0806  0.1958
     20   0.1518  0.0359     0.0814  0.1958
     21   0.1536  0.0350     0.0845  0.1960
     22   0.1553  0.0342     0.0874  0.1962
     23   0.1572  0.0333     0.0906  0.1964
     24   0.1586  0.0325     0.0931  0.1965
     25   0.1587  0.0324     0.0935  0.1966
     26   0.1593  0.0320     0.0950  0.1966
     27   0.1596  0.0318     0.0957  0.1966
     28   0.1597  0.0317     0.0961  0.1966
     29   0.1598  0.0316     0.0964  0.1966
     30   0.1609  0.0309     0.0985  0.1967
     31   0.1610  0.0308     0.0987  0.1967
     32   0.1626  0.0301     0.1013  0.1969
     33   0.1626  0.0300     0.1015  0.1969
     34   0.1628  0.0299     0.1021  0.1969
     35   0.1629  0.0298     0.1023  0.1969
     36   0.1631  0.0296     0.1028  0.1969
     37   0.1640  0.0291     0.1046  0.1970
     38   0.1649  0.0286     0.1063  0.1971
     39   0.1657  0.0281     0.1080  0.1972
     40   0.1659  0.0280     0.1084  0.1972
     41   0.1671  0.0273     0.1107  0.1973

