Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -4.4756  1.3813    -6.6731 -2.5304
      1  -3.3619  0.8470    -4.5000 -2.4160
      2  -3.8867  0.6271    -4.6692 -3.4105
      3  -3.5878  0.5617    -4.1342 -3.2289
      4  -3.4385  0.5391    -3.8982 -3.1401
      5  -3.3204  0.9026    -4.4577 -2.6286
      6  -3.2299  0.6952    -3.7223 -2.6344
      7  -3.2814  0.5594    -3.6818 -2.9498
      8  -3.2461  0.4271    -3.6678 -2.9652
      9  -3.2673  0.3360    -3.6677 -3.1402
     10  -3.2815  0.2727    -3.6686 -3.1523
     11  -3.2865  0.2252    -3.6686 -3.1576
     12  -3.1897  0.3246    -3.6191 -3.1403
     13  -3.1556  0.2544    -3.4894 -3.1396
     14  -3.1403  0.1912    -3.4027 -3.1398
     15  -3.1322  0.1484    -3.3972 -3.1399
     16  -3.1090  0.3966    -3.4006 -2.8836
     17  -3.1216  0.3064    -3.3998 -2.9601
     18  -3.1356  0.2576    -3.4005 -3.1279
     19  -3.1248  0.2653    -3.3976 -3.0197
     20  -3.1293  0.2011    -3.3972 -3.1330
     21  -3.1318  0.1521    -3.3969 -3.1387
     22  -3.1365  0.1466    -3.3981 -3.1422
     23  -3.1350  0.1092    -3.3977 -3.1429
     24  -3.1351  0.0844    -3.3974 -3.1441
     25  -3.1328  0.0629    -3.3958 -3.1442
     26  -3.1317  0.0477    -3.3950 -3.1442
     27  -3.1277  0.1060    -3.3954 -3.1383
     28  -3.1297  0.0808    -3.3953 -3.1411
     29  -3.1310  0.0621    -3.3953 -3.1429
     30  -3.1311  0.0489    -3.3952 -3.1434
     31  -3.1304  0.0396    -3.3946 -3.1434
     32  -3.1312  0.0309    -3.3946 -3.1443
     33  -3.1316  0.0248    -3.3946 -3.1448
     34  -3.1314  0.0205    -3.3944 -3.1448
     35  -3.1316  0.0168    -3.3944 -3.1450
     36  -3.1304  0.0329    -3.3945 -3.1436
     37  -3.1311  0.0264    -3.3945 -3.1443
     38  -3.1312  0.0228    -3.3945 -3.1445
     39  -3.1316  0.0190    -3.3945 -3.1449
     40  -3.1316  0.0173    -3.3945 -3.1450
     41  -3.1314  0.0148    -3.3943 -3.1449

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1001  0.0594     0.0046  0.1896
      1   0.1008  0.0592     0.0050  0.1897
      2   0.1000  0.0594     0.0045  0.1896
      3   0.1009  0.0594     0.0048  0.1898
      4   0.0995  0.0591     0.0051  0.1893
      5   0.0461  0.0397     0.0001  0.1238
      6   0.0499  0.0396     0.0011  0.1271
      7   0.0587  0.0408     0.0034  0.1363
      8   0.0613  0.0403     0.0067  0.1379
      9   0.0669  0.0402     0.0106  0.1428
     10   0.0712  0.0402     0.0147  0.1470
     11   0.0741  0.0400     0.0176  0.1494
     12   0.0616  0.0366     0.0101  0.1286
     13   0.0681  0.0370     0.0137  0.1347
     14   0.0722  0.0366     0.0170  0.1377
     15   0.0767  0.0366     0.0208  0.1421
     16   0.0397  0.0224     0.0050  0.0775
     17   0.0431  0.0221     0.0081  0.0801
     18   0.0467  0.0225     0.0104  0.0839
     19   0.0456  0.0223     0.0096  0.0824
     20   0.0481  0.0219     0.0129  0.0843
     21   0.0502  0.0216     0.0154  0.0860
     22   0.0510  0.0217     0.0159  0.0870
     23   0.0515  0.0215     0.0169  0.0872
     24   0.0531  0.0214     0.0188  0.0885
     25   0.0546  0.0212     0.0211  0.0895
     26   0.0559  0.0210     0.0223  0.0907
     27   0.0418  0.0159     0.0149  0.0670
     28   0.0430  0.0157     0.0161  0.0678
     29   0.0441  0.0156     0.0173  0.0685
     30   0.0444  0.0154     0.0180  0.0686
     31   0.0454  0.0154     0.0194  0.0695
     32   0.0464  0.0153     0.0209  0.0706
     33   0.0473  0.0153     0.0216  0.0716
     34   0.0478  0.0152     0.0221  0.0719
     35   0.0486  0.0151     0.0228  0.0727
     36   0.0399  0.0123     0.0177  0.0587
     37   0.0407  0.0122     0.0187  0.0594
     38   0.0410  0.0121     0.0194  0.0596
     39   0.0417  0.0121     0.0206  0.0602
     40   0.0419  0.0121     0.0209  0.0603
     41   0.0425  0.0120     0.0214  0.0608

