trialNum matrixIndex leftValue leftTime rightValue rightTime choice
  0 1390 780.00  0.00 800.00  3.00  0
  1  679 380.00  0.00 800.00 52.00  1
  2  592 330.00  0.00 800.00 260.00  1
  3  845 470.00  0.00 800.00 520.00  0
  4  790 440.00  0.00 800.00 260.00  1
  5  737 410.00  0.00 800.00 520.00  1
  6  863 480.00  0.00 800.00 520.00  0
  7  719 400.00  0.00 800.00 520.00  0
  8  755 420.00  0.00 800.00 520.00  0
  9  593 330.00  0.00 800.00 520.00  1
 10  593 340.00  0.00 800.00 260.00  1
 11  755 420.00  0.00 800.00 520.00  0
 12  611 340.00  0.00 800.00 520.00  1
 13  773 430.00  0.00 800.00 520.00  0
 14  611 350.00  0.00 800.00 260.00  0
 15    8  10.00  0.00 800.00 10.80  1
 16    5  10.00  0.00 800.00  4.30  1
 17  574 320.00  0.00 800.00 260.00  0
 18    0  10.00  0.00 800.00  0.43  1
 19    0  10.00  0.00 800.00  0.71  1
 20    0  30.00  0.00 800.00  0.71  1
 21  502 280.00  0.00 800.00 260.00  0
 22    0  30.00  0.00 800.00  0.71  1
 23  609 340.00  0.00 800.00 156.00  0
 24    0  10.00  0.00 800.00  0.71  1
 25  627 350.00  0.00 800.00 156.00  0
 26  680 380.00  0.00 800.00 104.00  1
 27    0  10.00  0.00 800.00  0.43  1
 28  663 370.00  0.00 800.00 156.00  0
 29  627 350.00  0.00 800.00 156.00  0
 30    0  10.00  0.00 800.00  0.43  1
 31  698 390.00  0.00 800.00 104.00  0
 32  644 360.00  0.00 800.00 104.00  0
 33  608 340.00  0.00 800.00 104.00  0
 34  715 400.00  0.00 800.00 52.00  1
 35  769 430.00  0.00 800.00 52.00  1
 36  662 370.00  0.00 800.00 104.00  0
 37  590 330.00  0.00 800.00 104.00  0
 38  769 430.00  0.00 800.00 52.00  1
 39  608 340.00  0.00 800.00 104.00  0
 40  787 440.00  0.00 800.00 52.00  1
 41  608 360.00  0.00 800.00 52.00  1
