Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -4.4106  1.8307    -8.5512 -2.4705
      1  -5.6728  1.6406    -8.9850 -4.0083
      2  -6.9937  1.3304    -8.2821 -5.3552
      3  -5.8533  0.7539    -7.0458 -5.0902
      4  -6.2214  0.6734    -7.4117 -5.6664
      5  -6.5684  0.7547    -8.1759 -5.9932
      6  -6.4046  0.5372    -7.0559 -6.0071
      7  -6.1731  0.7070    -7.0652 -5.3956
      8  -6.0909  0.6193    -6.7162 -5.4399
      9  -6.1640  0.4974    -6.7062 -5.8900
     10  -6.1830  0.3828    -6.6915 -5.9522
     11  -6.1454  0.3114    -6.5828 -5.9477
     12  -6.1741  0.2455    -6.5878 -6.0782
     13  -6.1604  0.1914    -6.4453 -6.0814
     14  -5.9157  0.9423    -7.5364 -4.2354
     15  -5.9334  0.7441    -6.8806 -5.0885
     16  -5.9431  0.5954    -6.6971 -5.3520
     17  -5.7292  0.9407    -7.3769 -4.2715
     18  -5.7288  0.7632    -6.7466 -4.8046
     19  -5.7287  0.6342    -6.6317 -4.9651
     20  -5.7286  0.5486    -6.5762 -5.0593
     21  -5.5076  0.6987    -6.4710 -4.6174
     22  -5.5015  0.6090    -6.4139 -4.7035
     23  -5.2825  0.7378    -6.3375 -4.2981
     24  -5.2703  0.6530    -6.2530 -4.3662
     25  -5.0545  0.7291    -6.1080 -4.0308
     26  -5.1844  0.6314    -6.1322 -4.3697
     27  -5.1756  0.5712    -6.1045 -4.4051
     28  -5.0057  0.6004    -5.9344 -4.2134
     29  -4.8375  0.6280    -5.8013 -3.9953
     30  -4.8274  0.5804    -5.7750 -4.0116
     31  -4.6468  0.6128    -5.5958 -3.7653
     32  -4.4569  0.6455    -5.4531 -3.5067
     33  -4.2666  0.6720    -5.2807 -3.2555
     34  -4.4247  0.5837    -5.3251 -3.6463
     35  -4.5419  0.5225    -5.3887 -3.8771
     36  -4.4196  0.5271    -5.2750 -3.7473
     37  -4.2934  0.5384    -5.1381 -3.6121
     38  -4.3993  0.4940    -5.2124 -3.7943
     39  -4.2964  0.4977    -5.0602 -3.7096
     40  -4.3874  0.4656    -5.1439 -3.8435
     41  -4.4380  0.4280    -5.1821 -3.9676

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.0935  0.0594     0.0025  0.1879
      1   0.0846  0.0587     0.0019  0.1847
      2   0.0637  0.0497     0.0012  0.1617
      3   0.0700  0.0534     0.0006  0.1713
      4   0.0655  0.0507     0.0007  0.1640
      5   0.0550  0.0481     0.0001  0.1524
      6   0.0671  0.0499     0.0012  0.1628
      7   0.0357  0.0298     0.0001  0.0906
      8   0.0390  0.0312     0.0001  0.0968
      9   0.0452  0.0323     0.0007  0.1040
     10   0.0473  0.0318     0.0037  0.1055
     11   0.0522  0.0330     0.0068  0.1124
     12   0.0573  0.0334     0.0095  0.1173
     13   0.0612  0.0334     0.0129  0.1213
     14   0.0123  0.0093     0.0000  0.0262
     15   0.0135  0.0089     0.0000  0.0266
     16   0.0142  0.0086     0.0001  0.0269
     17   0.0081  0.0054     0.0000  0.0140
     18   0.0088  0.0050     0.0001  0.0147
     19   0.0093  0.0048     0.0001  0.0151
     20   0.0095  0.0046     0.0003  0.0153
     21   0.0075  0.0032     0.0001  0.0115
     22   0.0077  0.0029     0.0002  0.0116
     23   0.0069  0.0023     0.0001  0.0070
     24   0.0071  0.0020     0.0002  0.0070
     25   0.0068  0.0018     0.0001  0.0068
     26   0.0069  0.0018     0.0002  0.0068
     27   0.0071  0.0015     0.0003  0.0068
     28   0.0070  0.0014     0.0003  0.0068
     29   0.0069  0.0013     0.0003  0.0067
     30   0.0070  0.0011     0.0004  0.0067
     31   0.0069  0.0010     0.0003  0.0067
     32   0.0069  0.0010     0.0003  0.0067
     33   0.0069  0.0010     0.0003  0.0067
     34   0.0069  0.0010     0.0003  0.0067
     35   0.0069  0.0009     0.0003  0.0067
     36   0.0069  0.0009     0.0003  0.0067
     37   0.0069  0.0009     0.0003  0.0067
     38   0.0069  0.0009     0.0003  0.0067
     39   0.0069  0.0009     0.0003  0.0067
     40   0.0069  0.0009     0.0004  0.0067
     41   0.0069  0.0008     0.0004  0.0067

