Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -5.7570  2.0722    -9.1275 -2.6622
      1  -4.0156  1.1220    -5.7975 -2.4847
      2  -3.1963  0.7237    -4.2124 -2.4009
      3  -2.7772  0.5510    -3.4048 -2.3584
      4  -2.5123  0.4934    -2.9981 -2.3310
      5  -2.3837  0.4743    -2.7826 -2.3183
      6  -2.4328  0.5310    -2.8426 -2.3208
      7  -2.3911  0.3902    -2.8092 -2.3200
      8  -2.3359  0.3258    -2.5767 -2.3170
      9  -2.3185  0.2377    -2.5695 -2.3166
     10  -2.3109  0.1825    -2.5667 -2.3165
     11  -2.3068  0.1326    -2.5658 -2.3164
     12  -2.3048  0.0962    -2.5654 -2.3164
     13  -2.3454  0.4352    -2.5697 -2.3166
     14  -2.3253  0.3175    -2.5675 -2.3165
     15  -2.4405  0.7723    -2.6729 -2.3172
     16  -2.3755  0.5601    -2.5744 -2.3169
     17  -2.3423  0.4122    -2.5706 -2.3167
     18  -2.3243  0.3030    -2.5683 -2.3166
     19  -2.3145  0.2232    -2.5669 -2.3165
     20  -2.3094  0.1698    -2.5661 -2.3165
     21  -2.3448  0.4218    -2.5714 -2.3167
     22  -2.3256  0.3067    -2.5692 -2.3166
     23  -2.3154  0.2242    -2.5678 -2.3165
     24  -2.3098  0.1651    -2.5668 -2.3165
     25  -2.3068  0.1247    -2.5662 -2.3165
     26  -2.3050  0.0920    -2.5658 -2.3164
     27  -2.3040  0.0663    -2.5656 -2.3164
     28  -2.3034  0.0492    -2.5654 -2.3164
     29  -2.3058  0.1150    -2.5657 -2.3164
     30  -2.3044  0.0845    -2.5655 -2.3164
     31  -2.3037  0.0673    -2.5653 -2.3164
     32  -2.3032  0.0493    -2.5652 -2.3164
     33  -2.3030  0.0364    -2.5652 -2.3164
     34  -2.3028  0.0275    -2.5652 -2.3164
     35  -2.3027  0.0202    -2.5651 -2.3164
     36  -2.3027  0.0154    -2.5651 -2.3164
     37  -2.3027  0.0114    -2.5651 -2.3164
     38  -2.3026  0.0088    -2.5651 -2.3164
     39  -2.3027  0.0193    -2.5651 -2.3164
     40  -2.3027  0.0146    -2.5651 -2.3164
     41  -2.3030  0.0352    -2.5653 -2.3164

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1018  0.0587     0.0069  0.1898
      1   0.1017  0.0587     0.0068  0.1898
      2   0.1022  0.0585     0.0077  0.1899
      3   0.1035  0.0580     0.0094  0.1900
      4   0.1045  0.0576     0.0103  0.1902
      5   0.1059  0.0566     0.0121  0.1902
      6   0.0920  0.0554     0.0085  0.1848
      7   0.0967  0.0538     0.0142  0.1857
      8   0.1091  0.0537     0.0190  0.1896
      9   0.1151  0.0513     0.0264  0.1904
     10   0.1221  0.0493     0.0338  0.1917
     11   0.1264  0.0474     0.0405  0.1923
     12   0.1301  0.0457     0.0464  0.1928
     13   0.0608  0.0336     0.0114  0.1207
     14   0.0635  0.0331     0.0151  0.1226
     15   0.0339  0.0195     0.0015  0.0662
     16   0.0353  0.0190     0.0053  0.0669
     17   0.0370  0.0186     0.0079  0.0679
     18   0.0385  0.0184     0.0095  0.0689
     19   0.0400  0.0183     0.0111  0.0703
     20   0.0419  0.0184     0.0132  0.0724
     21   0.0275  0.0123     0.0066  0.0465
     22   0.0283  0.0121     0.0077  0.0470
     23   0.0291  0.0119     0.0084  0.0475
     24   0.0300  0.0118     0.0091  0.0480
     25   0.0310  0.0119     0.0100  0.0491
     26   0.0318  0.0118     0.0109  0.0500
     27   0.0323  0.0117     0.0117  0.0504
     28   0.0331  0.0117     0.0130  0.0513
     29   0.0256  0.0089     0.0085  0.0387
     30   0.0261  0.0089     0.0089  0.0391
     31   0.0269  0.0090     0.0095  0.0399
     32   0.0275  0.0089     0.0100  0.0403
     33   0.0280  0.0089     0.0107  0.0406
     34   0.0285  0.0089     0.0114  0.0410
     35   0.0290  0.0088     0.0122  0.0412
     36   0.0295  0.0088     0.0133  0.0416
     37   0.0300  0.0088     0.0140  0.0423
     38   0.0305  0.0088     0.0143  0.0430
     39   0.0257  0.0073     0.0102  0.0350
     40   0.0260  0.0073     0.0107  0.0356
     41   0.0220  0.0062     0.0083  0.0301

