Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -5.7636  2.0695    -9.1283 -2.6689
      1  -7.5067  1.1109    -6.0421 -6.0023
      2  -6.5934  0.6810    -7.6318 -5.9119
      3  -6.1514  0.5028    -6.8327 -5.7369
      4  -6.4527  0.4649    -7.0267 -6.1995
      5  -6.4764  0.3651    -6.9920 -6.2715
      6  -6.4851  0.3071    -6.9825 -6.3117
      7  -6.4887  0.2711    -6.9754 -6.3376
      8  -6.4899  0.2484    -6.9698 -6.3557
      9  -6.4900  0.2335    -6.9652 -6.3694
     10  -6.4917  0.2205    -6.9609 -6.4086
     11  -6.4925  0.2106    -6.9571 -6.4473
     12  -6.4928  0.2025    -6.9536 -6.4495
     13  -6.4920  0.1968    -6.9506 -6.4502
     14  -6.4912  0.1925    -6.9482 -6.4504
     15  -6.4904  0.1884    -6.9460 -6.4508
     16  -6.4905  0.1832    -6.9436 -6.4522
     17  -6.4898  0.1799    -6.9417 -6.4524
     18  -6.4893  0.1765    -6.9398 -6.4528
     19  -6.4888  0.1737    -6.9382 -6.4530
     20  -6.4883  0.1713    -6.9369 -6.4531
     21  -6.4878  0.1689    -6.9355 -6.4532
     22  -6.4879  0.1656    -6.9340 -6.4541
     23  -6.4880  0.1626    -6.9325 -6.4549
     24  -6.4876  0.1605    -6.9313 -6.4550
     25  -6.4874  0.1583    -6.9300 -6.4554
     26  -6.4872  0.1563    -6.9289 -6.4557
     27  -6.4869  0.1547    -6.9279 -6.4558
     28  -6.4867  0.1529    -6.9268 -6.4560
     29  -6.4864  0.1517    -6.9260 -6.4561
     30  -6.4862  0.1507    -6.9253 -6.4561
     31  -6.4862  0.1489    -6.9243 -6.4566
     32  -6.4863  0.1473    -6.9234 -6.4570
     33  -6.4860  0.1464    -6.9228 -6.4570
     34  -6.4861  0.1450    -6.9220 -6.4574
     35  -6.4859  0.1440    -6.9213 -6.4574
     36  -6.4857  0.1430    -6.9205 -6.4576
     37  -6.4857  0.1417    -6.9198 -6.4579
     38  -6.4856  0.1411    -6.9192 -6.4579
     39  -6.4854  0.1402    -6.9185 -6.4580
     40  -6.4853  0.1393    -6.9179 -6.4581
     41  -6.4853  0.1383    -6.9172 -6.4583

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1020  0.0586     0.0071  0.1899
      1   0.1019  0.0587     0.0070  0.1899
      2   0.1004  0.0592     0.0057  0.1897
      3   0.1006  0.0591     0.0056  0.1896
      4   0.0964  0.0597     0.0040  0.1888
      5   0.1005  0.0580     0.0083  0.1893
      6   0.1031  0.0568     0.0120  0.1896
      7   0.1049  0.0560     0.0148  0.1899
      8   0.1062  0.0553     0.0168  0.1900
      9   0.1072  0.0548     0.0184  0.1901
     10   0.1091  0.0541     0.0206  0.1904
     11   0.1107  0.0535     0.0223  0.1906
     12   0.1120  0.0530     0.0239  0.1907
     13   0.1126  0.0526     0.0250  0.1908
     14   0.1130  0.0524     0.0257  0.1908
     15   0.1135  0.0522     0.0266  0.1909
     16   0.1144  0.0518     0.0278  0.1910
     17   0.1147  0.0516     0.0284  0.1910
     18   0.1151  0.0514     0.0291  0.1911
     19   0.1154  0.0512     0.0296  0.1911
     20   0.1156  0.0511     0.0300  0.1911
     21   0.1159  0.0509     0.0305  0.1912
     22   0.1165  0.0507     0.0313  0.1913
     23   0.1171  0.0504     0.0320  0.1913
     24   0.1174  0.0503     0.0326  0.1914
     25   0.1177  0.0501     0.0332  0.1914
     26   0.1181  0.0499     0.0337  0.1914
     27   0.1183  0.0498     0.0342  0.1915
     28   0.1186  0.0497     0.0347  0.1915
     29   0.1188  0.0496     0.0350  0.1915
     30   0.1189  0.0495     0.0352  0.1915
     31   0.1193  0.0493     0.0357  0.1916
     32   0.1196  0.0492     0.0362  0.1916
     33   0.1197  0.0491     0.0364  0.1916
     34   0.1201  0.0490     0.0369  0.1917
     35   0.1202  0.0489     0.0371  0.1917
     36   0.1205  0.0488     0.0375  0.1917
     37   0.1208  0.0486     0.0380  0.1917
     38   0.1209  0.0486     0.0382  0.1918
     39   0.1211  0.0485     0.0385  0.1918
     40   0.1213  0.0484     0.0388  0.1918
     41   0.1215  0.0483     0.0393  0.1918

