Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -5.7594  2.0712    -9.1278 -2.6644
      1  -4.1490  1.1822    -6.0570 -2.4996
      2  -3.1990  0.7257    -4.2139 -2.4014
      3  -3.7353  0.5437    -4.4144 -3.3450
      4  -4.0462  0.5616    -4.8179 -3.7333
      5  -4.5086  0.9336    -6.5966 -3.8231
      6  -4.2750  0.6876    -5.2883 -3.8088
      7  -4.3691  0.6326    -5.3428 -4.0088
      8  -4.7680  0.9615    -6.9587 -4.0065
      9  -5.3637  1.2842    -8.3202 -3.7260
     10  -5.2995  1.1219    -7.8420 -4.0683
     11  -5.2583  1.0021    -7.4153 -4.2390
     12  -5.0216  0.7951    -6.4711 -4.2202
     13  -4.8679  0.6691    -6.0019 -4.1799
     14  -4.7592  0.5726    -5.6883 -4.1459
     15  -4.6774  0.4986    -5.4990 -4.1153
     16  -4.7286  0.4402    -5.5135 -4.2652
     17  -4.6570  0.3912    -5.3296 -4.2479
     18  -4.5500  0.3795    -5.2253 -4.1287
     19  -4.5862  0.3364    -5.2379 -4.2520
     20  -4.5384  0.3044    -5.1057 -4.2417
     21  -4.4904  0.2810    -5.0367 -4.2046
     22  -4.5219  0.2522    -5.0427 -4.2637
     23  -4.5484  0.2299    -5.0474 -4.2971
     24  -4.5088  0.2115    -5.0131 -4.2817
     25  -4.5344  0.1953    -5.0217 -4.3155
     26  -4.6266  0.2259    -5.0999 -4.3997
     27  -4.7183  0.2563    -5.2704 -4.5151
     28  -4.7014  0.2339    -5.2313 -4.5141
     29  -4.6857  0.2180    -5.1839 -4.5108
     30  -4.7055  0.2038    -5.1972 -4.5271
     31  -4.7307  0.1918    -5.2176 -4.5428
     32  -4.8144  0.2326    -5.3224 -4.5681
     33  -4.9146  0.3014    -5.5263 -4.6041
     34  -5.0347  0.4076    -5.7056 -4.6565
     35  -5.0279  0.3563    -5.6806 -4.6651
     36  -4.9861  0.3312    -5.6010 -4.6349
     37  -5.0644  0.3585    -5.7179 -4.7273
     38  -5.0206  0.3379    -5.6142 -4.6800
     39  -4.9963  0.3077    -5.5907 -4.6654
     40  -4.9743  0.2851    -5.5660 -4.6515
     41  -4.9929  0.2695    -5.5737 -4.6985

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1018  0.0587     0.0070  0.1898
      1   0.1021  0.0585     0.0075  0.1899
      2   0.1024  0.0584     0.0081  0.1899
      3   0.1006  0.0591     0.0061  0.1896
      4   0.0945  0.0604     0.0033  0.1886
      5   0.0366  0.0358     0.0001  0.1080
      6   0.0453  0.0377     0.0001  0.1185
      7   0.0496  0.0406     0.0005  0.1294
      8   0.0181  0.0154     0.0000  0.0451
      9   0.0076  0.0062     0.0000  0.0162
     10   0.0086  0.0059     0.0000  0.0170
     11   0.0093  0.0056     0.0001  0.0174
     12   0.0103  0.0060     0.0001  0.0190
     13   0.0113  0.0063     0.0002  0.0200
     14   0.0122  0.0065     0.0005  0.0207
     15   0.0131  0.0067     0.0007  0.0224
     16   0.0139  0.0068     0.0009  0.0237
     17   0.0147  0.0070     0.0011  0.0250
     18   0.0147  0.0071     0.0011  0.0252
     19   0.0156  0.0072     0.0014  0.0260
     20   0.0164  0.0074     0.0017  0.0268
     21   0.0171  0.0077     0.0020  0.0275
     22   0.0180  0.0077     0.0025  0.0288
     23   0.0188  0.0078     0.0032  0.0301
     24   0.0197  0.0080     0.0038  0.0315
     25   0.0205  0.0081     0.0048  0.0324
     26   0.0170  0.0067     0.0025  0.0261
     27   0.0146  0.0058     0.0015  0.0214
     28   0.0151  0.0058     0.0018  0.0223
     29   0.0156  0.0058     0.0022  0.0231
     30   0.0162  0.0058     0.0027  0.0239
     31   0.0167  0.0059     0.0032  0.0247
     32   0.0135  0.0049     0.0014  0.0195
     33   0.0107  0.0042     0.0007  0.0139
     34   0.0084  0.0032     0.0004  0.0124
     35   0.0085  0.0031     0.0005  0.0125
     36   0.0088  0.0032     0.0005  0.0127
     37   0.0082  0.0028     0.0004  0.0120
     38   0.0084  0.0030     0.0005  0.0123
     39   0.0086  0.0031     0.0005  0.0126
     40   0.0089  0.0032     0.0005  0.0128
     41   0.0091  0.0034     0.0006  0.0129

