Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -6.5474  1.6382    -9.2087 -4.1312
      1  -7.8953  0.9306    -4.7001 -6.7721
      2  -8.4298  0.6876    -2.8660 -7.7202
      3  -7.9926  0.5925    -8.9062 -7.5741
      4  -8.1986  0.5663    -9.0907 -7.8743
      5  -7.8086  1.2342    -8.3508 -4.8628
      6  -7.9627  0.9880    -8.1711 -6.6510
      7  -8.0919  0.8185    -7.6781 -7.4399
      8  -7.9906  0.7059    -9.0685 -7.4897
      9  -7.8784  0.7179    -8.9317 -7.3413
     10  -7.8241  0.5972    -8.6380 -7.3875
     11  -7.9004  0.5018    -8.6503 -7.5996
     12  -8.0362  0.6120    -8.9591 -7.6668
     13  -8.0102  0.4989    -8.7592 -7.7029
     14  -7.9728  0.4507    -8.6233 -7.6877
     15  -8.0485  0.4199    -8.6720 -7.8401
     16  -8.0659  0.3450    -8.6462 -7.8554
     17  -8.0747  0.2915    -8.6323 -7.8652
     18  -8.0806  0.2554    -8.6200 -7.8734
     19  -8.0821  0.2324    -8.6106 -7.8771
     20  -8.0835  0.2164    -8.6011 -7.8812
     21  -8.0835  0.2066    -8.5939 -7.8833
     22  -8.0851  0.1978    -8.5860 -7.8873
     23  -8.0863  0.1907    -8.5788 -7.8909
     24  -8.0889  0.1840    -8.5725 -7.8960
     25  -8.0884  0.1809    -8.5679 -7.8970
     26  -8.0880  0.1783    -8.5637 -7.8978
     27  -8.0903  0.1733    -8.5587 -7.9026
     28  -8.0901  0.1709    -8.5546 -7.9037
     29  -8.0902  0.1682    -8.5503 -7.9055
     30  -8.0903  0.1656    -8.5462 -7.9071
     31  -8.0905  0.1633    -8.5424 -7.9087
     32  -8.0912  0.1605    -8.5385 -7.9114
     33  -8.0914  0.1585    -8.5351 -7.9129
     34  -8.0913  0.1571    -8.5324 -7.9138
     35  -8.0912  0.1557    -8.5297 -7.9147
     36  -8.0911  0.1547    -8.5276 -7.9151
     37  -8.0909  0.1537    -8.5256 -7.9156
     38  -8.0909  0.1526    -8.5232 -7.9164
     39  -8.0909  0.1514    -8.5210 -7.9172
     40  -8.0916  0.1495    -8.5182 -7.9197
     41  -8.0918  0.1481    -8.5157 -7.9210

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1034  0.0582     0.0075  0.1900
      1   0.1036  0.0579     0.0083  0.1900
      2   0.1053  0.0571     0.0111  0.1902
      3   0.1008  0.0580     0.0081  0.1893
      4   0.1002  0.0579     0.0089  0.1893
      5   0.0303  0.0281     0.0000  0.0827
      6   0.0326  0.0279     0.0001  0.0847
      7   0.0368  0.0287     0.0003  0.0899
      8   0.0423  0.0310     0.0014  0.0994
      9   0.0414  0.0307     0.0009  0.0976
     10   0.0466  0.0320     0.0026  0.1045
     11   0.0517  0.0329     0.0051  0.1108
     12   0.0414  0.0276     0.0025  0.0901
     13   0.0455  0.0279     0.0050  0.0945
     14   0.0485  0.0286     0.0067  0.0986
     15   0.0514  0.0302     0.0077  0.1048
     16   0.0544  0.0300     0.0102  0.1075
     17   0.0566  0.0297     0.0130  0.1091
     18   0.0589  0.0296     0.0153  0.1109
     19   0.0600  0.0293     0.0168  0.1117
     20   0.0614  0.0291     0.0185  0.1129
     21   0.0623  0.0289     0.0200  0.1135
     22   0.0638  0.0288     0.0215  0.1148
     23   0.0651  0.0288     0.0228  0.1160
     24   0.0668  0.0288     0.0242  0.1175
     25   0.0673  0.0287     0.0250  0.1179
     26   0.0678  0.0286     0.0258  0.1182
     27   0.0692  0.0286     0.0273  0.1198
     28   0.0697  0.0285     0.0281  0.1202
     29   0.0704  0.0284     0.0287  0.1207
     30   0.0711  0.0283     0.0294  0.1213
     31   0.0717  0.0282     0.0300  0.1217
     32   0.0725  0.0282     0.0308  0.1224
     33   0.0730  0.0281     0.0315  0.1228
     34   0.0734  0.0281     0.0320  0.1231
     35   0.0738  0.0280     0.0326  0.1233
     36   0.0740  0.0280     0.0330  0.1235
     37   0.0742  0.0279     0.0334  0.1236
     38   0.0745  0.0279     0.0340  0.1238
     39   0.0749  0.0278     0.0345  0.1240
     40   0.0755  0.0278     0.0350  0.1247
     41   0.0759  0.0277     0.0354  0.1251

