trialNum matrixIndex leftValue leftTime rightValue rightTime choice
  0 1263 710.00  0.00 800.00  2.00  0
  1  676 380.00  0.00 800.00 17.20  1
  2  608 340.00  0.00 800.00 104.00  0
  3  642 360.00  0.00 800.00 26.00  0
  4  658 370.00  0.00 800.00 17.20  0
  5 1419 790.00  0.00 800.00 156.00  0
  6  676 380.00  0.00 800.00 17.20  0
  7  856 480.00  0.00 800.00 17.20  0
  8  710 400.00  0.00 800.00 10.80  0
  9 1419 790.00  0.00 800.00 156.00  0
 10  856 480.00  0.00 800.00 17.20  0
 11  728 410.00  0.00 800.00 10.80  0
 12  855 480.00  0.00 800.00 12.90  0
 13  782 440.00  0.00 800.00 10.80  0
 14  782 440.00  0.00 800.00 12.90  0
 15  711 400.00  0.00 800.00 12.90  0
 16  729 410.00  0.00 800.00 12.90  0
 17  782 440.00  0.00 800.00 10.80  0
 18  729 400.00  0.00 800.00 10.80  0
 19  800 450.00  0.00 800.00 10.80  0
 20  747 420.00  0.00 800.00 12.90  0
 21  800 470.00  0.00 800.00  8.60  1
 22  765 430.00  0.00 800.00 12.90  0
 23  747 420.00  0.00 800.00 12.90  0
 24  747 440.00  0.00 800.00 17.20  0
 25  747 440.00  0.00 800.00 10.80  0
 26  729 410.00  0.00 800.00 12.90  0
 27  800 450.00  0.00 800.00 10.80  0
 28  729 430.00  0.00 800.00 10.80  1
 29  747 420.00  0.00 800.00 12.90  0
 30  818 460.00  0.00 800.00 10.80  1
 31  854 480.00  0.00 800.00 10.80  1
 32  908 510.00  0.00 800.00 10.80  0
 33  837 470.00  0.00 800.00 12.90  0
 34  837 490.00  0.00 800.00 17.20  0
 35  423 240.00  0.00 800.00 12.90  1
 36  872 490.00  0.00 800.00 10.80  0
 37  854 480.00  0.00 800.00 10.80  0
 38  494 280.00  0.00 800.00 10.80  1
 39  854 500.00  0.00 800.00 12.90  0
 40  801 450.00  0.00 800.00 12.90  0
 41  836 470.00  0.00 800.00 10.80  0
