trialNum matrixIndex leftValue leftTime rightValue rightTime choice
  0  632 360.00  0.00 800.00  1.00  1
  1  790 440.00  0.00 800.00 260.00  0
  2  769 430.00  0.00 800.00 52.00  0
  3  714 400.00  0.00 800.00 26.00  0
  4  765 430.00  0.00 800.00 12.90  0
  5  675 380.00  0.00 800.00 12.90  0
  6  675 370.00  0.00 800.00 17.20  0
  7  675 370.00  0.00 800.00 17.20  0
  8  675 400.00  0.00 800.00 10.80  0
  9  675 400.00  0.00 800.00 17.20  0
 10  675 370.00  0.00 800.00 10.80  0
 11  746 420.00  0.00 800.00 10.80  0
 12  675 400.00  0.00 800.00 10.80  0
 13  175 100.00  0.00 800.00 52.00  0
 14  711 400.00  0.00 800.00 12.90  0
 15  764 430.00  0.00 800.00 10.80  0
 16  942 530.00  0.00 800.00  6.44  0
 17  124  70.00  0.00 800.00 260.00  0
 18  462 260.00  0.00 800.00 26.00  0
 19  462 260.00  0.00 800.00 21.50  0
 20 1030 580.00  0.00 800.00  3.00  0
 21  125  70.00  0.00 800.00 520.00  0
 22  853 480.00  0.00 800.00  8.60  0
 23 1243 700.00  0.00 800.00  0.71  0
 24  213 120.00  0.00 800.00 156.00  0
 25  569 320.00  0.00 800.00 21.50  0
 26  143  80.00  0.00 800.00 520.00  0
 27  655 370.00  0.00 800.00  8.60  0
 28  708 400.00  0.00 800.00  6.44  0
 29  499 280.00  0.00 800.00 52.00  0
 30  624 350.00  0.00 800.00 26.00  0
 31  819 460.00  0.00 800.00 12.90  0
 32  285 160.00  0.00 800.00 156.00  0
 33  819 440.00  0.00 800.00 17.20  0
 34  232 130.00  0.00 800.00 260.00  0
 35  690 390.00  0.00 800.00  6.44  0
 36  837 470.00  0.00 800.00 12.90  0
 37  837 490.00  0.00 800.00 10.80  0
 38  233 130.00  0.00 800.00 520.00  0
 39  890 500.00  0.00 800.00 10.80  0
 40  886 500.00  0.00 800.00  3.00  0
 41  873 490.00  0.00 800.00 12.90  0
