Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -5.7569  2.0722    -9.1275 -2.6621
      1  -4.0151  1.1213    -5.7969 -2.4846
      2  -3.1959  0.7228    -4.2119 -2.4009
      3  -2.7768  0.5501    -3.4045 -2.3584
      4  -2.5120  0.4924    -2.9969 -2.3310
      5  -2.3834  0.4733    -2.7820 -2.3183
      6  -2.3503  0.3431    -2.7121 -2.3177
      7  -2.3327  0.2481    -2.6516 -2.3174
      8  -2.3130  0.1908    -2.5681 -2.3166
      9  -2.3085  0.1350    -2.5673 -2.3165
     10  -2.3157  0.2309    -2.5675 -2.3165
     11  -2.3095  0.1692    -2.5662 -2.3165
     12  -2.3067  0.1327    -2.5656 -2.3164
     13  -2.3252  0.3153    -2.5677 -2.3165
     14  -2.3148  0.2321    -2.5665 -2.3165
     15  -2.3092  0.1712    -2.5658 -2.3164
     16  -2.3062  0.1263    -2.5655 -2.3164
     17  -2.3045  0.0926    -2.5653 -2.3164
     18  -2.3036  0.0680    -2.5652 -2.3164
     19  -2.3034  0.0608    -2.5652 -2.3164
     20  -2.3069  0.1391    -2.5655 -2.3164
     21  -2.3049  0.1015    -2.5653 -2.3164
     22  -2.3038  0.0747    -2.5652 -2.3164
     23  -2.3091  0.1700    -2.5657 -2.3164
     24  -2.3060  0.1236    -2.5654 -2.3164
     25  -2.3044  0.0903    -2.5653 -2.3164
     26  -2.3036  0.0659    -2.5652 -2.3164
     27  -2.3080  0.1540    -2.5656 -2.3164
     28  -2.3366  0.3878    -2.5682 -2.3166
     29  -2.3203  0.2792    -2.5667 -2.3165
     30  -2.3119  0.2025    -2.5660 -2.3164
     31  -2.3076  0.1483    -2.5656 -2.3164
     32  -2.3053  0.1077    -2.5654 -2.3164
     33  -2.3040  0.0771    -2.5652 -2.3164
     34  -2.3033  0.0562    -2.5652 -2.3164
     35  -2.3068  0.1345    -2.5655 -2.3164
     36  -2.3049  0.0989    -2.5653 -2.3164
     37  -2.3039  0.0734    -2.5652 -2.3164
     38  -2.3033  0.0538    -2.5652 -2.3164
     39  -2.3030  0.0395    -2.5651 -2.3164
     40  -2.3049  0.0983    -2.5653 -2.3164
     41  -2.3038  0.0720    -2.5652 -2.3164

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1019  0.0587     0.0071  0.1898
      1   0.1017  0.0587     0.0069  0.1898
      2   0.1023  0.0584     0.0079  0.1899
      3   0.1035  0.0579     0.0095  0.1901
      4   0.1045  0.0575     0.0105  0.1902
      5   0.1060  0.0566     0.0122  0.1902
      6   0.1106  0.0545     0.0189  0.1907
      7   0.1137  0.0529     0.0242  0.1911
      8   0.1224  0.0510     0.0309  0.1926
      9   0.1232  0.0503     0.0332  0.1927
     10   0.0937  0.0485     0.0207  0.1788
     11   0.0982  0.0476     0.0247  0.1804
     12   0.1044  0.0473     0.0290  0.1833
     13   0.0605  0.0330     0.0140  0.1201
     14   0.0634  0.0328     0.0164  0.1225
     15   0.0662  0.0327     0.0191  0.1249
     16   0.0688  0.0326     0.0216  0.1274
     17   0.0714  0.0325     0.0237  0.1298
     18   0.0739  0.0325     0.0262  0.1321
     19   0.0764  0.0333     0.0276  0.1363
     20   0.0524  0.0224     0.0174  0.0899
     21   0.0540  0.0223     0.0193  0.0914
     22   0.0556  0.0222     0.0212  0.0930
     23   0.0406  0.0162     0.0140  0.0666
     24   0.0417  0.0160     0.0150  0.0673
     25   0.0428  0.0159     0.0160  0.0681
     26   0.0438  0.0158     0.0170  0.0688
     27   0.0333  0.0123     0.0113  0.0521
     28   0.0241  0.0097     0.0062  0.0381
     29   0.0247  0.0094     0.0074  0.0384
     30   0.0253  0.0093     0.0079  0.0388
     31   0.0259  0.0092     0.0084  0.0392
     32   0.0264  0.0091     0.0088  0.0396
     33   0.0268  0.0090     0.0092  0.0398
     34   0.0273  0.0089     0.0098  0.0401
     35   0.0216  0.0073     0.0075  0.0318
     36   0.0221  0.0072     0.0077  0.0322
     37   0.0226  0.0072     0.0080  0.0325
     38   0.0230  0.0071     0.0083  0.0328
     39   0.0234  0.0071     0.0085  0.0331
     40   0.0190  0.0059     0.0072  0.0265
     41   0.0193  0.0059     0.0073  0.0267

