trialNum matrixIndex leftValue leftTime rightValue rightTime choice
  0  949 530.00  0.00 800.00 52.00  1
  1  935 520.00  0.00 800.00 520.00  1
  2 1205 670.00  0.00 800.00 520.00  0
  3 1097 610.00  0.00 800.00 520.00  1
  4 1169 650.00  0.00 800.00 520.00  1
  5 1241 690.00  0.00 800.00 520.00  1
  6 1295 720.00  0.00 800.00 520.00  0
  7 1295 700.00  0.00 800.00 260.00  1
  8 1295 730.00  0.00 800.00 260.00  1
  9 1295 700.00  0.00 800.00 260.00  1
 10 1295 720.00  0.00 800.00 260.00  0
 11 1295 730.00  0.00 800.00 260.00  0
 12 1295 720.00  0.00 800.00 260.00  0
 13 1295 730.00  0.00 800.00 260.00  0
 14 1295 730.00  0.00 800.00 260.00  0
 15 1313 730.00  0.00 800.00 520.00  0
 16 1115 620.00  0.00 800.00 520.00  1
 17 1259 700.00  0.00 800.00 520.00  1
 18 1403 780.00  0.00 800.00 520.00  0
 19 1331 740.00  0.00 800.00 520.00  1
 20   16  10.00  0.00 800.00 260.00  1
 21  917 510.00  0.00 800.00 520.00  1
 22 1421 790.00  0.00 800.00 520.00  0
 23 1403 780.00  0.00 800.00 520.00  0
 24 1403 790.00  0.00 800.00 260.00  0
 25 1385 770.00  0.00 800.00 520.00  1
 26  971 540.00  0.00 800.00 520.00  1
 27 1421 790.00  0.00 800.00 520.00  0
 28 1025 570.00  0.00 800.00 520.00  1
 29 1421 790.00  0.00 800.00 260.00  0
 30 1421 790.00  0.00 800.00 260.00  0
 31 1385 770.00  0.00 800.00 520.00  1
 32 1043 580.00  0.00 800.00 520.00  1
 33 1079 600.00  0.00 800.00 520.00  1
 34 1421 790.00  0.00 800.00 520.00  0
 35 1421 770.00  0.00 800.00 260.00  1
 36 1421 790.00  0.00 800.00 260.00  0
 37 1421 780.00  0.00 800.00 260.00  0
 38 1421 780.00  0.00 800.00 260.00  1
 39 1097 610.00  0.00 800.00 520.00  1
 40 1097 630.00  0.00 800.00 260.00  1
 41 1421 790.00  0.00 800.00 520.00  0
