Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -4.6605  1.4693    -7.0467 -2.5500
      1  -5.8626  0.8397    -7.2002 -4.8388
      2  -5.2097  0.5653    -5.9628 -4.7111
      3  -4.9144  0.4960    -5.4951 -4.5355
      4  -4.7521  0.4885    -5.2625 -4.2880
      5  -4.4252  0.8752    -5.3747 -3.0224
      6  -4.5901  0.6384    -5.2553 -3.9779
      7  -4.7604  0.6657    -5.5160 -4.2586
      8  -4.8233  0.5717    -5.4463 -4.5271
      9  -4.8381  0.4609    -5.3352 -4.6131
     10  -4.7985  0.3548    -5.1873 -4.6204
     11  -4.7928  0.2694    -5.1493 -4.6487
     12  -4.7345  0.4457    -5.1881 -4.5274
     13  -4.7050  0.3547    -5.0599 -4.5296
     14  -4.7027  0.2780    -5.0572 -4.5381
     15  -4.7602  0.2465    -5.0618 -4.5833
     16  -4.8276  0.3961    -5.2992 -4.6301
     17  -5.0236  0.7917    -6.4473 -4.5331
     18  -4.9788  0.6158    -5.7973 -4.5939
     19  -5.3336  1.1785    -8.2454 -3.6516
     20  -5.2579  0.9492    -7.4380 -4.3349
     21  -5.2081  0.7580    -6.3971 -4.5768
     22  -5.1783  0.6147    -6.1166 -4.6437
     23  -5.1615  0.5165    -6.0362 -4.6806
     24  -5.3527  0.6575    -6.3876 -4.7811
     25  -5.3380  0.5591    -6.2867 -4.8071
     26  -5.3300  0.4971    -6.2310 -4.8177
     27  -5.4952  0.5554    -6.4490 -4.9091
     28  -5.4902  0.5059    -6.4245 -4.9253
     29  -5.7041  0.6354    -6.8425 -5.0711
     30  -5.7007  0.5806    -6.7771 -5.0849
     31  -5.8726  0.6179    -7.0145 -5.1970
     32  -6.0799  0.6884    -7.3940 -5.3610
     33  -6.3180  0.7638    -7.8149 -5.4912
     34  -6.5892  0.8412    -8.2990 -5.6771
     35  -6.8823  0.9089    -8.7054 -5.8991
     36  -7.1647  0.9457    -8.9711 -6.0933
     37  -7.1933  0.8813    -8.9618 -6.1845
     38  -7.4575  0.8832    -9.1333 -6.4086
     39  -7.6959  0.8658    -8.3648 -6.6207
     40  -7.7156  0.8220    -8.3502 -6.6654
     41  -7.9133  0.7873    -6.1976 -6.8613

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1009  0.0593     0.0052  0.1898
      1   0.1006  0.0595     0.0049  0.1898
      2   0.0999  0.0595     0.0043  0.1896
      3   0.0995  0.0597     0.0040  0.1896
      4   0.0975  0.0598     0.0037  0.1891
      5   0.0375  0.0365     0.0001  0.1103
      6   0.0470  0.0384     0.0001  0.1215
      7   0.0404  0.0318     0.0001  0.0985
      8   0.0455  0.0334     0.0001  0.1063
      9   0.0508  0.0341     0.0021  0.1121
     10   0.0560  0.0339     0.0064  0.1165
     11   0.0575  0.0334     0.0093  0.1172
     12   0.0365  0.0218     0.0023  0.0732
     13   0.0392  0.0216     0.0053  0.0754
     14   0.0405  0.0212     0.0079  0.0760
     15   0.0419  0.0213     0.0086  0.0774
     16   0.0298  0.0164     0.0025  0.0562
     17   0.0149  0.0100     0.0000  0.0299
     18   0.0158  0.0096     0.0001  0.0304
     19   0.0066  0.0053     0.0000  0.0131
     20   0.0077  0.0050     0.0000  0.0133
     21   0.0083  0.0046     0.0001  0.0135
     22   0.0087  0.0043     0.0001  0.0136
     23   0.0090  0.0042     0.0003  0.0136
     24   0.0073  0.0028     0.0001  0.0105
     25   0.0075  0.0026     0.0002  0.0106
     26   0.0076  0.0024     0.0004  0.0107
     27   0.0071  0.0018     0.0003  0.0069
     28   0.0072  0.0017     0.0004  0.0069
     29   0.0068  0.0014     0.0002  0.0067
     30   0.0069  0.0011     0.0003  0.0067
     31   0.0069  0.0011     0.0003  0.0067
     32   0.0068  0.0012     0.0003  0.0066
     33   0.0067  0.0013     0.0002  0.0066
     34   0.0067  0.0014     0.0001  0.0066
     35   0.0066  0.0015     0.0001  0.0066
     36   0.0066  0.0015     0.0001  0.0066
     37   0.0068  0.0011     0.0003  0.0066
     38   0.0068  0.0011     0.0003  0.0066
     39   0.0068  0.0011     0.0003  0.0066
     40   0.0069  0.0008     0.0004  0.0066
     41   0.0069  0.0007     0.0004  0.0066

