Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -5.7565  2.0723    -9.1275 -2.6618
      1  -4.0158  1.1229    -5.7982 -2.4845
      2  -3.1968  0.7252    -4.2128 -2.4009
      3  -2.7777  0.5528    -3.4051 -2.3584
      4  -2.5130  0.4955    -2.9999 -2.3310
      5  -2.6425  0.4803    -3.0938 -2.4580
      6  -2.9496  0.8462    -3.9640 -2.5576
      7  -3.0312  0.7864    -3.9862 -2.6357
      8  -3.4306  1.1202    -6.1085 -2.7258
      9  -3.2446  0.9055    -4.5506 -2.7074
     10  -3.1200  0.7381    -3.8398 -2.6897
     11  -3.2259  0.7409    -3.9572 -2.8595
     12  -3.1444  0.5884    -3.6654 -2.8578
     13  -3.1798  0.5135    -3.6687 -2.9026
     14  -3.1477  0.3901    -3.6355 -2.9042
     15  -3.1679  0.3256    -3.6393 -2.9636
     16  -3.1371  0.2609    -3.5740 -2.9543
     17  -3.1162  0.2125    -3.4685 -2.9463
     18  -3.1323  0.1734    -3.4830 -3.0281
     19  -3.1022  0.1956    -3.4026 -2.9363
     20  -3.1318  0.1828    -3.4087 -3.0583
     21  -3.1369  0.1463    -3.4076 -3.1339
     22  -3.1295  0.1165    -3.4019 -3.1336
     23  -3.1336  0.0944    -3.4019 -3.1385
     24  -3.1289  0.0773    -3.3980 -3.1381
     25  -3.1319  0.0628    -3.3980 -3.1413
     26  -3.1337  0.0525    -3.3981 -3.1433
     27  -3.1316  0.0424    -3.3962 -3.1432
     28  -3.1320  0.0377    -3.3961 -3.1436
     29  -3.1300  0.0350    -3.3949 -3.1429
     30  -3.1303  0.0316    -3.3948 -3.1433
     31  -3.1307  0.0284    -3.3948 -3.1437
     32  -3.1322  0.0244    -3.3952 -3.1448
     33  -3.1316  0.0197    -3.3946 -3.1448
     34  -3.1310  0.0181    -3.3943 -3.1446
     35  -3.1275  0.0382    -3.3942 -3.1410
     36  -3.1113  0.0778    -3.3935 -3.0382
     37  -3.1188  0.0633    -3.3939 -3.1320
     38  -3.1249  0.0481    -3.3942 -3.1383
     39  -3.1294  0.0347    -3.3946 -3.1426
     40  -3.1301  0.0303    -3.3946 -3.1432
     41  -3.1297  0.0284    -3.3943 -3.1432

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1017  0.0587     0.0067  0.1898
      1   0.1015  0.0588     0.0066  0.1898
      2   0.1021  0.0585     0.0075  0.1899
      3   0.1034  0.0580     0.0091  0.1900
      4   0.1043  0.0576     0.0101  0.1902
      5   0.1028  0.0585     0.0088  0.1901
      6   0.0452  0.0369     0.0001  0.1162
      7   0.0463  0.0377     0.0005  0.1193
      8   0.0199  0.0165     0.0000  0.0485
      9   0.0230  0.0169     0.0001  0.0522
     10   0.0260  0.0174     0.0005  0.0553
     11   0.0250  0.0167     0.0004  0.0533
     12   0.0275  0.0169     0.0016  0.0555
     13   0.0296  0.0177     0.0025  0.0595
     14   0.0305  0.0174     0.0039  0.0600
     15   0.0327  0.0179     0.0056  0.0629
     16   0.0351  0.0182     0.0075  0.0658
     17   0.0372  0.0184     0.0087  0.0680
     18   0.0395  0.0187     0.0102  0.0707
     19   0.0365  0.0170     0.0091  0.0645
     20   0.0374  0.0175     0.0093  0.0663
     21   0.0390  0.0175     0.0108  0.0677
     22   0.0406  0.0174     0.0128  0.0689
     23   0.0421  0.0174     0.0144  0.0705
     24   0.0437  0.0175     0.0155  0.0725
     25   0.0451  0.0175     0.0167  0.0738
     26   0.0465  0.0175     0.0180  0.0750
     27   0.0477  0.0174     0.0198  0.0759
     28   0.0481  0.0173     0.0207  0.0762
     29   0.0490  0.0176     0.0211  0.0781
     30   0.0493  0.0176     0.0215  0.0783
     31   0.0497  0.0175     0.0219  0.0786
     32   0.0504  0.0177     0.0222  0.0798
     33   0.0516  0.0178     0.0231  0.0810
     34   0.0529  0.0182     0.0238  0.0828
     35   0.0423  0.0137     0.0187  0.0638
     36   0.0344  0.0110     0.0146  0.0509
     37   0.0353  0.0110     0.0152  0.0519
     38   0.0363  0.0111     0.0159  0.0530
     39   0.0366  0.0111     0.0161  0.0534
     40   0.0370  0.0111     0.0166  0.0536
     41   0.0377  0.0110     0.0173  0.0541

