Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -7.9593  1.0004    -4.3342 -6.8674
      1  -7.3106  0.7945    -8.3692 -6.5721
      2  -7.0304  0.7082    -7.7812 -6.3149
      3  -7.2256  0.6374    -7.9196 -6.9573
      4  -7.2688  0.4851    -7.8325 -7.0502
      5  -7.2895  0.3811    -7.8167 -7.0817
      6  -7.2384  0.2829    -7.5513 -7.0721
      7  -7.2455  0.2245    -7.5506 -7.0820
      8  -7.2492  0.1866    -7.5499 -7.0894
      9  -7.2507  0.1641    -7.5495 -7.0927
     10  -7.2514  0.1506    -7.5492 -7.0950
     11  -7.2517  0.1423    -7.5490 -7.0966
     12  -7.2519  0.1365    -7.5487 -7.0985
     13  -7.2519  0.1331    -7.5485 -7.0995
     14  -7.2519  0.1304    -7.5484 -7.1006
     15  -7.2521  0.1277    -7.5482 -7.1024
     16  -7.2522  0.1259    -7.5480 -7.1035
     17  -7.2522  0.1243    -7.5479 -7.1045
     18  -7.2525  0.1223    -7.5477 -7.1065
     19  -7.2525  0.1214    -7.5476 -7.1069
     20  -7.2526  0.1201    -7.5475 -7.1080
     21  -7.2526  0.1195    -7.5474 -7.1083
     22  -7.2526  0.1187    -7.5473 -7.1088
     23  -7.2527  0.1177    -7.5472 -7.1098
     24  -7.2527  0.1172    -7.5472 -7.1101
     25  -7.2527  0.1167    -7.5471 -7.1105
     26  -7.2529  0.1156    -7.5470 -7.1119
     27  -7.2530  0.1151    -7.5470 -7.1123
     28  -7.2530  0.1147    -7.5469 -7.1126
     29  -7.2531  0.1140    -7.5468 -7.1134
     30  -7.2533  0.1132    -7.5468 -7.1146
     31  -7.2535  0.1124    -7.5467 -7.1158
     32  -7.2535  0.1120    -7.5466 -7.1162
     33  -7.2536  0.1117    -7.5466 -7.1165
     34  -7.2536  0.1113    -7.5466 -7.1169
     35  -7.2536  0.1111    -7.5465 -7.1170
     36  -7.2536  0.1108    -7.5465 -7.1173
     37  -7.2538  0.1102    -7.5464 -7.1183
     38  -7.2538  0.1100    -7.5464 -7.1186
     39  -7.2538  0.1098    -7.5464 -7.1187
     40  -7.2539  0.1094    -7.5463 -7.1193
     41  -7.2539  0.1091    -7.5463 -7.1196

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.0986  0.0603     0.0008  0.1895
      1   0.0954  0.0613     0.0001  0.1890
      2   0.0962  0.0608     0.0001  0.1890
      3   0.0979  0.0599     0.0002  0.1890
      4   0.1027  0.0576     0.0072  0.1895
      5   0.1059  0.0559     0.0132  0.1899
      6   0.1159  0.0535     0.0221  0.1917
      7   0.1172  0.0526     0.0256  0.1918
      8   0.1184  0.0518     0.0284  0.1919
      9   0.1189  0.0513     0.0298  0.1919
     10   0.1193  0.0510     0.0309  0.1920
     11   0.1197  0.0507     0.0318  0.1920
     12   0.1201  0.0504     0.0328  0.1920
     13   0.1204  0.0502     0.0335  0.1920
     14   0.1207  0.0500     0.0342  0.1921
     15   0.1211  0.0498     0.0351  0.1921
     16   0.1214  0.0496     0.0357  0.1921
     17   0.1217  0.0494     0.0363  0.1922
     18   0.1221  0.0491     0.0372  0.1922
     19   0.1222  0.0490     0.0375  0.1922
     20   0.1225  0.0489     0.0381  0.1922
     21   0.1226  0.0488     0.0383  0.1922
     22   0.1228  0.0487     0.0387  0.1923
     23   0.1230  0.0485     0.0392  0.1923
     24   0.1231  0.0484     0.0394  0.1923
     25   0.1232  0.0484     0.0397  0.1923
     26   0.1236  0.0482     0.0404  0.1923
     27   0.1237  0.0481     0.0407  0.1923
     28   0.1238  0.0480     0.0409  0.1923
     29   0.1240  0.0479     0.0414  0.1924
     30   0.1242  0.0478     0.0419  0.1924
     31   0.1245  0.0476     0.0423  0.1924
     32   0.1246  0.0475     0.0426  0.1924
     33   0.1247  0.0475     0.0427  0.1924
     34   0.1248  0.0474     0.0429  0.1924
     35   0.1248  0.0474     0.0431  0.1924
     36   0.1249  0.0473     0.0432  0.1924
     37   0.1251  0.0472     0.0436  0.1925
     38   0.1252  0.0471     0.0438  0.1925
     39   0.1252  0.0471     0.0439  0.1925
     40   0.1254  0.0470     0.0442  0.1925
     41   0.1255  0.0470     0.0443  0.1925

