Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -5.7582  2.0717    -9.1277 -2.6632
      1  -4.0163  1.1216    -5.7974 -2.4851
      2  -4.8295  0.7094    -5.8729 -4.0138
      3  -4.3868  0.4965    -5.0549 -3.9695
      4  -4.6727  0.4004    -5.2043 -4.4239
      5  -4.8273  0.3757    -5.3191 -4.6315
      6  -4.7780  0.2598    -5.0616 -4.6268
      7  -4.7678  0.1975    -5.0566 -4.6329
      8  -4.7637  0.1592    -5.0541 -4.6377
      9  -4.7613  0.1349    -5.0522 -4.6413
     10  -4.7643  0.1099    -5.0521 -4.6562
     11  -4.7658  0.0967    -5.0521 -4.6658
     12  -4.7648  0.0904    -5.0511 -4.6660
     13  -4.7658  0.0850    -5.0512 -4.6723
     14  -4.7655  0.0829    -5.0509 -4.6729
     15  -4.7661  0.0806    -5.0509 -4.6767
     16  -4.7665  0.0793    -5.0509 -4.6792
     17  -4.7664  0.0788    -5.0508 -4.6794
     18  -4.7664  0.0784    -5.0507 -4.6799
     19  -4.7666  0.0778    -5.0507 -4.6815
     20  -4.7666  0.0776    -5.0507 -4.6817
     21  -4.7668  0.0771    -5.0507 -4.6833
     22  -4.7669  0.0769    -5.0507 -4.6837
     23  -4.7669  0.0768    -5.0507 -4.6841
     24  -4.7666  0.0773    -5.0507 -4.6816
     25  -4.7670  0.0763    -5.0507 -4.6847
     26  -4.7672  0.0759    -5.0507 -4.6863
     27  -4.7674  0.0756    -5.0507 -4.6873
     28  -4.7677  0.0749    -5.0507 -4.6899
     29  -4.7679  0.0745    -5.0507 -4.6916
     30  -4.7676  0.0750    -5.0507 -4.6888
     31  -4.7676  0.0750    -5.0507 -4.6890
     32  -4.7678  0.0746    -5.0507 -4.6905
     33  -4.7677  0.0747    -5.0507 -4.6897
     34  -4.7678  0.0746    -5.0507 -4.6904
     35  -4.7678  0.0745    -5.0507 -4.6906
     36  -4.7678  0.0745    -5.0507 -4.6907
     37  -4.7680  0.0742    -5.0507 -4.6920
     38  -4.7681  0.0741    -5.0507 -4.6926
     39  -4.7681  0.0740    -5.0507 -4.6928
     40  -4.7681  0.0740    -5.0507 -4.6929
     41  -4.7681  0.0740    -5.0507 -4.6931

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1019  0.0587     0.0070  0.1898
      1   0.1018  0.0587     0.0070  0.1898
      2   0.1017  0.0588     0.0066  0.1899
      3   0.1034  0.0584     0.0081  0.1902
      4   0.1042  0.0584     0.0083  0.1903
      5   0.1036  0.0586     0.0080  0.1903
      6   0.1139  0.0553     0.0160  0.1916
      7   0.1168  0.0535     0.0220  0.1919
      8   0.1188  0.0522     0.0262  0.1921
      9   0.1209  0.0510     0.0300  0.1923
     10   0.1217  0.0504     0.0322  0.1923
     11   0.1222  0.0500     0.0338  0.1924
     12   0.1242  0.0490     0.0367  0.1926
     13   0.1245  0.0487     0.0377  0.1926
     14   0.1256  0.0481     0.0397  0.1927
     15   0.1258  0.0480     0.0403  0.1927
     16   0.1259  0.0478     0.0407  0.1927
     17   0.1268  0.0473     0.0423  0.1928
     18   0.1274  0.0470     0.0433  0.1929
     19   0.1274  0.0469     0.0436  0.1929
     20   0.1282  0.0465     0.0448  0.1929
     21   0.1283  0.0465     0.0451  0.1929
     22   0.1287  0.0462     0.0459  0.1930
     23   0.1289  0.0460     0.0465  0.1930
     24   0.1305  0.0454     0.0485  0.1932
     25   0.1307  0.0453     0.0489  0.1932
     26   0.1308  0.0453     0.0491  0.1932
     27   0.1308  0.0452     0.0493  0.1932
     28   0.1309  0.0451     0.0496  0.1932
     29   0.1310  0.0450     0.0498  0.1932
     30   0.1324  0.0445     0.0514  0.1934
     31   0.1326  0.0444     0.0518  0.1934
     32   0.1327  0.0443     0.0520  0.1934
     33   0.1334  0.0440     0.0532  0.1935
     34   0.1335  0.0439     0.0533  0.1935
     35   0.1336  0.0438     0.0537  0.1935
     36   0.1338  0.0437     0.0542  0.1936
     37   0.1339  0.0436     0.0544  0.1936
     38   0.1339  0.0436     0.0545  0.1936
     39   0.1340  0.0435     0.0548  0.1936
     40   0.1342  0.0434     0.0551  0.1936
     41   0.1343  0.0434     0.0554  0.1936

