Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -3.8950  1.1109    -5.5522 -2.4697
      1  -4.6835  0.7497    -5.6179 -3.9712
      2  -4.2715  0.6000    -4.9448 -3.8045
      3  -4.0976  0.5194    -4.5649 -3.7297
      4  -4.2713  0.4811    -4.7067 -4.0447
      5  -4.2795  0.3648    -4.6748 -4.2414
      6  -4.2479  0.2682    -4.5065 -4.2417
      7  -4.2387  0.1955    -4.5039 -4.2422
      8  -4.1935  0.4837    -4.5084 -3.9693
      9  -4.7300  1.4884    -8.4743 -3.0982
     10  -4.5127  1.2226    -7.8370 -3.2924
     11  -4.3624  0.9698    -6.6049 -3.4428
     12  -4.2713  0.7625    -5.1983 -3.5137
     13  -4.2831  0.6110    -5.0056 -3.7551
     14  -4.2914  0.4916    -4.9424 -3.9356
     15  -4.3009  0.4025    -4.9060 -3.9985
     16  -4.2621  0.3315    -4.7716 -3.9965
     17  -4.2325  0.2799    -4.7345 -3.9938
     18  -4.2561  0.2368    -4.7387 -4.0404
     19  -4.2323  0.2042    -4.6971 -4.0332
     20  -4.2513  0.1760    -4.7050 -4.0901
     21  -4.2623  0.1557    -4.7090 -4.1590
     22  -4.2441  0.1343    -4.6548 -4.1410
     23  -4.2398  0.1229    -4.6309 -4.1418
     24  -4.2505  0.1104    -4.6442 -4.2383
     25  -4.2466  0.1027    -4.6188 -4.2383
     26  -4.2935  0.1376    -4.7328 -4.2453
     27  -4.3529  0.1576    -4.7621 -4.2538
     28  -4.3064  0.1439    -4.7419 -4.2478
     29  -4.3111  0.1388    -4.7435 -4.2504
     30  -4.3034  0.1319    -4.7371 -4.2500
     31  -4.3091  0.1305    -4.7400 -4.2522
     32  -4.3113  0.1294    -4.7409 -4.2532
     33  -4.3066  0.1260    -4.7372 -4.2529
     34  -4.2990  0.1210    -4.7305 -4.2523
     35  -4.3013  0.1210    -4.7320 -4.2530
     36  -4.3029  0.1211    -4.7331 -4.2536
     37  -4.2960  0.1165    -4.7264 -4.2530
     38  -4.2899  0.1120    -4.7192 -4.2526
     39  -4.2865  0.1093    -4.7145 -4.2523
     40  -4.2826  0.1060    -4.7083 -4.2521
     41  -4.2842  0.1066    -4.7104 -4.2525

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.0997  0.0600     0.0028  0.1897
      1   0.0991  0.0603     0.0024  0.1896
      2   0.0993  0.0598     0.0029  0.1895
      3   0.1023  0.0590     0.0051  0.1900
      4   0.1054  0.0587     0.0055  0.1906
      5   0.1143  0.0558     0.0143  0.1918
      6   0.1226  0.0522     0.0253  0.1927
      7   0.1244  0.0507     0.0309  0.1929
      8   0.0648  0.0417     0.0040  0.1426
      9   0.0112  0.0126     0.0000  0.0328
     10   0.0137  0.0126     0.0000  0.0344
     11   0.0154  0.0124     0.0000  0.0359
     12   0.0165  0.0121     0.0001  0.0368
     13   0.0184  0.0123     0.0002  0.0388
     14   0.0200  0.0124     0.0009  0.0402
     15   0.0215  0.0124     0.0015  0.0413
     16   0.0231  0.0126     0.0023  0.0433
     17   0.0246  0.0127     0.0032  0.0452
     18   0.0262  0.0129     0.0046  0.0469
     19   0.0277  0.0131     0.0062  0.0483
     20   0.0292  0.0133     0.0075  0.0505
     21   0.0305  0.0133     0.0082  0.0519
     22   0.0320  0.0135     0.0091  0.0535
     23   0.0326  0.0134     0.0099  0.0540
     24   0.0340  0.0135     0.0111  0.0551
     25   0.0346  0.0134     0.0121  0.0557
     26   0.0288  0.0108     0.0092  0.0454
     27   0.0268  0.0102     0.0083  0.0414
     28   0.0268  0.0099     0.0084  0.0410
     29   0.0274  0.0098     0.0090  0.0413
     30   0.0280  0.0097     0.0096  0.0420
     31   0.0287  0.0097     0.0102  0.0429
     32   0.0290  0.0097     0.0108  0.0433
     33   0.0295  0.0096     0.0115  0.0437
     34   0.0300  0.0096     0.0125  0.0443
     35   0.0304  0.0095     0.0133  0.0446
     36   0.0307  0.0095     0.0140  0.0449
     37   0.0312  0.0095     0.0143  0.0454
     38   0.0316  0.0094     0.0145  0.0458
     39   0.0320  0.0094     0.0148  0.0460
     40   0.0323  0.0094     0.0150  0.0463
     41   0.0326  0.0094     0.0152  0.0465

