trialNum matrixIndex leftValue leftTime rightValue rightTime choice
  0  843 470.00  0.00 800.00 156.00  0
  1  661 370.00  0.00 800.00 52.00  1
  2  716 400.00  0.00 800.00 104.00  0
  3  608 340.00  0.00 800.00 104.00  0
  4  769 430.00  0.00 800.00 52.00  1
  5  751 420.00  0.00 800.00 52.00  1
  6  626 350.00  0.00 800.00 104.00  0
  7  751 410.00  0.00 800.00 104.00  0
  8  769 430.00  0.00 800.00 52.00  0
  9  751 420.00  0.00 800.00 104.00  1
 10 1421 790.00  0.00 800.00 520.00  0
 11 1421 790.00  0.00 800.00 260.00  0
 12 1421 790.00  0.00 800.00 260.00  0
 13  535 300.00  0.00 800.00 52.00  1
 14  553 310.00  0.00 800.00 52.00  1
 15  589 330.00  0.00 800.00 52.00  1
 16  770 430.00  0.00 800.00 104.00  0
 17  734 410.00  0.00 800.00 104.00  0
 18  679 380.00  0.00 800.00 52.00  1
 19  698 390.00  0.00 800.00 104.00  0
 20  697 390.00  0.00 800.00 52.00  1
 21  679 380.00  0.00 800.00 52.00  1
 22  680 380.00  0.00 800.00 104.00  0
 23  680 370.00  0.00 800.00 156.00  0
 24  680 400.00  0.00 800.00 52.00  1
 25  680 360.00  0.00 800.00 156.00  0
 26  662 370.00  0.00 800.00 104.00  1
 27  644 360.00  0.00 800.00 104.00  1
 28  626 350.00  0.00 800.00 104.00  0
 29  644 360.00  0.00 800.00 52.00  1
 30  644 360.00  0.00 800.00 156.00  0
 31  644 380.00  0.00 800.00 52.00  1
 32  644 340.00  0.00 800.00 52.00  1
 33  644 380.00  0.00 800.00 156.00  0
 34  644 350.00  0.00 800.00 156.00  0
 35  644 350.00  0.00 800.00 52.00  1
 36  644 340.00  0.00 800.00 52.00  1
 37  644 350.00  0.00 800.00 156.00  0
 38  644 350.00  0.00 800.00 156.00  0
 39  644 370.00  0.00 800.00 156.00  0
 40  644 360.00  0.00 800.00 156.00  0
 41  644 350.00  0.00 800.00 52.00  1
