Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -3.4587  0.9893    -4.7752 -2.4213
      1  -3.9749  0.7685    -4.9726 -3.4124
      2  -4.2715  0.6856    -5.2174 -3.9151
      3  -4.4271  0.6477    -5.3875 -4.1298
      4  -4.2857  0.4876    -4.7118 -4.0882
      5  -4.2843  0.3756    -4.6655 -4.2433
      6  -4.2717  0.2883    -4.6303 -4.2449
      7  -4.2535  0.1986    -4.5249 -4.2451
      8  -4.2459  0.1456    -4.5103 -4.2453
      9  -4.2448  0.1147    -4.5100 -4.2460
     10  -4.2426  0.0916    -4.5088 -4.2461
     11  -4.2407  0.0764    -4.5074 -4.2461
     12  -4.2401  0.0685    -4.5071 -4.2462
     13  -4.2408  0.0628    -4.5071 -4.2469
     14  -4.2410  0.0599    -4.5070 -4.2472
     15  -4.2401  0.0564    -4.5061 -4.2472
     16  -4.2407  0.0541    -4.5061 -4.2478
     17  -4.2410  0.0531    -4.5061 -4.2480
     18  -4.2412  0.0524    -4.5061 -4.2482
     19  -4.2413  0.0518    -4.5061 -4.2484
     20  -4.2408  0.0505    -4.5057 -4.2484
     21  -4.1530  0.1590    -4.5073 -3.9996
     22  -4.2083  0.1369    -4.5393 -4.0452
     23  -4.2340  0.1164    -4.5851 -4.1324
     24  -4.2461  0.1029    -4.6059 -4.2388
     25  -4.2366  0.0896    -4.5118 -4.2374
     26  -4.2353  0.0857    -4.5106 -4.2373
     27  -4.2426  0.0759    -4.5119 -4.2441
     28  -4.2362  0.0655    -4.5060 -4.2431
     29  -4.2337  0.0607    -4.5038 -4.2428
     30  -4.2325  0.0581    -4.5027 -4.2427
     31  -4.2328  0.0572    -4.5027 -4.2429
     32  -4.2329  0.0568    -4.5027 -4.2431
     33  -4.2364  0.0489    -4.5030 -4.2464
     34  -4.2350  0.0457    -4.5019 -4.2462
     35  -4.2336  0.0428    -4.5007 -4.2459
     36  -4.2337  0.0424    -4.5007 -4.2460
     37  -4.2362  0.0344    -4.5009 -4.2484
     38  -4.2352  0.0314    -4.5001 -4.2481
     39  -4.2363  0.0263    -4.5002 -4.2492
     40  -4.2363  0.0261    -4.5002 -4.2492
     41  -4.2305  0.0447    -4.4995 -4.2440

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.0986  0.0604     0.0001  0.1894
      1   0.0978  0.0605     0.0001  0.1892
      2   0.0977  0.0607     0.0003  0.1893
      3   0.0966  0.0604     0.0011  0.1888
      4   0.1088  0.0577     0.0060  0.1910
      5   0.1167  0.0548     0.0151  0.1920
      6   0.1185  0.0533     0.0212  0.1921
      7   0.1215  0.0512     0.0293  0.1923
      8   0.1232  0.0499     0.0340  0.1925
      9   0.1238  0.0494     0.0357  0.1925
     10   0.1245  0.0488     0.0375  0.1926
     11   0.1254  0.0482     0.0396  0.1926
     12   0.1256  0.0480     0.0403  0.1927
     13   0.1261  0.0476     0.0416  0.1927
     14   0.1263  0.0475     0.0421  0.1927
     15   0.1269  0.0471     0.0433  0.1928
     16   0.1273  0.0468     0.0443  0.1928
     17   0.1275  0.0466     0.0448  0.1928
     18   0.1277  0.0465     0.0453  0.1928
     19   0.1279  0.0464     0.0457  0.1928
     20   0.1282  0.0462     0.0464  0.1929
     21   0.0346  0.0135     0.0125  0.0560
     22   0.0340  0.0129     0.0124  0.0543
     23   0.0349  0.0132     0.0133  0.0554
     24   0.0359  0.0134     0.0141  0.0573
     25   0.0372  0.0134     0.0148  0.0587
     26   0.0374  0.0134     0.0151  0.0589
     27   0.0385  0.0136     0.0157  0.0602
     28   0.0397  0.0137     0.0165  0.0613
     29   0.0404  0.0136     0.0173  0.0618
     30   0.0408  0.0136     0.0179  0.0620
     31   0.0409  0.0135     0.0181  0.0621
     32   0.0410  0.0135     0.0182  0.0621
     33   0.0419  0.0136     0.0192  0.0634
     34   0.0424  0.0135     0.0202  0.0640
     35   0.0432  0.0136     0.0210  0.0649
     36   0.0432  0.0136     0.0211  0.0650
     37   0.0442  0.0137     0.0216  0.0661
     38   0.0451  0.0137     0.0221  0.0670
     39   0.0458  0.0138     0.0226  0.0677
     40   0.0459  0.0138     0.0226  0.0677
     41   0.0395  0.0112     0.0200  0.0564

