Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -4.8755  1.6147    -7.5125 -2.5694
      1  -6.2462  0.9470    -7.9257 -5.1267
      2  -5.6095  0.5875    -6.4304 -5.0733
      3  -5.1972  0.5027    -5.8154 -4.8090
      4  -5.0117  0.5177    -5.5361 -4.4372
      5  -4.6448  0.9208    -5.6420 -3.0131
      6  -4.0759  1.2570    -6.8373 -2.5431
      7  -3.6739  1.3697    -7.1831 -2.4286
      8  -3.4976  1.1313    -5.5352 -2.4220
      9  -3.7552  1.0552    -5.5151 -2.5863
     10  -3.9264  0.9338    -5.3190 -2.8673
     11  -4.0123  0.7998    -5.1860 -3.1468
     12  -4.1788  0.7361    -5.2685 -3.4225
     13  -4.2358  0.6372    -5.2372 -3.5855
     14  -4.5150  0.7401    -5.6164 -3.7509
     15  -4.4811  0.6328    -5.5052 -3.7738
     16  -4.7437  0.7171    -5.8616 -3.9840
     17  -4.7173  0.6221    -5.7594 -4.0055
     18  -4.9895  0.7347    -6.1633 -4.1841
     19  -4.9671  0.6430    -6.0660 -4.2382
     20  -4.8437  0.5865    -5.8248 -4.1477
     21  -5.0700  0.6642    -6.1268 -4.3263
     22  -5.0543  0.5856    -6.0618 -4.3548
     23  -5.2341  0.6077    -6.2597 -4.5542
     24  -5.2253  0.5499    -6.1974 -4.5703
     25  -5.4064  0.5830    -6.4256 -4.7490
     26  -5.5916  0.6223    -6.6783 -4.8932
     27  -5.7678  0.6569    -6.9249 -5.0807
     28  -5.7659  0.5978    -6.8693 -5.1013
     29  -5.9415  0.6277    -7.1039 -5.2532
     30  -6.1541  0.6977    -7.4685 -5.4036
     31  -6.3771  0.7608    -7.8437 -5.5787
     32  -6.3853  0.7118    -7.7965 -5.6256
     33  -6.6481  0.7783    -8.2535 -5.7874
     34  -6.4264  0.6565    -7.6742 -5.7001
     35  -6.6232  0.6956    -7.9768 -5.8968
     36  -6.4444  0.6054    -7.5382 -5.7819
     37  -6.2801  0.5944    -7.2865 -5.6631
     38  -6.2859  0.5383    -7.2596 -5.6844
     39  -6.4282  0.5600    -7.4600 -5.8238
     40  -6.5678  0.5799    -7.6371 -5.9501
     41  -6.7137  0.6052    -7.8258 -6.0788

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1004  0.0592     0.0056  0.1896
      1   0.0994  0.0594     0.0051  0.1895
      2   0.1019  0.0589     0.0059  0.1899
      3   0.0989  0.0599     0.0039  0.1895
      4   0.0977  0.0610     0.0030  0.1896
      5   0.0345  0.0340     0.0001  0.1016
      6   0.0108  0.0088     0.0000  0.0249
      7   0.0080  0.0055     0.0000  0.0144
      8   0.0087  0.0052     0.0001  0.0151
      9   0.0093  0.0056     0.0001  0.0172
     10   0.0101  0.0060     0.0001  0.0188
     11   0.0111  0.0063     0.0001  0.0198
     12   0.0114  0.0063     0.0001  0.0200
     13   0.0122  0.0065     0.0004  0.0206
     14   0.0099  0.0052     0.0001  0.0168
     15   0.0102  0.0050     0.0003  0.0170
     16   0.0087  0.0042     0.0001  0.0134
     17   0.0089  0.0041     0.0003  0.0134
     18   0.0075  0.0032     0.0001  0.0115
     19   0.0078  0.0029     0.0002  0.0116
     20   0.0080  0.0031     0.0003  0.0121
     21   0.0073  0.0026     0.0001  0.0099
     22   0.0074  0.0024     0.0003  0.0100
     23   0.0072  0.0022     0.0002  0.0084
     24   0.0073  0.0020     0.0003  0.0086
     25   0.0071  0.0018     0.0003  0.0069
     26   0.0069  0.0016     0.0002  0.0068
     27   0.0068  0.0016     0.0002  0.0067
     28   0.0069  0.0013     0.0003  0.0067
     29   0.0069  0.0013     0.0003  0.0067
     30   0.0068  0.0013     0.0002  0.0067
     31   0.0067  0.0014     0.0002  0.0066
     32   0.0069  0.0010     0.0003  0.0067
     33   0.0068  0.0011     0.0003  0.0066
     34   0.0068  0.0011     0.0003  0.0066
     35   0.0068  0.0011     0.0003  0.0066
     36   0.0068  0.0011     0.0003  0.0066
     37   0.0068  0.0012     0.0002  0.0066
     38   0.0069  0.0009     0.0003  0.0066
     39   0.0069  0.0010     0.0003  0.0066
     40   0.0069  0.0010     0.0003  0.0066
     41   0.0068  0.0010     0.0003  0.0066

