Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -5.7565  2.0723    -9.1275 -2.6618
      1  -7.5052  1.1137    -6.0445 -6.0008
      2  -6.5915  0.6862    -7.6324 -5.9107
      3  -6.1486  0.5121    -6.8330 -5.7287
      4  -5.9760  0.4517    -6.4684 -5.6405
      5  -6.1588  0.3500    -6.6186 -5.9850
      6  -6.1368  0.2796    -6.4414 -5.9942
      7  -6.1683  0.1830    -6.4415 -6.1772
      8  -6.1731  0.1336    -6.4411 -6.1797
      9  -6.1669  0.0974    -6.4353 -6.1797
     10  -6.1711  0.0691    -6.4352 -6.1833
     11  -6.1488  0.2135    -6.4380 -6.0452
     12  -6.1531  0.1628    -6.4374 -6.0702
     13  -6.1552  0.1302    -6.4370 -6.0846
     14  -5.9905  0.7195    -6.9150 -5.3194
     15  -6.0031  0.5646    -6.7154 -5.5845
     16  -5.9903  0.4527    -6.6170 -5.6426
     17  -5.8266  0.7782    -6.8616 -4.8942
     18  -5.8334  0.6241    -6.6597 -5.1771
     19  -5.8372  0.5164    -6.5985 -5.2869
     20  -5.8771  0.4371    -6.5887 -5.4177
     21  -5.9078  0.3777    -6.5864 -5.5281
     22  -5.8816  0.3329    -6.4616 -5.5256
     23  -5.9070  0.2967    -6.4686 -5.6274
     24  -5.8858  0.2690    -6.4259 -5.6259
     25  -5.9095  0.2454    -6.4291 -5.6536
     26  -5.8140  0.2936    -6.4032 -5.4933
     27  -5.7961  0.2699    -6.3704 -5.4888
     28  -5.8146  0.2492    -6.3746 -5.5682
     29  -5.7991  0.2341    -6.3412 -5.5619
     30  -5.8175  0.2195    -6.3484 -5.6251
     31  -5.8011  0.2085    -6.3064 -5.6233
     32  -5.7178  0.2303    -6.2016 -5.4471
     33  -5.7330  0.2176    -6.2114 -5.4930
     34  -5.7189  0.2085    -6.1658 -5.4853
     35  -5.7322  0.1992    -6.1672 -5.5382
     36  -5.7103  0.1910    -6.1548 -5.5149
     37  -5.7264  0.1833    -6.1575 -5.5907
     38  -5.7049  0.1759    -6.1463 -5.5595
     39  -5.6619  0.1728    -6.1269 -5.4728
     40  -5.6727  0.1663    -6.1299 -5.5135
     41  -5.6688  0.1626    -6.1256 -5.5129

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1017  0.0587     0.0067  0.1898
      1   0.1019  0.0587     0.0069  0.1899
      2   0.1003  0.0593     0.0055  0.1897
      3   0.1005  0.0591     0.0054  0.1896
      4   0.1028  0.0586     0.0064  0.1900
      5   0.1062  0.0578     0.0087  0.1906
      6   0.1140  0.0553     0.0152  0.1917
      7   0.1223  0.0517     0.0268  0.1926
      8   0.1240  0.0504     0.0318  0.1927
      9   0.1291  0.0479     0.0403  0.1933
     10   0.1324  0.0459     0.0473  0.1936
     11   0.0770  0.0410     0.0151  0.1516
     12   0.0779  0.0405     0.0176  0.1520
     13   0.0785  0.0402     0.0191  0.1523
     14   0.0168  0.0115     0.0000  0.0343
     15   0.0177  0.0111     0.0001  0.0346
     16   0.0189  0.0109     0.0007  0.0358
     17   0.0106  0.0069     0.0000  0.0200
     18   0.0113  0.0066     0.0001  0.0202
     19   0.0116  0.0064     0.0003  0.0203
     20   0.0124  0.0065     0.0006  0.0208
     21   0.0131  0.0065     0.0008  0.0221
     22   0.0139  0.0066     0.0010  0.0232
     23   0.0146  0.0067     0.0012  0.0241
     24   0.0152  0.0067     0.0015  0.0248
     25   0.0160  0.0068     0.0018  0.0255
     26   0.0129  0.0055     0.0010  0.0199
     27   0.0135  0.0056     0.0012  0.0202
     28   0.0140  0.0056     0.0014  0.0204
     29   0.0145  0.0056     0.0016  0.0206
     30   0.0150  0.0055     0.0019  0.0210
     31   0.0155  0.0055     0.0023  0.0220
     32   0.0135  0.0050     0.0014  0.0196
     33   0.0139  0.0049     0.0016  0.0198
     34   0.0143  0.0049     0.0019  0.0200
     35   0.0147  0.0049     0.0022  0.0202
     36   0.0152  0.0049     0.0026  0.0204
     37   0.0156  0.0049     0.0032  0.0206
     38   0.0160  0.0050     0.0038  0.0208
     39   0.0157  0.0049     0.0033  0.0206
     40   0.0160  0.0049     0.0040  0.0208
     41   0.0162  0.0049     0.0047  0.0210

