trialNum matrixIndex leftValue leftTime rightValue rightTime choice
  0 1286 720.00  0.00 800.00 10.80  1
  1  935 520.00  0.00 800.00 520.00  0
  2  790 440.00  0.00 800.00 260.00  0
  3  771 430.00  0.00 800.00 156.00  1
  4  682 380.00  0.00 800.00 260.00  1
  5  790 440.00  0.00 800.00 260.00  1
  6  790 440.00  0.00 800.00 156.00  1
  7  790 440.00  0.00 800.00 156.00  1
  8  790 460.00  0.00 800.00 520.00  1
  9 1061 590.00  0.00 800.00 520.00  0
 10  989 550.00  0.00 800.00 520.00  0
 11  863 480.00  0.00 800.00 520.00  0
 12  737 410.00  0.00 800.00 520.00  1
 13 1007 560.00  0.00 800.00 520.00  0
 14  665 370.00  0.00 800.00 520.00  1
 15  917 510.00  0.00 800.00 520.00  0
 16  719 400.00  0.00 800.00 520.00  1
 17  683 380.00  0.00 800.00 520.00  1
 18  917 510.00  0.00 800.00 520.00  0
 19  899 500.00  0.00 800.00 520.00  0
 20  683 380.00  0.00 800.00 520.00  1
 21  899 490.00  0.00 800.00 260.00  1
 22  881 490.00  0.00 800.00 520.00  1
 23  863 480.00  0.00 800.00 520.00  0
 24  881 510.00  0.00 800.00 260.00  1
 25  899 500.00  0.00 800.00 520.00  0
 26  899 520.00  0.00 800.00 260.00  1
 27  881 490.00  0.00 800.00 520.00  0
 28  899 500.00  0.00 800.00 260.00  1
 29  899 520.00  0.00 800.00 260.00  0
 30  935 520.00  0.00 800.00 520.00  0
 31  935 520.00  0.00 800.00 260.00  1
 32  917 510.00  0.00 800.00 520.00  0
 33  917 490.00  0.00 800.00 260.00  1
 34  917 490.00  0.00 800.00 260.00  1
 35  917 510.00  0.00 800.00 260.00  1
 36  917 500.00  0.00 800.00 260.00  1
 37  917 530.00  0.00 800.00 260.00  1
 38  899 500.00  0.00 800.00 520.00  0
 39  917 490.00  0.00 800.00 260.00  0
 40  935 520.00  0.00 800.00 520.00  0
 41  935 520.00  0.00 800.00 260.00  1
