Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -6.9075  1.4493    -8.0161 -4.8152
      1  -5.7002  0.8376    -6.9624 -4.5857
      2  -5.1227  0.6069    -5.8910 -4.3804
      3  -5.4948  0.4611    -6.0854 -5.1964
      4  -5.6499  0.4298    -6.1694 -5.4345
      5  -5.9036  0.7345    -7.2617 -5.4208
      6  -5.9175  0.6138    -7.0172 -5.6285
      7  -5.9222  0.5305    -6.8999 -5.6429
      8  -6.6566  1.1085    -8.8126 -5.1335
      9  -6.4660  0.8904    -8.1732 -5.6083
     10  -6.3387  0.7094    -7.4938 -5.6917
     11  -6.2237  0.5899    -7.0791 -5.6972
     12  -6.3781  0.6117    -7.2575 -5.9005
     13  -6.3424  0.4960    -7.0269 -5.9228
     14  -6.4190  0.4422    -7.0826 -6.0604
     15  -6.3746  0.3708    -6.9603 -6.0504
     16  -6.4441  0.3389    -6.9817 -6.1933
     17  -6.4847  0.2981    -6.9885 -6.2410
     18  -6.4518  0.2508    -6.9501 -6.2319
     19  -6.4257  0.2167    -6.9030 -6.2236
     20  -6.4529  0.1890    -6.9169 -6.2724
     21  -6.4656  0.1677    -6.9210 -6.3185
     22  -6.5372  0.2113    -6.9798 -6.4493
     23  -6.4965  0.1863    -6.9527 -6.4064
     24  -6.5086  0.1702    -6.9565 -6.4519
     25  -6.4851  0.1473    -6.9287 -6.4498
     26  -6.4954  0.1390    -6.9359 -6.4556
     27  -6.4741  0.1182    -6.8940 -6.4537
     28  -6.4790  0.1121    -6.8995 -6.4570
     29  -6.4543  0.1172    -6.8263 -6.4304
     30  -6.4474  0.1037    -6.7550 -6.4199
     31  -6.4547  0.0942    -6.7775 -6.4518
     32  -6.4487  0.0834    -6.7213 -6.4512
     33  -6.4521  0.0767    -6.7217 -6.4542
     34  -6.4545  0.0719    -6.7220 -6.4564
     35  -6.4571  0.0687    -6.7228 -6.4583
     36  -6.4587  0.0668    -6.7233 -6.4595
     37  -6.4613  0.0675    -6.7494 -6.4605
     38  -6.4556  0.0556    -6.7193 -6.4602
     39  -6.4493  0.0633    -6.7172 -6.4557
     40  -6.4467  0.0576    -6.7148 -6.4554
     41  -6.4494  0.0527    -6.7153 -6.4577

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1035  0.0584     0.0064  0.1901
      1   0.1024  0.0589     0.0050  0.1900
      2   0.1016  0.0593     0.0047  0.1899
      3   0.1041  0.0585     0.0052  0.1902
      4   0.1030  0.0582     0.0057  0.1899
      5   0.0490  0.0407     0.0001  0.1274
      6   0.0532  0.0405     0.0005  0.1306
      7   0.0562  0.0402     0.0030  0.1330
      8   0.0125  0.0094     0.0000  0.0270
      9   0.0146  0.0099     0.0001  0.0297
     10   0.0165  0.0101     0.0001  0.0319
     11   0.0181  0.0102     0.0002  0.0334
     12   0.0174  0.0102     0.0001  0.0329
     13   0.0188  0.0101     0.0009  0.0339
     14   0.0201  0.0105     0.0015  0.0359
     15   0.0214  0.0106     0.0024  0.0378
     16   0.0225  0.0110     0.0030  0.0397
     17   0.0239  0.0113     0.0040  0.0411
     18   0.0252  0.0114     0.0058  0.0429
     19   0.0264  0.0116     0.0072  0.0447
     20   0.0279  0.0118     0.0078  0.0464
     21   0.0290  0.0119     0.0085  0.0473
     22   0.0247  0.0101     0.0071  0.0398
     23   0.0255  0.0101     0.0075  0.0405
     24   0.0265  0.0102     0.0080  0.0413
     25   0.0275  0.0103     0.0086  0.0427
     26   0.0285  0.0104     0.0092  0.0441
     27   0.0295  0.0105     0.0100  0.0454
     28   0.0304  0.0105     0.0109  0.0461
     29   0.0268  0.0093     0.0089  0.0402
     30   0.0275  0.0093     0.0095  0.0407
     31   0.0284  0.0093     0.0102  0.0413
     32   0.0292  0.0093     0.0111  0.0422
     33   0.0298  0.0093     0.0121  0.0431
     34   0.0305  0.0093     0.0133  0.0439
     35   0.0311  0.0093     0.0141  0.0447
     36   0.0317  0.0093     0.0144  0.0453
     37   0.0324  0.0094     0.0147  0.0461
     38   0.0332  0.0094     0.0152  0.0467
     39   0.0281  0.0080     0.0120  0.0393
     40   0.0286  0.0080     0.0131  0.0397
     41   0.0292  0.0080     0.0140  0.0402

