trialNum, leftMoney, leftTime, rightMoney, rightTime
5.0, 400, 0.0, 800, 156
6.0, 200, 0.0, 800, 156
7.0, 300, 0.0, 800, 156
8.0, 350, 0.0, 800, 156
9.0, 375, 0.0, 800, 156
10.0, 387, 0.0, 800, 156
11.0, 400, 0.0, 800, 26
12.0, 600, 0.0, 800, 26
13.0, 500, 0.0, 800, 26
14.0, 450, 0.0, 800, 26
15.0, 475, 0.0, 800, 26
16.0, 487, 0.0, 800, 26
17.0, 400, 0.0, 800, 52
18.0, 600, 0.0, 800, 52
19.0, 500, 0.0, 800, 52
20.0, 550, 0.0, 800, 52
21.0, 575, 0.0, 800, 52
22.0, 562, 0.0, 800, 52
23.0, 400, 0.0, 800, 520
24.0, 200, 0.0, 800, 520
25.0, 100, 0.0, 800, 520
26.0, 150, 0.0, 800, 520
27.0, 175, 0.0, 800, 520
28.0, 187, 0.0, 800, 520
29.0, 800, 1.0, 400, 0
30.0, 800, 1.0, 600, 0
31.0, 800, 1.0, 700, 0
32.0, 800, 1.0, 650, 0
33.0, 800, 1.0, 675, 0
34.0, 800, 1.0, 662, 0
35.0, 400, 0.0, 800, 2
36.0, 600, 0.0, 800, 2
37.0, 700, 0.0, 800, 2
38.0, 650, 0.0, 800, 2
39.0, 675, 0.0, 800, 2
40.0, 687, 0.0, 800, 2
41.0, 400, 0.0, 800, 4
42.0, 600, 0.0, 800, 4
43.0, 700, 0.0, 800, 4
44.0, 650, 0.0, 800, 4
45.0, 675, 0.0, 800, 4
46.0, 687, 0.0, 800, 4
