Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -3.9833  1.3408    -6.8491 -2.4661
      1  -4.9112  1.1540    -7.9251 -3.9853
      2  -5.5661  1.2185    -8.6306 -4.6932
      3  -4.9348  0.5265    -5.4925 -4.6019
      4  -5.1315  0.5584    -5.8217 -4.8756
      5  -5.1447  0.4727    -5.6765 -5.0714
      6  -5.0801  0.2795    -5.3380 -5.0719
      7  -5.0664  0.1970    -5.3315 -5.0726
      8  -5.0695  0.1437    -5.3310 -5.0774
      9  -5.0659  0.1023    -5.3291 -5.0776
     10  -5.0667  0.0747    -5.3290 -5.0790
     11  -5.1828  0.6327    -6.0023 -5.0179
     12  -5.4092  0.9850    -7.7780 -4.2284
     13  -5.3649  0.7765    -6.8207 -4.8791
     14  -5.2995  0.5998    -6.1129 -5.0482
     15  -5.2577  0.4636    -5.8302 -5.0714
     16  -5.2294  0.3635    -5.6698 -5.0749
     17  -5.1604  0.3607    -5.6045 -5.0661
     18  -5.1180  0.3097    -5.5735 -5.0496
     19  -5.0921  0.2533    -5.5292 -5.0570
     20  -5.0563  0.3516    -5.4788 -4.8367
     21  -4.9740  0.7102    -5.7133 -4.3050
     22  -4.9443  0.5592    -5.5367 -4.3968
     23  -4.9612  0.4464    -5.4963 -4.5535
     24  -4.9830  0.3614    -5.4783 -4.6627
     25  -5.0024  0.2964    -5.4699 -4.7931
     26  -5.0201  0.2479    -5.4682 -4.8176
     27  -5.0251  0.2116    -5.4606 -4.8299
     28  -5.0400  0.1843    -5.4644 -4.8533
     29  -5.0529  0.1629    -5.4687 -4.8815
     30  -5.0641  0.1457    -5.4738 -4.9203
     31  -5.0554  0.1303    -5.4127 -4.9157
     32  -5.0629  0.1183    -5.4161 -4.9589
     33  -5.0563  0.1080    -5.3416 -4.9524
     34  -5.0631  0.0981    -5.3420 -5.0151
     35  -5.0579  0.0905    -5.3375 -5.0054
     36  -5.0713  0.0872    -5.3639 -5.0702
     37  -5.0670  0.0793    -5.3391 -5.0699
     38  -5.0634  0.0728    -5.3357 -5.0695
     39  -5.0628  0.0709    -5.3351 -5.0696
     40  -5.0661  0.0648    -5.3354 -5.0727
     41  -5.0655  0.0632    -5.3348 -5.0727

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.0960  0.0607     0.0022  0.1891
      1   0.0916  0.0616     0.0015  0.1884
      2   0.0807  0.0617     0.0009  0.1859
      3   0.1059  0.0594     0.0036  0.1909
      4   0.1058  0.0613     0.0017  0.1915
      5   0.1151  0.0584     0.0059  0.1926
      6   0.1254  0.0527     0.0228  0.1934
      7   0.1302  0.0494     0.0356  0.1938
      8   0.1343  0.0466     0.0459  0.1941
      9   0.1377  0.0443     0.0537  0.1944
     10   0.1409  0.0424     0.0604  0.1947
     11   0.0453  0.0311     0.0001  0.0985
     12   0.0211  0.0184     0.0000  0.0524
     13   0.0233  0.0179     0.0000  0.0535
     14   0.0261  0.0176     0.0001  0.0551
     15   0.0284  0.0173     0.0010  0.0569
     16   0.0304  0.0170     0.0029  0.0585
     17   0.0308  0.0172     0.0029  0.0592
     18   0.0333  0.0177     0.0043  0.0621
     19   0.0358  0.0180     0.0066  0.0651
     20   0.0286  0.0156     0.0024  0.0535
     21   0.0143  0.0094     0.0001  0.0284
     22   0.0150  0.0091     0.0001  0.0288
     23   0.0162  0.0091     0.0007  0.0301
     24   0.0174  0.0091     0.0012  0.0313
     25   0.0185  0.0091     0.0018  0.0323
     26   0.0196  0.0091     0.0025  0.0332
     27   0.0202  0.0090     0.0031  0.0335
     28   0.0212  0.0091     0.0041  0.0342
     29   0.0221  0.0091     0.0053  0.0353
     30   0.0230  0.0092     0.0067  0.0367
     31   0.0238  0.0092     0.0074  0.0375
     32   0.0246  0.0092     0.0078  0.0384
     33   0.0253  0.0092     0.0082  0.0390
     34   0.0261  0.0092     0.0087  0.0397
     35   0.0268  0.0092     0.0092  0.0402
     36   0.0265  0.0091     0.0090  0.0399
     37   0.0272  0.0091     0.0096  0.0403
     38   0.0278  0.0091     0.0102  0.0407
     39   0.0279  0.0090     0.0104  0.0408
     40   0.0286  0.0090     0.0112  0.0412
     41   0.0287  0.0090     0.0116  0.0412

