trialNum matrixIndex leftValue leftTime rightValue rightTime choice
  0 1132 630.00  0.00 800.00 260.00  0
  1  626 350.00  0.00 800.00 104.00  0
  2  714 400.00  0.00 800.00 26.00  0
  3  765 430.00  0.00 800.00 12.90  0
  4  728 410.00  0.00 800.00 10.80  0
  5  746 420.00  0.00 800.00 10.80  0
  6  675 380.00  0.00 800.00 12.90  1
  7  693 390.00  0.00 800.00 12.90  1
  8 1419 790.00  0.00 800.00 156.00  0
  9  784 440.00  0.00 800.00 17.20  0
 10  728 410.00  0.00 800.00 10.80  0
 11  873 490.00  0.00 800.00 12.90  0
 12  693 390.00  0.00 800.00 12.90  1
 13  710 400.00  0.00 800.00 10.80  1
 14  692 390.00  0.00 800.00 10.80  1
 15  674 380.00  0.00 800.00 10.80  1
 16  674 380.00  0.00 800.00 12.90  1
 17  766 430.00  0.00 800.00 17.20  0
 18  674 380.00  0.00 800.00  8.60  1
 19  674 370.00  0.00 800.00  8.60  1
 20  730 410.00  0.00 800.00 17.20  1
 21  802 450.00  0.00 800.00 17.20  0
 22  766 430.00  0.00 800.00 17.20  0
 23  748 420.00  0.00 800.00 17.20  1
 24  802 450.00  0.00 800.00 17.20  0
 25  784 440.00  0.00 800.00 17.20  0
 26  784 420.00  0.00 800.00 12.90  0
 27  784 440.00  0.00 800.00 21.50  0
 28  602 340.00  0.00 800.00 10.80  1
 29  766 430.00  0.00 800.00 17.20  1
 30  802 450.00  0.00 800.00 17.20  1
 31  982 550.00  0.00 800.00 17.20  0
 32  928 520.00  0.00 800.00 17.20  0
 33  549 310.00  0.00 800.00 12.90  1
 34  856 480.00  0.00 800.00 17.20  1
 35  495 280.00  0.00 800.00 12.90  1
 36  531 300.00  0.00 800.00 12.90  1
 37  585 330.00  0.00 800.00 12.90  1
 38  946 530.00  0.00 800.00 17.20  0
 39  585 350.00  0.00 800.00 10.80  1
 40  550 310.00  0.00 800.00 17.20  1
 41  550 310.00  0.00 800.00 12.90  1
