Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -5.7606  2.0708    -9.1280 -2.6655
      1  -4.0176  1.1202    -5.7969 -2.4863
      2  -3.0641  0.6915    -3.9446 -2.3870
      3  -3.4630  0.5518    -4.1016 -3.1246
      4  -3.2003  0.5821    -3.6797 -2.9007
      5  -3.2103  0.4584    -3.6604 -3.1353
      6  -3.1551  0.3355    -3.4061 -3.1349
      7  -3.1352  0.2486    -3.3974 -3.1351
      8  -3.1341  0.1810    -3.3968 -3.1390
      9  -3.1289  0.1342    -3.3948 -3.1391
     10  -3.1365  0.1595    -3.3962 -3.1431
     11  -3.1348  0.1161    -3.3959 -3.1440
     12  -3.1322  0.0841    -3.3946 -3.1441
     13  -3.1325  0.0620    -3.3946 -3.1449
     14  -3.1319  0.0445    -3.3944 -3.1450
     15  -3.1317  0.0328    -3.3943 -3.1450
     16  -3.1357  0.0882    -3.3975 -3.1447
     17  -3.1329  0.0637    -3.3953 -3.1447
     18  -3.1329  0.0485    -3.3952 -3.1451
     19  -3.1319  0.0351    -3.3944 -3.1451
     20  -3.1320  0.0268    -3.3944 -3.1452
     21  -3.1318  0.0206    -3.3943 -3.1453
     22  -3.1318  0.0160    -3.3943 -3.1453
     23  -3.1316  0.0112    -3.3941 -3.1453
     24  -3.1322  0.0268    -3.3946 -3.1453
     25  -3.1318  0.0191    -3.3943 -3.1453
     26  -3.1316  0.0140    -3.3941 -3.1453
     27  -3.1315  0.0105    -3.3941 -3.1453
     28  -3.1315  0.0079    -3.3940 -3.1453
     29  -3.1315  0.0092    -3.3941 -3.1453
     30  -3.1315  0.0069    -3.3940 -3.1453
     31  -3.1315  0.0053    -3.3940 -3.1453
     32  -3.1315  0.0041    -3.3940 -3.1453
     33  -3.1315  0.0032    -3.3940 -3.1453
     34  -3.1315  0.0034    -3.3940 -3.1453
     35  -3.1315  0.0026    -3.3940 -3.1453
     36  -3.1315  0.0020    -3.3940 -3.1453
     37  -3.1315  0.0043    -3.3940 -3.1453
     38  -3.1315  0.0100    -3.3940 -3.1452
     39  -3.1315  0.0074    -3.3940 -3.1453
     40  -3.1315  0.0058    -3.3940 -3.1453
     41  -3.1315  0.0046    -3.3940 -3.1453

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1021  0.0586     0.0073  0.1899
      1   0.1020  0.0586     0.0074  0.1899
      2   0.1027  0.0584     0.0079  0.1900
      3   0.1021  0.0589     0.0068  0.1900
      4   0.0979  0.0600     0.0046  0.1893
      5   0.1083  0.0577     0.0094  0.1910
      6   0.1184  0.0541     0.0183  0.1922
      7   0.1250  0.0510     0.0279  0.1930
      8   0.1274  0.0491     0.0354  0.1931
      9   0.1314  0.0471     0.0428  0.1936
     10   0.1251  0.0474     0.0390  0.1918
     11   0.1261  0.0466     0.0424  0.1919
     12   0.1295  0.0449     0.0485  0.1924
     13   0.1327  0.0434     0.0538  0.1928
     14   0.1329  0.0432     0.0545  0.1928
     15   0.1330  0.0431     0.0548  0.1928
     16   0.0938  0.0406     0.0305  0.1664
     17   0.0969  0.0400     0.0348  0.1681
     18   0.0995  0.0395     0.0377  0.1697
     19   0.1026  0.0390     0.0414  0.1715
     20   0.1053  0.0387     0.0441  0.1732
     21   0.1080  0.0383     0.0470  0.1748
     22   0.1104  0.0379     0.0497  0.1763
     23   0.1128  0.0375     0.0523  0.1776
     24   0.0878  0.0313     0.0388  0.1419
     25   0.0896  0.0311     0.0413  0.1434
     26   0.0917  0.0310     0.0432  0.1451
     27   0.0936  0.0309     0.0451  0.1470
     28   0.0955  0.0308     0.0472  0.1488
     29   0.0922  0.0298     0.0452  0.1433
     30   0.0940  0.0297     0.0472  0.1447
     31   0.0957  0.0296     0.0490  0.1465
     32   0.0973  0.0295     0.0505  0.1481
     33   0.0990  0.0295     0.0521  0.1497
     34   0.0973  0.0290     0.0511  0.1468
     35   0.0988  0.0289     0.0528  0.1483
     36   0.0998  0.0288     0.0541  0.1491
     37   0.0837  0.0239     0.0446  0.1229
     38   0.0699  0.0200     0.0362  0.1018
     39   0.0710  0.0199     0.0372  0.1026
     40   0.0720  0.0198     0.0384  0.1033
     41   0.0730  0.0197     0.0397  0.1044

