Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -5.7579  2.0719    -9.1276 -2.6628
      1  -4.0131  1.1169    -5.7927 -2.4849
      2  -3.1941  0.7189    -4.2089 -2.4010
      3  -2.6706  0.5744    -3.2934 -2.3460
      4  -2.5047  0.4905    -2.9384 -2.3306
      5  -2.3802  0.4719    -2.7694 -2.3181
      6  -2.3392  0.3773    -2.5727 -2.3168
      7  -2.3208  0.2731    -2.5682 -2.3166
      8  -2.3118  0.1977    -2.5664 -2.3165
      9  -2.3073  0.1430    -2.5657 -2.3164
     10  -2.3372  0.3933    -2.5686 -2.3166
     11  -2.3210  0.2878    -2.5669 -2.3165
     12  -2.3124  0.2106    -2.5660 -2.3165
     13  -2.3079  0.1547    -2.5656 -2.3164
     14  -2.3054  0.1134    -2.5653 -2.3164
     15  -2.3041  0.0825    -2.5652 -2.3164
     16  -2.3034  0.0603    -2.5652 -2.3164
     17  -2.3071  0.1429    -2.5655 -2.3164
     18  -2.3291  0.3467    -2.5673 -2.3165
     19  -2.3166  0.2521    -2.5663 -2.3165
     20  -2.3100  0.1839    -2.5657 -2.3164
     21  -2.3066  0.1340    -2.5654 -2.3164
     22  -2.3047  0.0977    -2.5653 -2.3164
     23  -2.3037  0.0711    -2.5652 -2.3164
     24  -2.3090  0.1698    -2.5656 -2.3164
     25  -2.3060  0.1242    -2.5654 -2.3164
     26  -2.3044  0.0911    -2.5652 -2.3164
     27  -2.3128  0.2136    -2.5660 -2.3164
     28  -2.3600  0.5032    -2.5701 -2.3167
     29  -2.3322  0.3620    -2.5677 -2.3165
     30  -2.3179  0.2602    -2.5665 -2.3165
     31  -2.3107  0.1887    -2.5658 -2.3164
     32  -2.3069  0.1381    -2.5655 -2.3164
     33  -2.3049  0.1005    -2.5653 -2.3164
     34  -2.3038  0.0733    -2.5652 -2.3164
     35  -2.3033  0.0535    -2.5652 -2.3164
     36  -2.3029  0.0389    -2.5651 -2.3164
     37  -2.3028  0.0285    -2.5651 -2.3164
     38  -2.3027  0.0208    -2.5651 -2.3164
     39  -2.3031  0.0485    -2.5651 -2.3164
     40  -2.3029  0.0355    -2.5651 -2.3164
     41  -2.3042  0.0838    -2.5653 -2.3164

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1027  0.0583     0.0083  0.1899
      1   0.1026  0.0583     0.0082  0.1899
      2   0.1031  0.0580     0.0091  0.1900
      3   0.1028  0.0579     0.0091  0.1899
      4   0.1066  0.0567     0.0128  0.1904
      5   0.1073  0.0559     0.0145  0.1904
      6   0.1187  0.0536     0.0222  0.1923
      7   0.1238  0.0508     0.0309  0.1928
      8   0.1281  0.0485     0.0385  0.1933
      9   0.1320  0.0465     0.0453  0.1937
     10   0.0830  0.0434     0.0177  0.1621
     11   0.0868  0.0426     0.0225  0.1642
     12   0.0905  0.0419     0.0267  0.1663
     13   0.0939  0.0414     0.0303  0.1684
     14   0.0972  0.0409     0.0340  0.1703
     15   0.1003  0.0404     0.0371  0.1720
     16   0.1033  0.0400     0.0405  0.1738
     17   0.0730  0.0306     0.0259  0.1258
     18   0.0493  0.0218     0.0143  0.0849
     19   0.0509  0.0214     0.0162  0.0860
     20   0.0524  0.0211     0.0181  0.0872
     21   0.0539  0.0209     0.0203  0.0882
     22   0.0553  0.0208     0.0218  0.0892
     23   0.0567  0.0207     0.0231  0.0904
     24   0.0427  0.0159     0.0154  0.0677
     25   0.0438  0.0158     0.0166  0.0684
     26   0.0448  0.0156     0.0178  0.0690
     27   0.0344  0.0126     0.0117  0.0534
     28   0.0252  0.0104     0.0055  0.0400
     29   0.0258  0.0101     0.0074  0.0402
     30   0.0263  0.0098     0.0080  0.0404
     31   0.0269  0.0097     0.0086  0.0407
     32   0.0276  0.0096     0.0092  0.0410
     33   0.0282  0.0095     0.0098  0.0413
     34   0.0287  0.0094     0.0105  0.0418
     35   0.0293  0.0093     0.0113  0.0425
     36   0.0298  0.0093     0.0122  0.0431
     37   0.0303  0.0092     0.0133  0.0437
     38   0.0308  0.0092     0.0140  0.0443
     39   0.0255  0.0077     0.0095  0.0359
     40   0.0260  0.0077     0.0099  0.0364
     41   0.0215  0.0065     0.0078  0.0300

