Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -3.5460  1.8682    -8.2599 -2.3392
      1  -3.8567  1.8463    -8.3849 -2.4770
      2  -4.6240  1.8943    -8.7457 -2.6963
      3  -4.2970  1.7069    -8.4233 -2.7033
      4  -4.0383  1.4927    -7.8753 -2.7086
      5  -3.6614  1.2463    -6.9084 -2.6622
      6  -3.4192  1.0918    -5.9079 -2.6176
      7  -3.7431  1.2080    -6.9743 -2.8345
      8  -3.5899  0.9551    -5.2817 -2.8493
      9  -3.4485  0.7784    -4.3847 -2.8234
     10  -3.4687  0.6439    -4.2328 -2.9816
     11  -3.7264  0.8229    -4.8983 -3.1432
     12  -3.6614  0.6535    -4.5643 -3.1492
     13  -4.0075  0.9282    -5.6893 -3.2174
     14  -5.6176  2.0511    -9.0917 -2.6798
     15  -5.5120  2.0354    -9.0636 -2.6895
     16  -5.3529  2.0028    -9.0166 -2.7110
     17  -5.1527  1.9393    -8.9425 -2.7617
     18  -4.8901  1.8195    -8.8008 -2.8471
     19  -4.6045  1.6324    -8.5299 -2.9342
     20  -4.3509  1.3981    -8.0148 -3.0161
     21  -4.1633  1.1605    -7.0573 -3.0809
     22  -4.0423  0.9578    -5.7370 -3.1249
     23  -3.9711  0.8067    -5.2506 -3.1399
     24  -3.8033  0.7676    -4.9180 -3.0104
     25  -3.7635  0.6595    -4.7793 -3.0176
     26  -3.6238  0.6291    -4.5646 -2.9216
     27  -3.4920  0.6291    -4.4157 -2.8213
     28  -3.6115  0.6069    -4.4880 -2.9646
     29  -3.7139  0.5821    -4.5766 -3.1396
     30  -3.6944  0.5108    -4.5233 -3.1415
     31  -3.5925  0.4927    -4.4111 -3.0391
     32  -3.6844  0.4764    -4.4719 -3.1706
     33  -3.7353  0.4445    -4.4961 -3.2309
     34  -3.6521  0.4289    -4.4084 -3.1799
     35  -3.5732  0.4196    -4.2736 -3.1402
     36  -3.6448  0.4082    -4.3605 -3.2002
     37  -3.7180  0.4064    -4.4307 -3.2788
     38  -3.6509  0.3967    -4.3344 -3.2230
     39  -3.6153  0.3690    -4.2503 -3.2037
     40  -3.6725  0.3586    -4.3313 -3.2738
     41  -3.6164  0.3500    -4.2276 -3.2254

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.0558  0.0619     0.0000  0.1779
      1   0.0350  0.0462     0.0000  0.1384
      2   0.0098  0.0146     0.0000  0.0357
      3   0.0126  0.0155     0.0000  0.0399
      4   0.0149  0.0158     0.0000  0.0426
      5   0.0185  0.0173     0.0000  0.0484
      6   0.0219  0.0188     0.0000  0.0548
      7   0.0168  0.0147     0.0000  0.0417
      8   0.0181  0.0145     0.0001  0.0429
      9   0.0205  0.0150     0.0001  0.0461
     10   0.0228  0.0155     0.0007  0.0489
     11   0.0159  0.0108     0.0001  0.0332
     12   0.0164  0.0106     0.0005  0.0334
     13   0.0099  0.0062     0.0001  0.0190
     14   0.0005  0.0015     0.0000  0.0004
     15   0.0008  0.0020     0.0000  0.0035
     16   0.0013  0.0026     0.0000  0.0050
     17   0.0021  0.0031     0.0000  0.0058
     18   0.0031  0.0034     0.0000  0.0062
     19   0.0042  0.0034     0.0000  0.0064
     20   0.0052  0.0030     0.0000  0.0065
     21   0.0059  0.0025     0.0000  0.0066
     22   0.0064  0.0020     0.0001  0.0066
     23   0.0067  0.0015     0.0001  0.0066
     24   0.0067  0.0015     0.0001  0.0066
     25   0.0068  0.0011     0.0003  0.0067
     26   0.0069  0.0011     0.0003  0.0067
     27   0.0069  0.0011     0.0003  0.0067
     28   0.0069  0.0011     0.0003  0.0067
     29   0.0069  0.0011     0.0003  0.0067
     30   0.0069  0.0008     0.0004  0.0067
     31   0.0069  0.0008     0.0004  0.0067
     32   0.0069  0.0008     0.0004  0.0067
     33   0.0070  0.0008     0.0004  0.0067
     34   0.0070  0.0008     0.0004  0.0067
     35   0.0070  0.0008     0.0004  0.0067
     36   0.0070  0.0008     0.0004  0.0067
     37   0.0070  0.0008     0.0004  0.0067
     38   0.0070  0.0008     0.0004  0.0067
     39   0.0070  0.0007     0.0004  0.0067
     40   0.0070  0.0008     0.0004  0.0067
     41   0.0070  0.0008     0.0004  0.0067

