Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -8.1455  0.9902    -3.5886 -7.1001
      1  -7.5230  0.9059    -8.6552 -6.1926
      2  -7.2905  0.8662    -8.1000 -5.8362
      3  -7.0553  0.9425    -7.8403 -5.0450
      4  -7.2335  0.6690    -7.8207 -6.8312
      5  -7.2892  0.4982    -7.8075 -7.2095
      6  -7.3151  0.3757    -7.7992 -7.2802
      7  -7.3275  0.2916    -7.7936 -7.2839
      8  -7.3332  0.2362    -7.7896 -7.2860
      9  -7.3365  0.1994    -7.7859 -7.2887
     10  -7.3372  0.1770    -7.7834 -7.2895
     11  -7.3377  0.1618    -7.7810 -7.2907
     12  -7.3410  0.4096    -8.0500 -7.0967
     13  -7.2816  0.3115    -7.7871 -7.0840
     14  -7.1759  0.3847    -7.6968 -7.0221
     15  -7.0915  0.3694    -7.5424 -7.0110
     16  -7.1026  0.2915    -7.5390 -7.0151
     17  -7.1095  0.2421    -7.5368 -7.0181
     18  -7.1135  0.2095    -7.5351 -7.0199
     19  -7.1145  0.1880    -7.5337 -7.0208
     20  -7.1153  0.1750    -7.5326 -7.0214
     21  -7.1152  0.1668    -7.5316 -7.0217
     22  -7.1148  0.1617    -7.5309 -7.0219
     23  -7.1145  0.1582    -7.5302 -7.0221
     24  -7.1144  0.1557    -7.5296 -7.0222
     25  -7.1151  0.1539    -7.5293 -7.0225
     26  -7.1159  0.1525    -7.5290 -7.0227
     27  -7.1157  0.1512    -7.5286 -7.0227
     28  -7.1156  0.1502    -7.5282 -7.0228
     29  -7.1155  0.1494    -7.5279 -7.0228
     30  -7.1153  0.1487    -7.5276 -7.0228
     31  -7.1151  0.1480    -7.5273 -7.0228
     32  -7.1158  0.1476    -7.5273 -7.0230
     33  -7.1158  0.1471    -7.5270 -7.0230
     34  -7.1157  0.1466    -7.5268 -7.0230
     35  -7.1159  0.1462    -7.5267 -7.0230
     36  -7.1166  0.1460    -7.5267 -7.0232
     37  -7.1166  0.1456    -7.5265 -7.0232
     38  -7.1166  0.1453    -7.5263 -7.0232
     39  -7.1172  0.1451    -7.5264 -7.0233
     40  -7.1174  0.1449    -7.5263 -7.0234
     41  -7.1180  0.1448    -7.5263 -7.0235

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.0981  0.0607     0.0001  0.1894
      1   0.0910  0.0625     0.0001  0.1883
      2   0.0929  0.0633     0.0001  0.1891
      3   0.0819  0.0628     0.0001  0.1857
      4   0.0973  0.0598     0.0001  0.1885
      5   0.1043  0.0568     0.0064  0.1894
      6   0.1078  0.0548     0.0148  0.1898
      7   0.1100  0.0533     0.0206  0.1900
      8   0.1116  0.0524     0.0241  0.1902
      9   0.1142  0.0512     0.0283  0.1905
     10   0.1152  0.0505     0.0303  0.1906
     11   0.1170  0.0497     0.0331  0.1909
     12   0.0470  0.0269     0.0074  0.0939
     13   0.0518  0.0272     0.0111  0.0990
     14   0.0441  0.0227     0.0079  0.0820
     15   0.0459  0.0238     0.0084  0.0861
     16   0.0472  0.0233     0.0112  0.0869
     17   0.0488  0.0231     0.0140  0.0882
     18   0.0502  0.0230     0.0154  0.0893
     19   0.0510  0.0228     0.0164  0.0897
     20   0.0519  0.0227     0.0176  0.0906
     21   0.0525  0.0225     0.0185  0.0911
     22   0.0529  0.0224     0.0193  0.0914
     23   0.0534  0.0223     0.0202  0.0918
     24   0.0539  0.0223     0.0210  0.0923
     25   0.0547  0.0223     0.0216  0.0931
     26   0.0555  0.0223     0.0222  0.0939
     27   0.0559  0.0223     0.0226  0.0943
     28   0.0563  0.0222     0.0230  0.0946
     29   0.0567  0.0222     0.0234  0.0949
     30   0.0569  0.0221     0.0237  0.0950
     31   0.0572  0.0221     0.0241  0.0952
     32   0.0578  0.0221     0.0246  0.0958
     33   0.0582  0.0221     0.0250  0.0961
     34   0.0584  0.0221     0.0254  0.0962
     35   0.0588  0.0221     0.0259  0.0966
     36   0.0593  0.0221     0.0265  0.0972
     37   0.0596  0.0221     0.0269  0.0975
     38   0.0599  0.0221     0.0273  0.0978
     39   0.0604  0.0221     0.0278  0.0984
     40   0.0607  0.0221     0.0281  0.0987
     41   0.0612  0.0221     0.0283  0.0992

