trialNum, leftMoney, leftTime, rightMoney, rightTime
5.0, 800, 4.0, 400, 0
6.0, 800, 4.0, 600, 0
7.0, 800, 4.0, 700, 0
8.0, 800, 4.0, 750, 0
9.0, 800, 4.0, 725, 0
10.0, 800, 4.0, 712, 0
11.0, 800, 52.0, 400, 0
12.0, 800, 52.0, 200, 0
13.0, 800, 52.0, 100, 0
14.0, 800, 52.0, 150, 0
15.0, 800, 52.0, 175, 0
16.0, 800, 52.0, 187, 0
17.0, 800, 156.0, 400, 0
18.0, 800, 156.0, 200, 0
19.0, 800, 156.0, 100, 0
20.0, 800, 156.0, 50, 0
21.0, 800, 156.0, 75, 0
22.0, 800, 156.0, 87, 0
23.0, 400, 0.0, 800, 1
24.0, 600, 0.0, 800, 1
25.0, 700, 0.0, 800, 1
26.0, 750, 0.0, 800, 1
27.0, 775, 0.0, 800, 1
28.0, 787, 0.0, 800, 1
29.0, 400, 0.0, 800, 26
30.0, 600, 0.0, 800, 26
31.0, 700, 0.0, 800, 26
32.0, 650, 0.0, 800, 26
33.0, 625, 0.0, 800, 26
34.0, 612, 0.0, 800, 26
35.0, 400, 0.0, 800, 520
36.0, 200, 0.0, 800, 520
37.0, 100, 0.0, 800, 520
38.0, 50, 0.0, 800, 520
39.0, 25, 0.0, 800, 520
40.0, 37, 0.0, 800, 520
41.0, 400, 0.0, 800, 2
42.0, 600, 0.0, 800, 2
43.0, 700, 0.0, 800, 2
44.0, 750, 0.0, 800, 2
45.0, 775, 0.0, 800, 2
46.0, 787, 0.0, 800, 2
