trialNum, leftMoney, leftTime, rightMoney, rightTime
5.0, 400, 0.0, 800, 4
6.0, 600, 0.0, 800, 4
7.0, 700, 0.0, 800, 4
8.0, 650, 0.0, 800, 4
9.0, 625, 0.0, 800, 4
10.0, 612, 0.0, 800, 4
11.0, 400, 0.0, 800, 1
12.0, 600, 0.0, 800, 1
13.0, 700, 0.0, 800, 1
14.0, 650, 0.0, 800, 1
15.0, 625, 0.0, 800, 1
16.0, 637, 0.0, 800, 1
17.0, 400, 0.0, 800, 52
18.0, 200, 0.0, 800, 52
19.0, 100, 0.0, 800, 52
20.0, 50, 0.0, 800, 52
21.0, 75, 0.0, 800, 52
22.0, 87, 0.0, 800, 52
23.0, 800, 520.0, 400, 0
24.0, 800, 520.0, 200, 0
25.0, 800, 520.0, 100, 0
26.0, 800, 520.0, 50, 0
27.0, 800, 520.0, 25, 0
28.0, 800, 520.0, 37, 0
29.0, 400, 0.0, 800, 26
30.0, 600, 0.0, 800, 26
31.0, 500, 0.0, 800, 26
32.0, 450, 0.0, 800, 26
33.0, 425, 0.0, 800, 26
34.0, 412, 0.0, 800, 26
35.0, 400, 0.0, 800, 2
36.0, 600, 0.0, 800, 2
37.0, 500, 0.0, 800, 2
38.0, 450, 0.0, 800, 2
39.0, 475, 0.0, 800, 2
40.0, 487, 0.0, 800, 2
41.0, 400, 0.0, 800, 156
42.0, 200, 0.0, 800, 156
43.0, 100, 0.0, 800, 156
44.0, 50, 0.0, 800, 156
45.0, 25, 0.0, 800, 156
46.0, 37, 0.0, 800, 156
