Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -7.2185  1.3196    -6.8407 -5.2765
      1  -6.1071  0.8283    -7.2474 -4.8957
      2  -5.4916  0.6799    -6.2954 -4.4467
      3  -5.0695  0.7177    -5.8444 -3.9210
      4  -4.7794  0.7562    -5.5844 -3.5616
      5  -5.0653  0.5717    -5.6139 -4.5272
      6  -5.2869  0.8111    -6.6897 -4.3495
      7  -5.3687  0.7107    -6.4143 -4.8266
      8  -5.3922  0.5766    -6.1250 -5.1121
      9  -5.6194  0.9944    -7.8033 -4.1330
     10  -5.6020  0.7956    -7.0565 -4.9236
     11  -5.5328  0.6239    -6.4255 -5.1076
     12  -5.7718  0.9726    -7.7151 -4.2531
     13  -5.7690  0.7828    -7.0604 -5.0149
     14  -5.7671  0.6413    -6.8142 -5.1852
     15  -5.7163  0.5252    -6.5618 -5.2341
     16  -5.6716  0.4407    -6.3938 -5.2519
     17  -5.8396  0.6021    -6.7084 -5.2827
     18  -5.8090  0.5045    -6.5863 -5.3434
     19  -5.8387  0.4333    -6.5726 -5.4053
     20  -5.8077  0.3775    -6.4412 -5.4053
     21  -5.7824  0.3367    -6.4052 -5.4030
     22  -5.8167  0.3032    -6.4123 -5.4764
     23  -5.8510  0.2780    -6.4208 -5.5905
     24  -5.8199  0.2551    -6.3832 -5.5657
     25  -5.8560  0.2375    -6.3972 -5.6341
     26  -5.8923  0.2233    -6.4105 -5.6594
     27  -5.8695  0.2077    -6.3833 -5.6541
     28  -5.8467  0.1953    -6.3480 -5.6487
     29  -5.8867  0.1835    -6.3750 -5.6784
     30  -5.9101  0.1729    -6.3863 -5.7104
     31  -5.9317  0.1644    -6.3963 -5.7600
     32  -5.9103  0.1524    -6.3697 -5.7404
     33  -5.9322  0.1459    -6.3850 -5.8215
     34  -5.9424  0.1414    -6.3902 -5.8953
     35  -5.9524  0.1386    -6.3956 -5.9012
     36  -5.9585  0.1367    -6.3984 -5.9045
     37  -5.9368  0.1223    -6.3736 -5.9022
     38  -5.9450  0.1219    -6.3810 -5.9059
     39  -5.9489  0.1215    -6.3840 -5.9077
     40  -5.9543  0.1223    -6.3886 -5.9094
     41  -5.9583  0.1231    -6.3916 -5.9106

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1044  0.0589     0.0045  0.1904
      1   0.1014  0.0603     0.0027  0.1901
      2   0.0943  0.0615     0.0013  0.1890
      3   0.0761  0.0599     0.0001  0.1831
      4   0.0557  0.0498     0.0001  0.1589
      5   0.0742  0.0547     0.0001  0.1747
      6   0.0419  0.0386     0.0000  0.1169
      7   0.0494  0.0418     0.0000  0.1298
      8   0.0570  0.0429     0.0001  0.1377
      9   0.0190  0.0177     0.0000  0.0499
     10   0.0210  0.0174     0.0000  0.0515
     11   0.0239  0.0176     0.0001  0.0541
     12   0.0113  0.0089     0.0000  0.0249
     13   0.0125  0.0085     0.0000  0.0255
     14   0.0132  0.0082     0.0001  0.0258
     15   0.0143  0.0083     0.0004  0.0266
     16   0.0154  0.0084     0.0008  0.0274
     17   0.0110  0.0061     0.0001  0.0194
     18   0.0118  0.0060     0.0004  0.0198
     19   0.0124  0.0060     0.0006  0.0202
     20   0.0131  0.0061     0.0008  0.0206
     21   0.0137  0.0061     0.0011  0.0211
     22   0.0145  0.0062     0.0013  0.0224
     23   0.0151  0.0062     0.0016  0.0235
     24   0.0158  0.0063     0.0019  0.0244
     25   0.0164  0.0064     0.0023  0.0252
     26   0.0169  0.0064     0.0027  0.0257
     27   0.0175  0.0065     0.0034  0.0263
     28   0.0182  0.0065     0.0042  0.0267
     29   0.0186  0.0066     0.0047  0.0271
     30   0.0191  0.0067     0.0058  0.0275
     31   0.0197  0.0068     0.0070  0.0282
     32   0.0204  0.0068     0.0073  0.0295
     33   0.0208  0.0069     0.0074  0.0304
     34   0.0214  0.0070     0.0076  0.0312
     35   0.0219  0.0070     0.0078  0.0318
     36   0.0223  0.0071     0.0080  0.0322
     37   0.0231  0.0072     0.0084  0.0330
     38   0.0236  0.0072     0.0086  0.0334
     39   0.0240  0.0072     0.0088  0.0337
     40   0.0244  0.0073     0.0091  0.0340
     41   0.0248  0.0073     0.0094  0.0343

