Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -4.3230  1.3011    -6.3759 -2.5148
      1  -5.2574  0.8196    -6.4803 -4.2890
      2  -5.8141  0.6069    -6.6939 -5.3423
      3  -6.1228  0.5624    -7.0539 -5.7855
      4  -6.3229  0.5979    -7.6278 -6.0415
      5  -6.1714  0.3411    -6.5743 -6.0223
      6  -6.1937  0.2771    -6.5624 -6.1779
      7  -6.1956  0.2319    -6.5429 -6.1796
      8  -6.1963  0.2015    -6.5254 -6.1815
      9  -6.1959  0.1818    -6.5119 -6.1824
     10  -6.1952  0.1692    -6.5021 -6.1828
     11  -6.1944  0.1598    -6.4930 -6.1832
     12  -6.1937  0.1530    -6.4856 -6.1834
     13  -6.1929  0.1466    -6.4777 -6.1837
     14  -6.1734  0.0605    -6.4364 -6.1830
     15  -6.1733  0.0582    -6.4364 -6.1831
     16  -6.1732  0.0561    -6.4363 -6.1831
     17  -6.1747  0.0514    -6.4363 -6.1846
     18  -6.1745  0.0496    -6.4363 -6.1846
     19  -6.1744  0.0480    -6.4362 -6.1847
     20  -6.1743  0.0465    -6.4361 -6.1847
     21  -6.1742  0.0453    -6.4361 -6.1847
     22  -6.1742  0.0441    -6.4361 -6.1847
     23  -6.1741  0.0430    -6.4360 -6.1847
     24  -6.1740  0.0418    -6.4360 -6.1847
     25  -6.1740  0.0409    -6.4359 -6.1847
     26  -6.1739  0.0398    -6.4359 -6.1847
     27  -6.1738  0.0389    -6.4359 -6.1848
     28  -6.1738  0.0379    -6.4358 -6.1848
     29  -6.1737  0.0373    -6.4358 -6.1848
     30  -6.1737  0.0365    -6.4358 -6.1848
     31  -6.1736  0.0359    -6.4358 -6.1848
     32  -6.1736  0.0353    -6.4357 -6.1848
     33  -6.1736  0.0346    -6.4357 -6.1848
     34  -6.1735  0.0340    -6.4357 -6.1848
     35  -6.1735  0.0335    -6.4357 -6.1848
     36  -6.1735  0.0331    -6.4356 -6.1848
     37  -6.1734  0.0325    -6.4356 -6.1848
     38  -6.1734  0.0322    -6.4356 -6.1848
     39  -6.1734  0.0318    -6.4356 -6.1848
     40  -6.1734  0.0315    -6.4356 -6.1848
     41  -6.1733  0.0311    -6.4356 -6.1848

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1000  0.0595     0.0042  0.1896
      1   0.0998  0.0595     0.0044  0.1896
      2   0.0991  0.0596     0.0042  0.1894
      3   0.0976  0.0599     0.0038  0.1891
      4   0.0944  0.0607     0.0031  0.1886
      5   0.1101  0.0569     0.0103  0.1912
      6   0.1178  0.0542     0.0174  0.1921
      7   0.1192  0.0531     0.0220  0.1922
      8   0.1209  0.0519     0.0262  0.1924
      9   0.1219  0.0511     0.0291  0.1924
     10   0.1225  0.0507     0.0308  0.1925
     11   0.1231  0.0503     0.0324  0.1925
     12   0.1235  0.0499     0.0336  0.1926
     13   0.1240  0.0496     0.0350  0.1926
     14   0.1303  0.0464     0.0456  0.1933
     15   0.1305  0.0462     0.0460  0.1933
     16   0.1306  0.0461     0.0464  0.1933
     17   0.1340  0.0447     0.0510  0.1937
     18   0.1342  0.0446     0.0514  0.1938
     19   0.1343  0.0445     0.0518  0.1938
     20   0.1344  0.0444     0.0522  0.1938
     21   0.1345  0.0443     0.0524  0.1938
     22   0.1345  0.0442     0.0526  0.1938
     23   0.1346  0.0442     0.0529  0.1938
     24   0.1347  0.0441     0.0532  0.1938
     25   0.1348  0.0440     0.0534  0.1938
     26   0.1349  0.0439     0.0539  0.1938
     27   0.1350  0.0438     0.0542  0.1938
     28   0.1351  0.0437     0.0546  0.1938
     29   0.1352  0.0437     0.0547  0.1938
     30   0.1353  0.0436     0.0550  0.1938
     31   0.1353  0.0436     0.0551  0.1938
     32   0.1353  0.0435     0.0552  0.1938
     33   0.1355  0.0434     0.0555  0.1938
     34   0.1355  0.0434     0.0557  0.1938
     35   0.1356  0.0433     0.0559  0.1938
     36   0.1356  0.0433     0.0560  0.1938
     37   0.1357  0.0432     0.0562  0.1939
     38   0.1357  0.0432     0.0563  0.1939
     39   0.1358  0.0432     0.0564  0.1939
     40   0.1358  0.0431     0.0564  0.1939
     41   0.1358  0.0431     0.0566  0.1939

