trialNum, leftMoney, leftTime, rightMoney, rightTime
5.0, 400, 0.0, 800, 520
6.0, 200, 0.0, 800, 520
7.0, 100, 0.0, 800, 520
8.0, 50, 0.0, 800, 520
9.0, 75, 0.0, 800, 520
10.0, 87, 0.0, 800, 520
11.0, 800, 26.0, 400, 0
12.0, 800, 26.0, 600, 0
13.0, 800, 26.0, 700, 0
14.0, 800, 26.0, 650, 0
15.0, 800, 26.0, 675, 0
16.0, 800, 26.0, 687, 0
17.0, 400, 0.0, 800, 52
18.0, 600, 0.0, 800, 52
19.0, 700, 0.0, 800, 52
20.0, 650, 0.0, 800, 52
21.0, 625, 0.0, 800, 52
22.0, 637, 0.0, 800, 52
23.0, 800, 2.0, 400, 0
24.0, 800, 2.0, 600, 0
25.0, 800, 2.0, 700, 0
26.0, 800, 2.0, 750, 0
27.0, 800, 2.0, 775, 0
28.0, 800, 2.0, 787, 0
29.0, 400, 0.0, 800, 4
30.0, 600, 0.0, 800, 4
31.0, 700, 0.0, 800, 4
32.0, 750, 0.0, 800, 4
33.0, 775, 0.0, 800, 4
34.0, 762, 0.0, 800, 4
35.0, 800, 156.0, 400, 0
36.0, 800, 156.0, 200, 0
37.0, 800, 156.0, 300, 0
38.0, 800, 156.0, 250, 0
39.0, 800, 156.0, 275, 0
40.0, 800, 156.0, 287, 0
41.0, 400, 0.0, 800, 1
42.0, 600, 0.0, 800, 1
43.0, 700, 0.0, 800, 1
44.0, 750, 0.0, 800, 1
45.0, 775, 0.0, 800, 1
46.0, 787, 0.0, 800, 1
