Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -5.7576  2.0719    -9.1276 -2.6627
      1  -4.0165  1.1226    -5.7982 -2.4849
      2  -4.9610  0.6642    -5.8873 -4.2652
      3  -5.3943  0.5254    -6.1078 -5.0619
      4  -5.2004  0.3777    -5.6550 -4.9379
      5  -5.3541  0.3408    -5.7966 -5.1752
      6  -5.3583  0.2726    -5.7757 -5.2305
      7  -5.3286  0.1832    -5.6109 -5.2247
      8  -5.3298  0.1469    -5.6104 -5.2441
      9  -5.3304  0.1242    -5.6100 -5.2576
     10  -5.3314  0.1091    -5.6098 -5.2743
     11  -5.5018  0.3697    -6.0991 -5.3461
     12  -5.6337  0.4272    -6.3733 -5.3773
     13  -5.5698  0.2819    -6.0507 -5.3752
     14  -5.6226  0.2594    -6.0932 -5.4319
     15  -5.6445  0.2330    -6.0991 -5.5361
     16  -5.6181  0.1621    -5.9195 -5.5261
     17  -5.6094  0.1253    -5.8900 -5.5265
     18  -5.6113  0.1101    -5.8895 -5.5543
     19  -5.6076  0.0944    -5.8867 -5.5545
     20  -5.6090  0.0873    -5.8865 -5.5763
     21  -5.6098  0.0827    -5.8863 -5.5937
     22  -5.6070  0.0751    -5.8839 -5.5904
     23  -5.6061  0.0720    -5.8831 -5.5906
     24  -5.6074  0.0686    -5.8831 -5.6168
     25  -5.6066  0.0664    -5.8823 -5.6160
     26  -5.6061  0.0652    -5.8819 -5.6162
     27  -5.6067  0.0639    -5.8819 -5.6188
     28  -5.6060  0.0626    -5.8812 -5.6187
     29  -5.6056  0.0618    -5.8809 -5.6186
     30  -5.6054  0.0613    -5.8807 -5.6186
     31  -5.6065  0.0590    -5.8808 -5.6198
     32  -5.6075  0.0568    -5.8808 -5.6208
     33  -5.6083  0.0548    -5.8808 -5.6217
     34  -5.6091  0.0529    -5.8809 -5.6224
     35  -5.6090  0.0527    -5.8808 -5.6224
     36  -5.6088  0.0525    -5.8807 -5.6224
     37  -5.6087  0.0523    -5.8806 -5.6223
     38  -5.6086  0.0522    -5.8805 -5.6223
     39  -5.6086  0.0521    -5.8805 -5.6223
     40  -5.6088  0.0516    -5.8805 -5.6225
     41  -5.6091  0.0507    -5.8805 -5.6229

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1017  0.0587     0.0068  0.1898
      1   0.1016  0.0588     0.0067  0.1898
      2   0.1010  0.0591     0.0057  0.1897
      3   0.1008  0.0593     0.0053  0.1898
      4   0.1054  0.0579     0.0088  0.1905
      5   0.1066  0.0575     0.0093  0.1906
      6   0.1100  0.0557     0.0152  0.1909
      7   0.1177  0.0528     0.0243  0.1919
      8   0.1189  0.0519     0.0277  0.1920
      9   0.1198  0.0513     0.0298  0.1921
     10   0.1207  0.0506     0.0319  0.1922
     11   0.0406  0.0255     0.0044  0.0858
     12   0.0368  0.0249     0.0028  0.0814
     13   0.0405  0.0248     0.0060  0.0848
     14   0.0439  0.0270     0.0065  0.0924
     15   0.0475  0.0281     0.0075  0.0972
     16   0.0511  0.0279     0.0106  0.1004
     17   0.0527  0.0276     0.0134  0.1014
     18   0.0536  0.0274     0.0145  0.1020
     19   0.0546  0.0272     0.0157  0.1026
     20   0.0551  0.0270     0.0165  0.1029
     21   0.0556  0.0269     0.0171  0.1031
     22   0.0569  0.0268     0.0186  0.1042
     23   0.0574  0.0267     0.0195  0.1046
     24   0.0578  0.0266     0.0204  0.1050
     25   0.0585  0.0265     0.0212  0.1055
     26   0.0588  0.0264     0.0216  0.1057
     27   0.0590  0.0263     0.0219  0.1059
     28   0.0599  0.0263     0.0226  0.1066
     29   0.0605  0.0262     0.0232  0.1072
     30   0.0610  0.0261     0.0237  0.1075
     31   0.0613  0.0261     0.0241  0.1077
     32   0.0616  0.0260     0.0246  0.1079
     33   0.0619  0.0260     0.0250  0.1081
     34   0.0621  0.0259     0.0254  0.1082
     35   0.0623  0.0259     0.0257  0.1084
     36   0.0627  0.0258     0.0262  0.1086
     37   0.0630  0.0258     0.0268  0.1089
     38   0.0633  0.0257     0.0272  0.1091
     39   0.0635  0.0257     0.0277  0.1092
     40   0.0636  0.0257     0.0278  0.1092
     41   0.0637  0.0256     0.0279  0.1093

