Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -6.2800  1.7792    -9.1807 -3.6456
      1  -4.8010  0.9775    -6.3625 -3.4880
      2  -5.4931  0.6265    -6.4265 -4.8176
      3  -5.9092  0.4759    -6.5808 -5.5373
      4  -6.0750  0.4192    -6.6749 -5.8747
      5  -5.9043  0.3145    -6.3651 -5.7377
      6  -5.9126  0.2501    -6.3549 -5.7982
      7  -5.9155  0.2100    -6.3481 -5.8346
      8  -5.9164  0.1859    -6.3435 -5.8535
      9  -5.9183  0.1694    -6.3402 -5.8948
     10  -5.9186  0.1596    -6.3374 -5.8959
     11  -5.9190  0.1527    -6.3350 -5.8971
     12  -5.9190  0.1480    -6.3330 -5.8978
     13  -5.9192  0.1440    -6.3312 -5.8987
     14  -5.9190  0.1413    -6.3297 -5.8990
     15  -5.9195  0.1379    -6.3283 -5.9001
     16  -5.9194  0.1356    -6.3270 -5.9004
     17  -5.9192  0.1339    -6.3259 -5.9005
     18  -5.9190  0.1323    -6.3249 -5.9006
     19  -5.9193  0.1297    -6.3239 -5.9014
     20  -5.9192  0.1284    -6.3230 -5.9015
     21  -5.9192  0.1265    -6.3221 -5.9019
     22  -5.9191  0.1250    -6.3212 -5.9020
     23  -5.9191  0.1233    -6.3204 -5.9023
     24  -5.9190  0.1222    -6.3197 -5.9024
     25  -5.9188  0.1211    -6.3191 -5.9025
     26  -5.9187  0.1201    -6.3185 -5.9025
     27  -5.9189  0.1184    -6.3178 -5.9030
     28  -5.9188  0.1175    -6.3173 -5.9031
     29  -5.9187  0.1166    -6.3167 -5.9031
     30  -5.9189  0.1151    -6.3162 -5.9036
     31  -5.9188  0.1144    -6.3157 -5.9036
     32  -5.9187  0.1136    -6.3153 -5.9036
     33  -5.9187  0.1127    -6.3148 -5.9037
     34  -5.9186  0.1121    -6.3144 -5.9037
     35  -5.9185  0.1114    -6.3140 -5.9038
     36  -5.9185  0.1107    -6.3135 -5.9039
     37  -5.9185  0.1098    -6.3131 -5.9040
     38  -5.9184  0.1092    -6.3126 -5.9041
     39  -5.9184  0.1087    -6.3123 -5.9041
     40  -5.9185  0.1077    -6.3119 -5.9044
     41  -5.9185  0.1071    -6.3116 -5.9045

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1020  0.0586     0.0072  0.1899
      1   0.1020  0.0586     0.0071  0.1898
      2   0.1022  0.0585     0.0074  0.1899
      3   0.1015  0.0587     0.0069  0.1898
      4   0.1038  0.0582     0.0080  0.1901
      5   0.1060  0.0567     0.0113  0.1902
      6   0.1091  0.0551     0.0166  0.1906
      7   0.1109  0.0541     0.0203  0.1908
      8   0.1119  0.0535     0.0223  0.1909
      9   0.1134  0.0528     0.0247  0.1910
     10   0.1142  0.0523     0.0262  0.1911
     11   0.1150  0.0519     0.0278  0.1912
     12   0.1156  0.0516     0.0288  0.1912
     13   0.1162  0.0512     0.0298  0.1913
     14   0.1165  0.0510     0.0304  0.1913
     15   0.1172  0.0507     0.0315  0.1914
     16   0.1175  0.0505     0.0322  0.1915
     17   0.1177  0.0504     0.0326  0.1915
     18   0.1179  0.0503     0.0330  0.1915
     19   0.1184  0.0500     0.0338  0.1915
     20   0.1185  0.0499     0.0342  0.1916
     21   0.1189  0.0498     0.0348  0.1916
     22   0.1191  0.0496     0.0352  0.1916
     23   0.1194  0.0495     0.0357  0.1916
     24   0.1195  0.0494     0.0359  0.1917
     25   0.1196  0.0493     0.0362  0.1917
     26   0.1197  0.0493     0.0364  0.1917
     27   0.1201  0.0491     0.0369  0.1917
     28   0.1202  0.0490     0.0371  0.1917
     29   0.1203  0.0489     0.0374  0.1917
     30   0.1207  0.0488     0.0378  0.1918
     31   0.1207  0.0487     0.0380  0.1918
     32   0.1208  0.0487     0.0382  0.1918
     33   0.1210  0.0486     0.0385  0.1918
     34   0.1210  0.0486     0.0386  0.1918
     35   0.1211  0.0485     0.0388  0.1918
     36   0.1213  0.0484     0.0391  0.1918
     37   0.1214  0.0483     0.0394  0.1919
     38   0.1216  0.0483     0.0396  0.1919
     39   0.1216  0.0482     0.0398  0.1919
     40   0.1219  0.0481     0.0402  0.1919
     41   0.1220  0.0481     0.0404  0.1919

