Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -3.7367  1.0442    -5.2810 -2.4528
      1  -4.3978  0.7232    -5.3395 -3.7122
      2  -4.8206  0.6032    -5.6093 -4.4291
      3  -4.9749  0.5416    -5.7437 -4.6963
      4  -5.1862  0.5997    -6.2494 -4.8856
      5  -5.0785  0.3922    -5.4764 -4.8883
      6  -5.0937  0.3080    -5.4353 -5.0709
      7  -5.0705  0.2139    -5.3342 -5.0714
      8  -5.0694  0.1605    -5.3333 -5.0735
      9  -5.0682  0.1250    -5.3328 -5.0742
     10  -5.0643  0.0897    -5.3309 -5.0743
     11  -5.0647  0.0718    -5.3307 -5.0752
     12  -5.0680  0.0540    -5.3307 -5.0787
     13  -5.1059  0.1665    -5.5278 -5.0798
     14  -5.2450  0.2909    -5.7225 -5.0914
     15  -5.2165  0.2255    -5.6084 -5.0902
     16  -5.2166  0.1995    -5.6067 -5.0918
     17  -5.2179  0.1834    -5.6056 -5.0930
     18  -5.2026  0.1610    -5.5968 -5.0914
     19  -5.1941  0.1498    -5.5921 -5.0904
     20  -5.2001  0.1468    -5.5931 -5.0918
     21  -5.2024  0.1448    -5.5933 -5.0925
     22  -5.1994  0.1419    -5.5917 -5.0921
     23  -5.1970  0.1403    -5.5905 -5.0917
     24  -5.1943  0.1393    -5.5895 -5.0913
     25  -5.1968  0.1392    -5.5900 -5.0918
     26  -5.1951  0.1387    -5.5893 -5.0915
     27  -5.1974  0.1387    -5.5898 -5.0920
     28  -5.1946  0.1383    -5.5890 -5.0915
     29  -5.1927  0.1380    -5.5885 -5.0912
     30  -5.1942  0.1381    -5.5888 -5.0915
     31  -5.1975  0.1383    -5.5895 -5.0921
     32  -5.1963  0.1381    -5.5892 -5.0919
     33  -5.1946  0.1380    -5.5888 -5.0916
     34  -5.1978  0.1381    -5.5895 -5.0921
     35  -5.2008  0.1382    -5.5901 -5.0927
     36  -5.2037  0.1383    -5.5907 -5.0933
     37  -5.2112  0.1381    -5.5922 -5.0949
     38  -5.2081  0.1381    -5.5915 -5.0942
     39  -5.2051  0.1382    -5.5910 -5.0936
     40  -5.2023  0.1382    -5.5904 -5.0930
     41  -5.1996  0.1381    -5.5898 -5.0925

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1003  0.0598     0.0023  0.1897
      1   0.1006  0.0599     0.0024  0.1898
      2   0.0997  0.0606     0.0015  0.1899
      3   0.1010  0.0601     0.0029  0.1900
      4   0.0930  0.0625     0.0011  0.1893
      5   0.1078  0.0586     0.0072  0.1913
      6   0.1169  0.0558     0.0140  0.1924
      7   0.1238  0.0520     0.0266  0.1930
      8   0.1254  0.0506     0.0316  0.1931
      9   0.1261  0.0500     0.0340  0.1932
     10   0.1275  0.0488     0.0379  0.1933
     11   0.1282  0.0482     0.0400  0.1933
     12   0.1328  0.0463     0.0464  0.1938
     13   0.0778  0.0417     0.0171  0.1554
     14   0.0432  0.0241     0.0072  0.0847
     15   0.0457  0.0237     0.0101  0.0866
     16   0.0468  0.0235     0.0116  0.0874
     17   0.0480  0.0234     0.0132  0.0883
     18   0.0498  0.0232     0.0153  0.0896
     19   0.0511  0.0230     0.0168  0.0907
     20   0.0523  0.0231     0.0178  0.0922
     21   0.0531  0.0230     0.0188  0.0929
     22   0.0536  0.0229     0.0199  0.0932
     23   0.0541  0.0228     0.0208  0.0935
     24   0.0546  0.0227     0.0214  0.0939
     25   0.0552  0.0227     0.0219  0.0944
     26   0.0556  0.0226     0.0223  0.0947
     27   0.0562  0.0226     0.0228  0.0952
     28   0.0567  0.0225     0.0233  0.0955
     29   0.0571  0.0224     0.0238  0.0958
     30   0.0575  0.0224     0.0242  0.0961
     31   0.0581  0.0224     0.0248  0.0966
     32   0.0584  0.0224     0.0252  0.0968
     33   0.0587  0.0223     0.0257  0.0971
     34   0.0593  0.0223     0.0264  0.0978
     35   0.0598  0.0224     0.0270  0.0985
     36   0.0603  0.0224     0.0277  0.0990
     37   0.0611  0.0226     0.0280  0.1001
     38   0.0616  0.0225     0.0285  0.1006
     39   0.0621  0.0225     0.0289  0.1010
     40   0.0626  0.0224     0.0294  0.1014
     41   0.0631  0.0224     0.0298  0.1018

