Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -5.7618  2.0703    -9.1281 -2.6669
      1  -4.0189  1.1204    -5.7975 -2.4870
      2  -4.8154  0.7137    -5.8710 -3.9980
      3  -5.2420  0.5329    -5.9903 -4.7980
      4  -4.9352  0.3909    -5.4710 -4.6425
      5  -4.7815  0.3470    -5.2466 -4.5455
      6  -4.5828  0.5884    -5.1748 -3.9756
      7  -4.5455  0.4858    -5.0500 -4.0030
      8  -4.1540  1.0618    -6.4139 -2.8885
      9  -4.2246  0.8763    -5.4512 -3.2577
     10  -4.3968  0.8382    -5.6006 -3.5618
     11  -4.3930  0.6728    -5.2290 -3.7789
     12  -4.4150  0.5520    -5.1307 -3.9736
     13  -4.5318  0.5415    -5.2608 -4.0893
     14  -4.7842  0.7925    -6.0729 -4.1357
     15  -4.7361  0.6369    -5.6308 -4.2191
     16  -5.0661  0.9912    -7.4016 -4.0840
     17  -5.0009  0.8058    -6.3608 -4.2587
     18  -4.9622  0.6693    -6.0349 -4.3020
     19  -4.9405  0.5778    -5.9022 -4.3257
     20  -4.8606  0.5061    -5.7374 -4.3030
     21  -4.7952  0.4516    -5.5819 -4.2821
     22  -4.7686  0.4089    -5.5313 -4.2788
     23  -4.8150  0.3770    -5.5529 -4.3585
     24  -4.8306  0.3540    -5.5556 -4.4094
     25  -4.7917  0.3283    -5.4765 -4.3863
     26  -4.7568  0.3080    -5.3672 -4.3655
     27  -4.7905  0.2896    -5.3968 -4.4622
     28  -4.8011  0.2791    -5.3994 -4.5148
     29  -4.9252  0.3109    -5.5824 -4.5565
     30  -5.0551  0.3475    -5.7790 -4.6302
     31  -5.1802  0.3781    -5.8926 -4.7745
     32  -5.3285  0.4567    -6.1266 -4.8467
     33  -5.4254  0.4704    -6.2372 -4.9289
     34  -5.4208  0.4263    -6.2059 -4.9403
     35  -5.5274  0.4443    -6.3574 -5.0754
     36  -5.5914  0.4328    -6.4072 -5.1209
     37  -5.5137  0.4016    -6.2851 -5.0910
     38  -5.4245  0.4013    -6.1458 -5.0146
     39  -5.3612  0.3814    -6.0747 -4.9492
     40  -5.3021  0.3657    -5.9749 -4.9000
     41  -5.2461  0.3537    -5.8780 -4.8622

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1020  0.0586     0.0073  0.1899
      1   0.1020  0.0586     0.0073  0.1899
      2   0.1014  0.0587     0.0069  0.1897
      3   0.1017  0.0586     0.0072  0.1898
      4   0.1028  0.0581     0.0086  0.1899
      5   0.1019  0.0578     0.0089  0.1896
      6   0.0494  0.0393     0.0008  0.1258
      7   0.0532  0.0395     0.0028  0.1293
      8   0.0128  0.0095     0.0000  0.0273
      9   0.0147  0.0099     0.0001  0.0300
     10   0.0153  0.0102     0.0001  0.0312
     11   0.0167  0.0101     0.0001  0.0324
     12   0.0182  0.0102     0.0007  0.0336
     13   0.0180  0.0102     0.0006  0.0335
     14   0.0119  0.0073     0.0001  0.0219
     15   0.0125  0.0070     0.0001  0.0222
     16   0.0075  0.0047     0.0000  0.0130
     17   0.0082  0.0044     0.0001  0.0132
     18   0.0086  0.0041     0.0001  0.0133
     19   0.0088  0.0039     0.0003  0.0133
     20   0.0092  0.0041     0.0004  0.0136
     21   0.0097  0.0043     0.0005  0.0140
     22   0.0100  0.0044     0.0006  0.0148
     23   0.0105  0.0045     0.0007  0.0161
     24   0.0108  0.0046     0.0007  0.0166
     25   0.0113  0.0047     0.0008  0.0174
     26   0.0117  0.0048     0.0009  0.0180
     27   0.0123  0.0049     0.0010  0.0186
     28   0.0126  0.0049     0.0011  0.0188
     29   0.0104  0.0041     0.0007  0.0138
     30   0.0086  0.0031     0.0005  0.0126
     31   0.0077  0.0023     0.0004  0.0108
     32   0.0071  0.0014     0.0003  0.0068
     33   0.0070  0.0014     0.0003  0.0068
     34   0.0071  0.0012     0.0004  0.0068
     35   0.0070  0.0011     0.0004  0.0067
     36   0.0070  0.0011     0.0004  0.0067
     37   0.0071  0.0012     0.0004  0.0068
     38   0.0070  0.0012     0.0004  0.0068
     39   0.0071  0.0012     0.0004  0.0068
     40   0.0071  0.0012     0.0004  0.0068
     41   0.0071  0.0012     0.0004  0.0068

