Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -3.4578  1.0011    -4.9111 -2.4198
      1  -2.8990  0.8980    -3.8853 -2.3604
      2  -2.6398  0.8951    -3.4173 -2.3320
      3  -2.5123  0.8942    -3.1145 -2.3188
      4  -2.4147  0.6859    -2.6627 -2.3173
      5  -2.3612  0.4926    -2.5748 -2.3169
      6  -2.6841  1.1799    -5.6503 -2.3218
      7  -2.5329  0.9056    -3.0772 -2.3201
      8  -2.4772  0.8562    -2.8306 -2.3177
      9  -2.3961  0.6153    -2.6611 -2.3173
     10  -2.3540  0.4623    -2.5735 -2.3168
     11  -2.3300  0.3393    -2.5694 -2.3166
     12  -2.3172  0.2505    -2.5672 -2.3165
     13  -2.3105  0.1851    -2.5661 -2.3165
     14  -2.3068  0.1364    -2.5656 -2.3164
     15  -2.3047  0.0962    -2.5654 -2.3164
     16  -2.3133  0.2168    -2.5664 -2.3165
     17  -2.3083  0.1590    -2.5658 -2.3164
     18  -2.3376  0.3948    -2.5688 -2.3166
     19  -2.3213  0.2878    -2.5672 -2.3165
     20  -2.3127  0.2107    -2.5663 -2.3165
     21  -2.3080  0.1543    -2.5658 -2.3164
     22  -2.3055  0.1135    -2.5655 -2.3164
     23  -2.3201  0.2799    -2.5669 -2.3165
     24  -2.3119  0.2026    -2.5662 -2.3165
     25  -2.3076  0.1485    -2.5657 -2.3164
     26  -2.3053  0.1091    -2.5655 -2.3164
     27  -2.3042  0.0836    -2.5653 -2.3164
     28  -2.3035  0.0614    -2.5652 -2.3164
     29  -2.3031  0.0448    -2.5652 -2.3164
     30  -2.3051  0.1071    -2.5653 -2.3164
     31  -2.3040  0.0782    -2.5652 -2.3164
     32  -2.3033  0.0575    -2.5652 -2.3164
     33  -2.3066  0.1350    -2.5654 -2.3164
     34  -2.3047  0.0983    -2.5653 -2.3164
     35  -2.3037  0.0719    -2.5652 -2.3164
     36  -2.3032  0.0525    -2.5651 -2.3164
     37  -2.3029  0.0395    -2.5651 -2.3164
     38  -2.3030  0.0416    -2.5651 -2.3164
     39  -2.3028  0.0304    -2.5651 -2.3164
     40  -2.3027  0.0224    -2.5651 -2.3164
     41  -2.3033  0.0557    -2.5652 -2.3164

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.0995  0.0603     0.0001  0.1896
      1   0.1007  0.0599     0.0001  0.1898
      2   0.1017  0.0595     0.0001  0.1899
      3   0.1031  0.0587     0.0001  0.1900
      4   0.1131  0.0555     0.0137  0.1914
      5   0.1167  0.0530     0.0238  0.1917
      6   0.0530  0.0381     0.0001  0.1226
      7   0.0582  0.0374     0.0001  0.1266
      8   0.0624  0.0393     0.0007  0.1353
      9   0.0643  0.0384     0.0098  0.1362
     10   0.0687  0.0382     0.0150  0.1400
     11   0.0720  0.0377     0.0187  0.1425
     12   0.0754  0.0375     0.0221  0.1453
     13   0.0788  0.0374     0.0249  0.1484
     14   0.0818  0.0373     0.0280  0.1509
     15   0.0824  0.0370     0.0289  0.1512
     16   0.0560  0.0246     0.0189  0.0980
     17   0.0578  0.0245     0.0211  0.0997
     18   0.0396  0.0167     0.0119  0.0663
     19   0.0407  0.0164     0.0141  0.0671
     20   0.0419  0.0162     0.0152  0.0679
     21   0.0430  0.0161     0.0162  0.0686
     22   0.0441  0.0160     0.0173  0.0696
     23   0.0332  0.0122     0.0113  0.0518
     24   0.0339  0.0120     0.0128  0.0523
     25   0.0347  0.0119     0.0141  0.0529
     26   0.0355  0.0118     0.0146  0.0535
     27   0.0364  0.0119     0.0152  0.0543
     28   0.0371  0.0118     0.0158  0.0548
     29   0.0378  0.0118     0.0165  0.0552
     30   0.0307  0.0096     0.0128  0.0448
     31   0.0312  0.0095     0.0139  0.0452
     32   0.0318  0.0095     0.0143  0.0457
     33   0.0263  0.0080     0.0097  0.0375
     34   0.0267  0.0080     0.0102  0.0379
     35   0.0271  0.0079     0.0109  0.0383
     36   0.0276  0.0079     0.0116  0.0386
     37   0.0280  0.0078     0.0125  0.0390
     38   0.0277  0.0077     0.0121  0.0386
     39   0.0281  0.0077     0.0131  0.0389
     40   0.0285  0.0077     0.0139  0.0392
     41   0.0243  0.0067     0.0095  0.0331

