trialNum matrixIndex leftValue leftTime rightValue rightTime choice
  0  440 250.00  0.00 800.00 10.80  1
  1  682 380.00  0.00 800.00 260.00  1
  2 1025 570.00  0.00 800.00 520.00  1
  3 1223 680.00  0.00 800.00 520.00  0
  4 1151 640.00  0.00 800.00 520.00  0
  5 1097 610.00  0.00 800.00 520.00  0
  6 1007 560.00  0.00 800.00 520.00  0
  7  899 500.00  0.00 800.00 520.00  0
  8  719 400.00  0.00 800.00 520.00  1
  9  719 400.00  0.00 800.00 260.00  1
 10  809 450.00  0.00 800.00 520.00  0
 11  611 340.00  0.00 800.00 520.00  0
 12    5  10.00  0.00 800.00  4.30  1
 13    3  10.00  0.00 800.00  2.00  1
 14  646 360.00  0.00 800.00 260.00  1
 15  521 290.00  0.00 800.00 520.00  1
 16  539 300.00  0.00 800.00 520.00  1
 17  953 530.00  0.00 800.00 520.00  1
 18 1151 640.00  0.00 800.00 520.00  0
 19  557 310.00  0.00 800.00 520.00  1
 20 1079 600.00  0.00 800.00 520.00  1
 21 1241 690.00  0.00 800.00 520.00  0
 22 1187 660.00  0.00 800.00 520.00  0
 23  575 320.00  0.00 800.00 520.00  0
 24    2  10.00  0.00 800.00  1.00  1
 25  503 280.00  0.00 800.00 520.00  1
 26  575 320.00  0.00 800.00 520.00  1
 27 1115 620.00  0.00 800.00 520.00  1
 28 1133 630.00  0.00 800.00 520.00  1
 29    0  10.00  0.00 800.00  0.43  1
 30 1097 610.00  0.00 800.00 520.00  1
 31    0  20.00  0.00 800.00  0.71  1
 32 1043 580.00  0.00 800.00 520.00  0
 33 1025 570.00  0.00 800.00 520.00  0
 34  809 450.00  0.00 800.00 520.00  1
 35 1133 630.00  0.00 800.00 520.00  1
 36 1133 630.00  0.00 800.00 260.00  1
 37 1169 650.00  0.00 800.00 520.00  0
 38 1169 650.00  0.00 800.00 260.00  0
 39 1187 660.00  0.00 800.00 520.00  0
 40 1151 640.00  0.00 800.00 520.00  0
 41  719 400.00  0.00 800.00 520.00  0
