Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -6.8435  1.4701    -8.2803 -4.7153
      1  -5.5162  0.7841    -6.6989 -4.5630
      2  -4.9466  0.5560    -5.6219 -4.4480
      3  -4.6651  0.4969    -5.2457 -4.2673
      4  -4.4866  0.5064    -4.9854 -4.0105
      5  -4.2357  0.8498    -5.2339 -3.1493
      6  -4.3572  0.6683    -5.0126 -3.7913
      7  -4.2522  0.6175    -4.7727 -3.7122
      8  -4.2856  0.4722    -4.7529 -4.0284
      9  -4.2416  0.3808    -4.6390 -4.0311
     10  -4.2559  0.2870    -4.6270 -4.2268
     11  -4.2554  0.2156    -4.6122 -4.2418
     12  -4.2549  0.1659    -4.6026 -4.2450
     13  -4.2541  0.1324    -4.5961 -4.2465
     14  -4.2542  0.1102    -4.5913 -4.2479
     15  -4.2540  0.0964    -4.5877 -4.2486
     16  -4.2518  0.0846    -4.5685 -4.2486
     17  -4.2397  0.0579    -4.5047 -4.2478
     18  -4.2400  0.0528    -4.5046 -4.2483
     19  -4.2390  0.0478    -4.5038 -4.2483
     20  -4.2407  0.0418    -4.5039 -4.2499
     21  -4.2408  0.0406    -4.5039 -4.2500
     22  -4.2400  0.0371    -4.5031 -4.2500
     23  -4.2393  0.0342    -4.5025 -4.2500
     24  -4.2389  0.0325    -4.5021 -4.2499
     25  -4.2384  0.0298    -4.5015 -4.2499
     26  -4.2385  0.0291    -4.5015 -4.2501
     27  -4.2386  0.0283    -4.5015 -4.2502
     28  -4.2385  0.0276    -4.5014 -4.2502
     29  -4.2386  0.0273    -4.5014 -4.2503
     30  -4.2382  0.0252    -4.5010 -4.2502
     31  -4.2382  0.0248    -4.5010 -4.2503
     32  -4.2381  0.0241    -4.5009 -4.2503
     33  -4.2380  0.0233    -4.5008 -4.2503
     34  -4.2380  0.0231    -4.5008 -4.2503
     35  -4.2269  0.0593    -4.5002 -4.2392
     36  -4.2328  0.0449    -4.5006 -4.2452
     37  -4.2325  0.0442    -4.5004 -4.2451
     38  -4.2326  0.0440    -4.5004 -4.2452
     39  -4.2318  0.0430    -4.4999 -4.2449
     40  -4.2316  0.0427    -4.4997 -4.2449
     41  -4.2314  0.0424    -4.4995 -4.2448

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1020  0.0588     0.0062  0.1899
      1   0.1012  0.0592     0.0048  0.1898
      2   0.1019  0.0594     0.0045  0.1901
      3   0.1007  0.0598     0.0042  0.1899
      4   0.0981  0.0613     0.0031  0.1900
      5   0.0383  0.0360     0.0001  0.1093
      6   0.0479  0.0383     0.0001  0.1212
      7   0.0503  0.0395     0.0003  0.1261
      8   0.0577  0.0397     0.0030  0.1326
      9   0.0636  0.0406     0.0060  0.1392
     10   0.0694  0.0400     0.0110  0.1436
     11   0.0717  0.0393     0.0150  0.1448
     12   0.0734  0.0388     0.0176  0.1458
     13   0.0743  0.0385     0.0195  0.1463
     14   0.0754  0.0382     0.0213  0.1470
     15   0.0760  0.0380     0.0222  0.1473
     16   0.0765  0.0378     0.0231  0.1476
     17   0.0811  0.0380     0.0266  0.1519
     18   0.0816  0.0378     0.0275  0.1521
     19   0.0820  0.0376     0.0283  0.1524
     20   0.0847  0.0376     0.0302  0.1547
     21   0.0849  0.0375     0.0305  0.1548
     22   0.0853  0.0373     0.0313  0.1551
     23   0.0858  0.0372     0.0321  0.1553
     24   0.0860  0.0371     0.0327  0.1554
     25   0.0865  0.0370     0.0335  0.1557
     26   0.0868  0.0369     0.0341  0.1558
     27   0.0871  0.0368     0.0347  0.1560
     28   0.0872  0.0367     0.0349  0.1561
     29   0.0874  0.0367     0.0351  0.1562
     30   0.0878  0.0366     0.0356  0.1564
     31   0.0880  0.0365     0.0359  0.1565
     32   0.0881  0.0364     0.0361  0.1565
     33   0.0883  0.0364     0.0364  0.1566
     34   0.0884  0.0364     0.0365  0.1567
     35   0.0438  0.0142     0.0211  0.0668
     36   0.0448  0.0143     0.0216  0.0679
     37   0.0450  0.0143     0.0218  0.0680
     38   0.0451  0.0143     0.0219  0.0680
     39   0.0457  0.0143     0.0223  0.0685
     40   0.0459  0.0142     0.0225  0.0686
     41   0.0462  0.0142     0.0227  0.0688

