Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -3.8291  1.0867    -5.4451 -2.4626
      1  -4.6190  0.7439    -5.5991 -3.9635
      2  -5.0621  0.6714    -6.0826 -4.6179
      3  -5.2572  0.6818    -6.5657 -4.9257
      4  -5.5848  0.9008    -7.9410 -5.0842
      5  -5.3478  0.5258    -5.9527 -5.0893
      6  -5.3010  0.3684    -5.6179 -5.0976
      7  -5.2867  0.2787    -5.6101 -5.1033
      8  -5.2807  0.2217    -5.6061 -5.1069
      9  -5.0622  0.6490    -5.7319 -4.4731
     10  -5.0883  0.5078    -5.6090 -4.7726
     11  -5.1150  0.4102    -5.6013 -4.8551
     12  -5.2401  0.5369    -5.8392 -4.9142
     13  -5.2158  0.4161    -5.7071 -4.9599
     14  -5.2875  0.4052    -5.7876 -5.0787
     15  -5.3236  0.3495    -5.7972 -5.1120
     16  -5.3434  0.2900    -5.7950 -5.1561
     17  -5.3269  0.2287    -5.7040 -5.1561
     18  -5.3132  0.1886    -5.6146 -5.1506
     19  -5.3159  0.1564    -5.6140 -5.1630
     20  -5.3328  0.1288    -5.6150 -5.2432
     21  -5.3344  0.1118    -5.6147 -5.2646
     22  -5.3360  0.1002    -5.6143 -5.2904
     23  -5.3261  0.0922    -5.6084 -5.2468
     24  -5.3215  0.0872    -5.6059 -5.2305
     25  -5.3189  0.0846    -5.6046 -5.2212
     26  -5.3362  0.0883    -5.6108 -5.3430
     27  -5.3408  0.0750    -5.6109 -5.3478
     28  -5.3412  0.0692    -5.6108 -5.3485
     29  -5.3528  0.0796    -5.6261 -5.3526
     30  -5.3477  0.0667    -5.6137 -5.3523
     31  -5.3404  0.0632    -5.6090 -5.3495
     32  -5.3425  0.0555    -5.6091 -5.3516
     33  -5.3408  0.0493    -5.6075 -5.3515
     34  -5.3425  0.0434    -5.6076 -5.3532
     35  -5.3412  0.0387    -5.6064 -5.3531
     36  -5.3398  0.0356    -5.6054 -5.3527
     37  -5.3318  0.0582    -5.6048 -5.3448
     38  -5.3327  0.0553    -5.6048 -5.3458
     39  -5.3337  0.0525    -5.6049 -5.3468
     40  -5.3318  0.0549    -5.6044 -5.3452
     41  -5.3307  0.0562    -5.6042 -5.3444

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.0990  0.0600     0.0024  0.1895
      1   0.0974  0.0603     0.0017  0.1892
      2   0.0947  0.0609     0.0007  0.1886
      3   0.0941  0.0611     0.0010  0.1885
      4   0.0676  0.0571     0.0001  0.1754
      5   0.0829  0.0557     0.0015  0.1805
      6   0.0896  0.0538     0.0078  0.1822
      7   0.0933  0.0525     0.0138  0.1830
      8   0.0957  0.0515     0.0175  0.1835
      9   0.0275  0.0196     0.0001  0.0611
     10   0.0307  0.0196     0.0007  0.0640
     11   0.0336  0.0199     0.0029  0.0673
     12   0.0258  0.0154     0.0001  0.0504
     13   0.0273  0.0149     0.0021  0.0514
     14   0.0278  0.0153     0.0022  0.0527
     15   0.0298  0.0159     0.0036  0.0554
     16   0.0318  0.0162     0.0058  0.0583
     17   0.0335  0.0160     0.0079  0.0598
     18   0.0353  0.0161     0.0092  0.0614
     19   0.0360  0.0159     0.0102  0.0618
     20   0.0379  0.0162     0.0116  0.0644
     21   0.0384  0.0161     0.0128  0.0648
     22   0.0390  0.0160     0.0139  0.0652
     23   0.0406  0.0164     0.0147  0.0675
     24   0.0420  0.0165     0.0156  0.0689
     25   0.0432  0.0166     0.0164  0.0704
     26   0.0339  0.0125     0.0122  0.0534
     27   0.0349  0.0125     0.0138  0.0542
     28   0.0351  0.0124     0.0141  0.0543
     29   0.0327  0.0115     0.0122  0.0503
     30   0.0336  0.0115     0.0139  0.0512
     31   0.0331  0.0113     0.0135  0.0502
     32   0.0339  0.0112     0.0142  0.0510
     33   0.0345  0.0112     0.0147  0.0516
     34   0.0353  0.0112     0.0152  0.0523
     35   0.0359  0.0111     0.0157  0.0529
     36   0.0368  0.0113     0.0163  0.0539
     37   0.0322  0.0098     0.0144  0.0466
     38   0.0324  0.0097     0.0146  0.0467
     39   0.0326  0.0097     0.0148  0.0468
     40   0.0333  0.0098     0.0151  0.0475
     41   0.0340  0.0098     0.0155  0.0480

