Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -5.7580  2.0718    -9.1276 -2.6630
      1  -4.0160  1.1212    -5.7971 -2.4850
      2  -4.9605  0.6614    -5.8864 -4.2659
      3  -5.3933  0.5217    -6.1029 -5.0651
      4  -5.7064  0.5716    -6.6914 -5.3907
      5  -5.5943  0.3316    -5.9241 -5.3895
      6  -5.5818  0.2484    -5.8891 -5.3990
      7  -5.5792  0.2038    -5.8869 -5.4052
      8  -5.5783  0.1770    -5.8856 -5.4095
      9  -5.5881  0.1369    -5.8856 -5.4413
     10  -5.5869  0.1247    -5.8841 -5.4433
     11  -5.5867  0.1184    -5.8836 -5.4446
     12  -5.5866  0.1144    -5.8832 -5.4458
     13  -5.6049  0.3661    -6.1365 -5.1934
     14  -5.3958  0.4914    -6.0420 -4.8211
     15  -5.4574  0.3956    -6.0452 -5.0772
     16  -5.5014  0.3272    -6.0531 -5.1822
     17  -5.3979  0.3595    -5.8914 -5.0848
     18  -5.4262  0.3004    -5.8918 -5.1463
     19  -5.4482  0.2579    -5.8928 -5.2168
     20  -5.5129  0.2528    -5.9955 -5.3481
     21  -5.6119  0.4235    -6.1639 -5.3425
     22  -5.5996  0.3480    -6.1421 -5.3482
     23  -5.6160  0.2965    -6.1407 -5.3701
     24  -5.6321  0.2599    -6.1415 -5.3911
     25  -5.6107  0.2319    -6.1172 -5.3863
     26  -5.5720  0.2217    -6.0727 -5.3704
     27  -5.5941  0.2017    -6.0840 -5.3901
     28  -5.5771  0.1860    -6.0446 -5.3851
     29  -5.5977  0.1715    -6.0600 -5.4064
     30  -5.6028  0.1627    -6.0611 -5.4150
     31  -5.5893  0.1537    -6.0189 -5.4083
     32  -5.5300  0.1713    -5.8936 -5.3708
     33  -5.4801  0.1747    -5.8807 -5.3567
     34  -5.4505  0.1674    -5.8699 -5.3519
     35  -5.4207  0.1581    -5.8569 -5.3476
     36  -5.4002  0.1475    -5.8433 -5.3454
     37  -5.3970  0.1425    -5.8397 -5.3457
     38  -5.3941  0.1387    -5.8364 -5.3459
     39  -5.3591  0.1291    -5.7912 -5.2696
     40  -5.3517  0.1219    -5.7667 -5.2627
     41  -5.3445  0.1150    -5.7317 -5.2547

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1019  0.0586     0.0071  0.1898
      1   0.1018  0.0587     0.0070  0.1898
      2   0.1012  0.0590     0.0060  0.1898
      3   0.1010  0.0593     0.0055  0.1898
      4   0.0935  0.0608     0.0029  0.1885
      5   0.1070  0.0575     0.0093  0.1906
      6   0.1106  0.0555     0.0155  0.1910
      7   0.1121  0.0546     0.0189  0.1911
      8   0.1131  0.0539     0.0212  0.1912
      9   0.1151  0.0527     0.0253  0.1914
     10   0.1163  0.0520     0.0276  0.1915
     11   0.1167  0.0517     0.0285  0.1915
     12   0.1172  0.0514     0.0294  0.1916
     13   0.0272  0.0154     0.0029  0.0529
     14   0.0180  0.0099     0.0008  0.0331
     15   0.0196  0.0099     0.0016  0.0342
     16   0.0211  0.0100     0.0026  0.0358
     17   0.0190  0.0091     0.0018  0.0326
     18   0.0201  0.0091     0.0027  0.0334
     19   0.0211  0.0091     0.0039  0.0341
     20   0.0209  0.0088     0.0039  0.0335
     21   0.0146  0.0067     0.0007  0.0235
     22   0.0152  0.0065     0.0012  0.0240
     23   0.0158  0.0065     0.0017  0.0246
     24   0.0164  0.0064     0.0022  0.0252
     25   0.0171  0.0064     0.0029  0.0258
     26   0.0174  0.0065     0.0031  0.0261
     27   0.0180  0.0065     0.0039  0.0266
     28   0.0186  0.0065     0.0050  0.0270
     29   0.0192  0.0066     0.0063  0.0274
     30   0.0196  0.0065     0.0071  0.0275
     31   0.0201  0.0065     0.0073  0.0281
     32   0.0183  0.0059     0.0061  0.0261
     33   0.0179  0.0058     0.0053  0.0256
     34   0.0183  0.0059     0.0061  0.0261
     35   0.0187  0.0061     0.0068  0.0265
     36   0.0192  0.0062     0.0071  0.0269
     37   0.0195  0.0061     0.0073  0.0271
     38   0.0197  0.0061     0.0074  0.0272
     39   0.0192  0.0060     0.0072  0.0268
     40   0.0196  0.0061     0.0074  0.0271
     41   0.0201  0.0061     0.0075  0.0274

