Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -5.7577  2.0719    -9.1276 -2.6628
      1  -4.0166  1.1227    -5.7983 -2.4850
      2  -3.1972  0.7251    -4.2129 -2.4010
      3  -3.7326  0.5437    -4.4073 -3.3371
      4  -4.0420  0.5614    -4.7771 -3.7305
      5  -3.9513  0.4006    -4.2366 -3.7225
      6  -3.9305  0.3007    -4.2314 -3.7284
      7  -3.9213  0.2381    -4.2282 -3.7336
      8  -3.9169  0.1982    -4.2258 -3.7383
      9  -3.9245  0.1551    -4.2258 -3.7648
     10  -3.9234  0.1390    -4.2249 -3.7668
     11  -3.9272  0.1205    -4.2249 -3.7810
     12  -3.9291  0.1109    -4.2249 -3.7889
     13  -3.9285  0.1069    -4.2242 -3.7896
     14  -3.9281  0.1045    -4.2237 -3.7903
     15  -3.9289  0.1018    -4.2238 -3.7933
     16  -3.9287  0.1008    -4.2235 -3.7937
     17  -3.9293  0.0993    -4.2235 -3.7961
     18  -3.9290  0.0984    -4.2231 -3.7965
     19  -3.9288  0.0978    -4.2229 -3.7968
     20  -3.9288  0.0975    -4.2228 -3.7971
     21  -3.9294  0.0963    -4.2228 -3.7993
     22  -3.9298  0.0954    -4.2228 -3.8013
     23  -3.9302  0.0947    -4.2228 -3.8027
     24  -3.9310  0.0931    -4.2229 -3.8063
     25  -3.9310  0.0930    -4.2228 -3.8064
     26  -3.9316  0.0916    -4.2228 -3.8096
     27  -3.9314  0.0912    -4.2226 -3.8097
     28  -3.9314  0.0911    -4.2226 -3.8098
     29  -3.9320  0.0900    -4.2226 -3.8125
     30  -3.9320  0.0899    -4.2225 -3.8126
     31  -3.9319  0.0898    -4.2225 -3.8127
     32  -3.9321  0.0895    -4.2225 -3.8134
     33  -3.9325  0.0888    -4.2225 -3.8150
     34  -3.9326  0.0886    -4.2225 -3.8156
     35  -3.9329  0.0880    -4.2225 -3.8171
     36  -3.9328  0.0879    -4.2224 -3.8172
     37  -3.9328  0.0877    -4.2224 -3.8172
     38  -3.9328  0.0877    -4.2224 -3.8173
     39  -3.9330  0.0873    -4.2224 -3.8182
     40  -3.9329  0.0873    -4.2224 -3.8183
     41  -3.9333  0.0866    -4.2224 -3.8201

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1017  0.0587     0.0068  0.1898
      1   0.1016  0.0588     0.0067  0.1898
      2   0.1022  0.0585     0.0077  0.1899
      3   0.1005  0.0591     0.0059  0.1896
      4   0.0946  0.0604     0.0033  0.1886
      5   0.1070  0.0579     0.0084  0.1907
      6   0.1096  0.0563     0.0133  0.1909
      7   0.1116  0.0552     0.0170  0.1911
      8   0.1134  0.0542     0.0203  0.1913
      9   0.1151  0.0530     0.0241  0.1915
     10   0.1159  0.0525     0.0258  0.1915
     11   0.1169  0.0519     0.0281  0.1916
     12   0.1175  0.0515     0.0294  0.1917
     13   0.1181  0.0511     0.0306  0.1917
     14   0.1187  0.0508     0.0317  0.1918
     15   0.1189  0.0506     0.0322  0.1918
     16   0.1192  0.0504     0.0330  0.1918
     17   0.1194  0.0503     0.0334  0.1918
     18   0.1199  0.0500     0.0344  0.1919
     19   0.1203  0.0497     0.0351  0.1919
     20   0.1204  0.0496     0.0354  0.1919
     21   0.1206  0.0495     0.0357  0.1920
     22   0.1207  0.0494     0.0361  0.1920
     23   0.1208  0.0494     0.0363  0.1920
     24   0.1211  0.0492     0.0368  0.1920
     25   0.1212  0.0491     0.0371  0.1920
     26   0.1214  0.0490     0.0376  0.1920
     27   0.1218  0.0488     0.0382  0.1921
     28   0.1219  0.0487     0.0385  0.1921
     29   0.1221  0.0486     0.0389  0.1921
     30   0.1222  0.0485     0.0392  0.1921
     31   0.1223  0.0484     0.0394  0.1921
     32   0.1224  0.0484     0.0396  0.1921
     33   0.1225  0.0483     0.0398  0.1921
     34   0.1226  0.0483     0.0400  0.1921
     35   0.1227  0.0482     0.0402  0.1921
     36   0.1229  0.0481     0.0406  0.1922
     37   0.1230  0.0480     0.0409  0.1922
     38   0.1231  0.0479     0.0411  0.1922
     39   0.1231  0.0479     0.0413  0.1922
     40   0.1232  0.0478     0.0415  0.1922
     41   0.1234  0.0478     0.0417  0.1922

