Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -6.0797  1.8931    -9.1606 -3.2611
      1  -4.4537  1.0111    -6.0699 -3.0689
      2  -3.6486  0.6528    -4.5074 -2.9385
      3  -4.0147  0.4960    -4.6621 -3.6902
      4  -4.3115  0.4948    -4.9341 -4.0471
      5  -4.2367  0.3623    -4.5138 -4.0391
      6  -4.2552  0.2720    -4.5120 -4.2409
      7  -4.2426  0.1958    -4.5079 -4.2415
      8  -4.2472  0.1468    -4.5076 -4.2484
      9  -4.2433  0.1081    -4.5060 -4.2485
     10  -4.2415  0.0832    -4.5052 -4.2486
     11  -4.2399  0.0658    -4.5040 -4.2487
     12  -4.2402  0.0551    -4.5039 -4.2492
     13  -4.2394  0.0476    -4.5033 -4.2492
     14  -4.2398  0.0428    -4.5033 -4.2496
     15  -4.2392  0.0386    -4.5027 -4.2496
     16  -4.2390  0.0371    -4.5025 -4.2496
     17  -4.2389  0.0359    -4.5024 -4.2496
     18  -4.2391  0.0346    -4.5024 -4.2498
     19  -4.2393  0.0335    -4.5024 -4.2500
     20  -4.2391  0.0326    -4.5022 -4.2500
     21  -4.2387  0.0308    -4.5018 -4.2500
     22  -4.2387  0.0305    -4.5018 -4.2500
     23  -4.2388  0.0298    -4.5018 -4.2502
     24  -4.2669  0.0874    -4.6645 -4.2519
     25  -4.2658  0.0860    -4.6596 -4.2518
     26  -4.2654  0.0854    -4.6576 -4.2518
     27  -4.2655  0.0853    -4.6579 -4.2519
     28  -4.2645  0.0840    -4.6532 -4.2518
     29  -4.2639  0.0832    -4.6504 -4.2518
     30  -4.2631  0.0821    -4.6459 -4.2517
     31  -4.2632  0.0821    -4.6461 -4.2518
     32  -4.2624  0.0810    -4.6417 -4.2517
     33  -4.2625  0.0810    -4.6424 -4.2518
     34  -4.2613  0.0793    -4.6352 -4.2517
     35  -4.2614  0.0793    -4.6356 -4.2518
     36  -4.2608  0.0783    -4.6313 -4.2517
     37  -4.2609  0.0784    -4.6320 -4.2518
     38  -4.2599  0.0769    -4.6248 -4.2517
     39  -4.2599  0.0769    -4.6250 -4.2517
     40  -4.2599  0.0769    -4.6252 -4.2517
     41  -4.2589  0.0754    -4.6180 -4.2517

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1025  0.0584     0.0077  0.1899
      1   0.1030  0.0584     0.0078  0.1900
      2   0.1032  0.0582     0.0082  0.1901
      3   0.1033  0.0580     0.0084  0.1900
      4   0.0979  0.0596     0.0048  0.1892
      5   0.1096  0.0569     0.0115  0.1911
      6   0.1185  0.0537     0.0199  0.1922
      7   0.1208  0.0520     0.0262  0.1924
      8   0.1265  0.0494     0.0348  0.1930
      9   0.1275  0.0485     0.0378  0.1931
     10   0.1281  0.0480     0.0397  0.1931
     11   0.1289  0.0473     0.0421  0.1932
     12   0.1293  0.0470     0.0432  0.1932
     13   0.1297  0.0466     0.0445  0.1932
     14   0.1301  0.0463     0.0457  0.1933
     15   0.1306  0.0459     0.0470  0.1933
     16   0.1307  0.0458     0.0474  0.1933
     17   0.1309  0.0457     0.0479  0.1933
     18   0.1311  0.0455     0.0485  0.1933
     19   0.1314  0.0453     0.0492  0.1933
     20   0.1315  0.0451     0.0496  0.1934
     21   0.1318  0.0449     0.0504  0.1934
     22   0.1319  0.0449     0.0506  0.1934
     23   0.1321  0.0447     0.0511  0.1934
     24   0.0897  0.0396     0.0330  0.1641
     25   0.0901  0.0395     0.0337  0.1643
     26   0.0903  0.0394     0.0341  0.1643
     27   0.0905  0.0393     0.0344  0.1644
     28   0.0908  0.0393     0.0349  0.1646
     29   0.0910  0.0392     0.0352  0.1647
     30   0.0914  0.0391     0.0355  0.1648
     31   0.0915  0.0391     0.0357  0.1649
     32   0.0917  0.0390     0.0360  0.1650
     33   0.0920  0.0389     0.0364  0.1651
     34   0.0924  0.0388     0.0368  0.1653
     35   0.0926  0.0388     0.0371  0.1654
     36   0.0928  0.0387     0.0373  0.1655
     37   0.0931  0.0386     0.0377  0.1657
     38   0.0934  0.0386     0.0381  0.1659
     39   0.0935  0.0386     0.0382  0.1659
     40   0.0935  0.0385     0.0383  0.1659
     41   0.0938  0.0385     0.0387  0.1661

