Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -6.6940  1.5500    -8.7931 -4.4336
      1  -5.3656  0.8470    -6.6826 -4.2924
      2  -4.7953  0.5815    -5.6019 -4.2340
      3  -4.5037  0.4689    -5.0611 -4.0786
      4  -4.2290  0.4882    -4.7435 -3.8155
      5  -3.9927  0.8109    -4.8923 -3.0544
      6  -3.7599  1.1296    -6.4738 -2.6303
      7  -3.6347  0.9061    -4.7552 -2.6306
      8  -3.3831  1.0962    -5.6802 -2.4524
      9  -3.2665  0.8752    -4.3746 -2.4484
     10  -3.0625  0.9845    -4.4774 -2.3795
     11  -2.9698  0.7783    -3.9552 -2.3775
     12  -2.9202  0.6362    -3.8743 -2.3764
     13  -3.0364  0.6094    -3.9388 -2.4267
     14  -3.1287  0.5611    -3.9884 -2.5212
     15  -3.2474  0.5310    -4.1010 -2.6540
     16  -3.3107  0.4777    -4.1342 -2.7993
     17  -3.2387  0.4237    -3.9520 -2.7532
     18  -3.0804  0.5213    -3.8720 -2.5703
     19  -3.0273  0.4543    -3.7488 -2.5437
     20  -3.0665  0.4082    -3.7745 -2.6157
     21  -3.1027  0.3704    -3.7979 -2.6802
     22  -3.0594  0.3346    -3.6753 -2.6620
     23  -3.0771  0.3093    -3.6776 -2.7118
     24  -3.0650  0.2901    -3.6614 -2.7105
     25  -3.0978  0.2730    -3.6702 -2.8129
     26  -3.0547  0.2539    -3.6272 -2.7719
     27  -3.0230  0.2382    -3.5793 -2.7472
     28  -3.0463  0.2249    -3.5904 -2.8529
     29  -3.0157  0.2127    -3.5252 -2.8151
     30  -3.0366  0.2020    -3.5407 -2.8647
     31  -3.0724  0.1925    -3.5731 -2.8830
     32  -3.0469  0.1832    -3.5048 -2.8772
     33  -3.0008  0.1792    -3.4021 -2.8655
     34  -3.0394  0.1719    -3.4263 -2.8802
     35  -3.0712  0.1624    -3.4817 -2.8965
     36  -3.0950  0.1523    -3.5139 -2.9157
     37  -3.1101  0.1437    -3.5301 -2.9353
     38  -3.1685  0.1590    -3.6317 -3.0170
     39  -3.2393  0.1884    -3.6780 -3.1316
     40  -3.2229  0.1778    -3.6661 -3.1149
     41  -3.2078  0.1686    -3.6552 -3.0980

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1019  0.0587     0.0065  0.1899
      1   0.1014  0.0590     0.0057  0.1898
      2   0.1024  0.0587     0.0065  0.1900
      3   0.1036  0.0584     0.0075  0.1902
      4   0.0964  0.0601     0.0041  0.1890
      5   0.0435  0.0404     0.0001  0.1256
      6   0.0170  0.0152     0.0000  0.0437
      7   0.0181  0.0151     0.0001  0.0447
      8   0.0113  0.0079     0.0000  0.0232
      9   0.0119  0.0076     0.0001  0.0236
     10   0.0096  0.0056     0.0001  0.0174
     11   0.0100  0.0053     0.0002  0.0176
     12   0.0102  0.0052     0.0004  0.0177
     13   0.0107  0.0056     0.0005  0.0188
     14   0.0113  0.0059     0.0006  0.0198
     15   0.0118  0.0062     0.0006  0.0203
     16   0.0125  0.0064     0.0007  0.0211
     17   0.0133  0.0067     0.0009  0.0230
     18   0.0104  0.0050     0.0005  0.0175
     19   0.0109  0.0052     0.0006  0.0183
     20   0.0115  0.0054     0.0007  0.0191
     21   0.0121  0.0056     0.0008  0.0196
     22   0.0128  0.0057     0.0010  0.0201
     23   0.0133  0.0058     0.0011  0.0204
     24   0.0136  0.0058     0.0012  0.0205
     25   0.0142  0.0058     0.0014  0.0210
     26   0.0148  0.0060     0.0016  0.0226
     27   0.0154  0.0061     0.0019  0.0237
     28   0.0160  0.0061     0.0023  0.0245
     29   0.0166  0.0063     0.0027  0.0253
     30   0.0172  0.0063     0.0033  0.0258
     31   0.0176  0.0063     0.0039  0.0262
     32   0.0182  0.0064     0.0047  0.0267
     33   0.0183  0.0065     0.0048  0.0269
     34   0.0185  0.0065     0.0053  0.0270
     35   0.0189  0.0065     0.0062  0.0272
     36   0.0194  0.0065     0.0070  0.0275
     37   0.0199  0.0066     0.0072  0.0280
     38   0.0170  0.0056     0.0042  0.0245
     39   0.0144  0.0048     0.0020  0.0199
     40   0.0148  0.0047     0.0024  0.0201
     41   0.0152  0.0047     0.0030  0.0203

