Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -6.3114  1.7615    -9.1839 -3.7090
      1  -7.7675  0.9873    -5.1402 -6.5157
      2  -7.0127  0.6637    -8.0465 -6.4373
      3  -7.3292  0.5382    -8.2351 -6.9762
      4  -7.6338  0.5617    -8.6915 -7.3117
      5  -7.5225  0.4295    -8.0641 -7.3001
      6  -7.5712  0.3434    -8.0622 -7.4885
      7  -7.5457  0.2479    -7.8302 -7.4989
      8  -7.5512  0.1948    -7.8281 -7.5307
      9  -7.5538  0.1596    -7.8274 -7.5527
     10  -7.5550  0.1365    -7.8268 -7.5538
     11  -7.5554  0.1220    -7.8264 -7.5545
     12  -7.5443  0.0884    -7.8183 -7.5538
     13  -7.5450  0.0804    -7.8181 -7.5546
     14  -7.5453  0.0759    -7.8180 -7.5550
     15  -7.5456  0.0724    -7.8179 -7.5554
     16  -7.5456  0.0706    -7.8178 -7.5556
     17  -7.5459  0.0681    -7.8178 -7.5561
     18  -7.5462  0.0661    -7.8177 -7.5565
     19  -7.5464  0.0647    -7.8176 -7.5567
     20  -7.5465  0.0635    -7.8176 -7.5570
     21  -7.5466  0.0625    -7.8175 -7.5572
     22  -7.5467  0.0616    -7.8175 -7.5574
     23  -7.5468  0.0608    -7.8175 -7.5576
     24  -7.5469  0.0602    -7.8174 -7.5577
     25  -7.5470  0.0595    -7.8174 -7.5578
     26  -7.5470  0.0590    -7.8174 -7.5579
     27  -7.5471  0.0587    -7.8174 -7.5580
     28  -7.5471  0.0584    -7.8173 -7.5580
     29  -7.5472  0.0579    -7.8173 -7.5582
     30  -7.5473  0.0571    -7.8173 -7.5584
     31  -7.5474  0.0568    -7.8173 -7.5584
     32  -7.5474  0.0566    -7.8173 -7.5585
     33  -7.5475  0.0560    -7.8172 -7.5587
     34  -7.5475  0.0558    -7.8172 -7.5587
     35  -7.5477  0.0552    -7.8172 -7.5589
     36  -7.5478  0.0546    -7.8172 -7.5590
     37  -7.5478  0.0544    -7.8172 -7.5591
     38  -7.5479  0.0541    -7.8172 -7.5591
     39  -7.5479  0.0539    -7.8171 -7.5592
     40  -7.5479  0.0538    -7.8171 -7.5592
     41  -7.5479  0.0535    -7.8171 -7.5593

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1016  0.0589     0.0064  0.1898
      1   0.1015  0.0588     0.0064  0.1898
      2   0.0994  0.0594     0.0051  0.1895
      3   0.1006  0.0589     0.0068  0.1896
      4   0.0927  0.0602     0.0044  0.1882
      5   0.1065  0.0589     0.0079  0.1910
      6   0.1164  0.0564     0.0130  0.1924
      7   0.1245  0.0525     0.0239  0.1932
      8   0.1258  0.0514     0.0283  0.1933
      9   0.1269  0.0504     0.0316  0.1934
     10   0.1278  0.0497     0.0346  0.1934
     11   0.1284  0.0491     0.0364  0.1935
     12   0.1336  0.0467     0.0442  0.1940
     13   0.1342  0.0462     0.0461  0.1941
     14   0.1345  0.0459     0.0471  0.1941
     15   0.1348  0.0456     0.0483  0.1941
     16   0.1349  0.0455     0.0487  0.1941
     17   0.1353  0.0451     0.0498  0.1941
     18   0.1357  0.0448     0.0508  0.1941
     19   0.1359  0.0446     0.0515  0.1942
     20   0.1361  0.0445     0.0521  0.1942
     21   0.1363  0.0443     0.0527  0.1942
     22   0.1364  0.0441     0.0532  0.1942
     23   0.1366  0.0440     0.0537  0.1942
     24   0.1367  0.0439     0.0541  0.1942
     25   0.1369  0.0438     0.0545  0.1942
     26   0.1370  0.0437     0.0549  0.1942
     27   0.1370  0.0436     0.0551  0.1942
     28   0.1371  0.0436     0.0552  0.1942
     29   0.1372  0.0435     0.0556  0.1942
     30   0.1374  0.0433     0.0561  0.1943
     31   0.1374  0.0433     0.0563  0.1943
     32   0.1375  0.0432     0.0564  0.1943
     33   0.1376  0.0431     0.0568  0.1943
     34   0.1377  0.0431     0.0570  0.1943
     35   0.1378  0.0429     0.0574  0.1943
     36   0.1380  0.0428     0.0578  0.1943
     37   0.1380  0.0428     0.0579  0.1943
     38   0.1381  0.0427     0.0581  0.1943
     39   0.1382  0.0427     0.0583  0.1943
     40   0.1382  0.0426     0.0583  0.1943
     41   0.1383  0.0426     0.0586  0.1943

