Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -3.5774  1.0091    -4.9848 -2.4351
      1  -3.0052  0.8357    -3.9137 -2.3749
      2  -2.7063  0.7500    -3.3168 -2.3449
      3  -2.5428  0.6600    -2.9776 -2.3304
      4  -2.4222  0.6465    -2.8004 -2.3183
      5  -2.4783  0.7206    -2.8505 -2.3207
      6  -2.5393  0.7396    -2.9817 -2.3263
      7  -2.6829  0.7892    -3.1391 -2.3762
      8  -2.7086  1.1066    -5.1649 -2.3281
      9  -2.5949  1.0134    -4.1999 -2.3212
     10  -2.4837  0.8304    -2.8486 -2.3186
     11  -2.4061  0.6416    -2.7147 -2.3175
     12  -2.3589  0.4780    -2.5755 -2.3169
     13  -2.3329  0.3418    -2.5721 -2.3168
     14  -2.3186  0.2528    -2.5683 -2.3166
     15  -2.3111  0.1794    -2.5672 -2.3165
     16  -2.3070  0.1325    -2.5660 -2.3164
     17  -2.3049  0.0940    -2.5656 -2.3164
     18  -2.3150  0.2149    -2.5683 -2.3166
     19  -2.3092  0.1582    -2.5667 -2.3165
     20  -2.3061  0.1170    -2.5659 -2.3164
     21  -2.3045  0.0843    -2.5655 -2.3164
     22  -2.3048  0.0986    -2.5654 -2.3164
     23  -2.3039  0.0735    -2.5653 -2.3164
     24  -2.3043  0.0856    -2.5653 -2.3164
     25  -2.3035  0.0628    -2.5652 -2.3164
     26  -2.3031  0.0459    -2.5651 -2.3164
     27  -2.3028  0.0340    -2.5651 -2.3164
     28  -2.3039  0.0774    -2.5652 -2.3164
     29  -2.3033  0.0566    -2.5652 -2.3164
     30  -2.3066  0.1335    -2.5655 -2.3164
     31  -2.3047  0.0975    -2.5653 -2.3164
     32  -2.3038  0.0714    -2.5652 -2.3164
     33  -2.3032  0.0530    -2.5652 -2.3164
     34  -2.3030  0.0396    -2.5651 -2.3164
     35  -2.3047  0.0940    -2.5654 -2.3164
     36  -2.3037  0.0688    -2.5653 -2.3164
     37  -2.3032  0.0501    -2.5652 -2.3164
     38  -2.3057  0.1176    -2.5654 -2.3164
     39  -2.3043  0.0856    -2.5653 -2.3164
     40  -2.3035  0.0625    -2.5652 -2.3164
     41  -2.3031  0.0455    -2.5652 -2.3164

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.0984  0.0603     0.0010  0.1894
      1   0.0995  0.0599     0.0020  0.1896
      2   0.1022  0.0591     0.0043  0.1900
      3   0.1058  0.0577     0.0088  0.1904
      4   0.1061  0.0569     0.0102  0.1903
      5   0.0926  0.0557     0.0061  0.1850
      6   0.0809  0.0519     0.0043  0.1757
      7   0.0650  0.0435     0.0015  0.1466
      8   0.0461  0.0349     0.0001  0.1101
      9   0.0525  0.0377     0.0001  0.1224
     10   0.0599  0.0387     0.0013  0.1305
     11   0.0658  0.0384     0.0088  0.1356
     12   0.0702  0.0377     0.0148  0.1386
     13   0.0718  0.0370     0.0180  0.1394
     14   0.0753  0.0366     0.0219  0.1424
     15   0.0764  0.0362     0.0237  0.1429
     16   0.0795  0.0361     0.0268  0.1456
     17   0.0805  0.0358     0.0284  0.1463
     18   0.0545  0.0238     0.0178  0.0949
     19   0.0563  0.0237     0.0202  0.0964
     20   0.0582  0.0237     0.0219  0.0983
     21   0.0594  0.0235     0.0231  0.0993
     22   0.0560  0.0219     0.0218  0.0928
     23   0.0574  0.0219     0.0231  0.0941
     24   0.0544  0.0206     0.0219  0.0885
     25   0.0558  0.0205     0.0231  0.0895
     26   0.0571  0.0205     0.0243  0.0909
     27   0.0584  0.0205     0.0258  0.0924
     28   0.0461  0.0158     0.0195  0.0711
     29   0.0470  0.0157     0.0209  0.0720
     30   0.0373  0.0126     0.0149  0.0562
     31   0.0381  0.0125     0.0156  0.0570
     32   0.0388  0.0124     0.0163  0.0577
     33   0.0395  0.0123     0.0171  0.0584
     34   0.0402  0.0123     0.0180  0.0590
     35   0.0330  0.0103     0.0142  0.0477
     36   0.0336  0.0102     0.0147  0.0480
     37   0.0342  0.0101     0.0151  0.0483
     38   0.0283  0.0087     0.0108  0.0403
     39   0.0287  0.0086     0.0117  0.0405
     40   0.0292  0.0085     0.0127  0.0408
     41   0.0297  0.0085     0.0138  0.0410

