trialNum matrixIndex leftValue leftTime rightValue rightTime choice
  0 1094 610.00  0.00 800.00 104.00  0
  1  661 370.00  0.00 800.00 52.00  1
  2  663 370.00  0.00 800.00 156.00  0
  3  626 350.00  0.00 800.00 104.00  1
  4  716 400.00  0.00 800.00 104.00  0
  5  608 340.00  0.00 800.00 104.00  1
  6  734 410.00  0.00 800.00 104.00  0
  7  608 320.00  0.00 800.00 52.00  1
  8  608 340.00  0.00 800.00 52.00  1
  9  716 400.00  0.00 800.00 104.00  0
 10  859 480.00  0.00 800.00 52.00  1
 11  859 460.00  0.00 800.00 104.00  0
 12  626 350.00  0.00 800.00 104.00  1
 13  626 340.00  0.00 800.00 52.00  1
 14  626 340.00  0.00 800.00 156.00  0
 15  626 340.00  0.00 800.00 156.00  0
 16  626 360.00  0.00 800.00 156.00  0
 17  626 370.00  0.00 800.00 52.00  1
 18  626 350.00  0.00 800.00 156.00  0
 19  251 140.00  0.00 800.00 520.00  0
 20  949 530.00  0.00 800.00 52.00  1
 21  626 350.00  0.00 800.00 104.00  1
 22  573 320.00  0.00 800.00 156.00  0
 23  626 360.00  0.00 800.00 52.00  1
 24  626 370.00  0.00 800.00 52.00  1
 25 1162 650.00  0.00 800.00 17.20  1
 26  573 320.00  0.00 800.00 156.00  0
 27  412 230.00  0.00 800.00 260.00  1
 28  967 540.00  0.00 800.00 52.00  1
 29  841 470.00  0.00 800.00 52.00  1
 30  734 410.00  0.00 800.00 104.00  1
 31  752 420.00  0.00 800.00 104.00  1
 32  734 390.00  0.00 800.00 52.00  1
 33  734 400.00  0.00 800.00 156.00  0
 34  734 390.00  0.00 800.00 52.00  1
 35  734 410.00  0.00 800.00 156.00  0
 36  734 410.00  0.00 800.00 52.00  1
 37  734 390.00  0.00 800.00 156.00  0
 38  734 390.00  0.00 800.00 156.00  0
 39  734 410.00  0.00 800.00 52.00  1
 40  734 410.00  0.00 800.00 52.00  1
 41  734 390.00  0.00 800.00 52.00  1
